2.0 0.0 2 2 2 2 2
145.309 107.1320937861293 2 58 121 218 567
146.509 107.37771611931404 2 60 121 219 568
151.347 107.04976688905023 2 70 124 219 590
153.328 107.28727984248641 2 72 125 220 591
153.969 107.03454600735223 3 72 125 220 591
154.857 107.58583805966283 3 73 126 220 592
155.476 107.58535878083042 3 73 126 221 592
156.586 107.53661052869391 3 75 129 222 592
157.081 107.59608932949189 3 75 129 222 592
157.659 107.42165851912736 3 75 129 222 592
158.373 107.32757274344745 4 75 129 222 592
158.9 107.31106187155167 4 76 130 222 592
159.35 107.14698082540637 4 76 130 222 592
159.743 107.09817435885631 4 77 130 222 592
160.088 107.07122982388869 4 77 130 222 592
160.678 107.3025084329346 4 78 131 228 592
161.104 107.20262675886259 4 78 131 228 592
161.633 107.48215810542695 4 79 131 228 592
162.057 107.54693743198827 4 79 132 228 593
162.414 107.61541062505874 7 79 132 229 593
162.787 107.64546265867416 7 79 132 230 593
163.038 107.6198706373502 7 80 133 230 594
163.497 107.69405736158332 7 80 133 230 594
163.857 107.66877240407271 7 80 134 230 594
164.191 107.69754184288519 7 80 134 231 594
164.688 107.54463564492657 7 81 134 231 594
164.977 107.71032666833763 7 82 134 231 596
165.325 107.67401439065972 7 83 134 232 596
165.659 107.70423723791006 7 83 134 232 596
165.905 107.71826203109661 7 83 134 232 600
166.262 107.76059277862198 7 84 135 232 600
166.524 107.76428640324217 7 85 135 233 600
166.744 107.76010608754986 7 85 135 233 600
167.025 107.79304418653359 7 86 135 233 600
167.364 107.82601496855939 7 86 136 233 601
167.635 107.86853004931521 7 86 137 233 606
167.867 107.89409303108302 7 86 137 233 611
168.153 107.88819949836962 7 86 137 233 612
168.385 107.9376707873576 7 86 137 234 618
168.728 107.98911989640443 7 87 138 234 621
168.975 107.96639465592989 8 88 138 234 622
169.32 108.00474804377816 8 88 139 234 622
169.539 108.05670955105012 8 88 139 234 624
169.872 108.16559349441951 8 89 139 235 627
170.189 108.24247446820493 8 91 139 235 633
170.497 108.33289431654636 8 91 140 235 636
170.708 108.36054049329954 8 91 140 235 643
170.975 108.44731612631082 8 91 140 235 648
171.207 108.46647477907634 8 92 140 235 651
171.52 108.49409016163047 8 92 141 236 654
171.733 108.4911503810334 8 92 141 236 655
171.997 108.5240019120194 8 93 142 236 655
172.198 108.56553226507945 8 93 142 236 660
172.443 108.55965526382268 8 93 143 236 662
172.655 108.58094664811135 10 93 143 237 664
172.839 108.57024951154897 10 93 143 237 665
173.165 108.68596862060896 10 93 144 237 670
173.376 108.7227419816112 10 94 144 237 673
173.601 108.76781600730983 10 94 144 237 676
173.841 108.82733902379489 10 94 144 237 679
174.049 108.85848886972478 10 94 144 237 680
174.241 108.90705633245256 10 94 144 237 682
174.51 108.93569616980476 10 95 145 237 683
174.79 108.99944908117654 12 95 145 238 686
175.031 108.99989926142135 12 95 145 238 686
175.238 109.0003548434591 13 95 145 238 687
175.455 109.03304992065479 13 95 145 238 690
175.633 109.08493164044239 13 96 145 238 693
175.842 109.13673550184647 13 96 146 238 697
176.058 109.12017520147226 13 96 146 239 698
176.281 109.19581511669759 13 96 146 239 699
176.458 109.24906514931828 13 96 146 240 702
176.632 109.28106229351908 14 96 147 240 705
176.792 109.3401057983757 14 96 147 240 707
177.022 109.41899979436842 14 96 147 240 708
177.213 109.43481909794527 14 96 147 240 710
177.399 109.44817860065093 14 97 147 240 711
177.588 109.5138906988515 14 97 147 241 713
177.796 109.58806679561418 14 97 147 241 716
178.02 109.59251616784788 14 97 147 241 718
178.21 109.61487079771614 14 97 147 241 722
178.369 109.67377461818295 14 98 147 241 725
178.605 109.6900131051136 14 98 147 241 725
178.793 109.71125808685272 14 98 148 242 726
178.968 109.74252127593931 14 98 148 242 728
179.167 109.74530108847486 14 98 148 242 728
179.344 109.77853006849746 14 98 148 243 732
179.523 109.79568056622266 14 98 148 243 733
179.743 109.82156869668182 16 98 148 243 735
179.941 109.86701743016421 16 99 149 243 738
180.146 109.90572634762938 16 99 149 243 740
180.295 109.93397097803754 16 99 149 243 741
180.482 109.96818483543325 16 99 149 243 742
180.695 109.99455429701962 16 99 149 243 746
180.874 110.05282424363311 16 99 149 243 749
181.065 110.13249645313587 16 99 149 244 751
181.248 110.1708876972497 16 100 149 244 753
181.454 110.19337495512154 16 100 150 244 753
181.658 110.22241621376305 16 101 150 244 754
181.839 110.21760784466335 16 101 150 244 754
182.034 110.26082189064253 16 101 150 244 756
182.254 110.29608100018781 16 101 150 244 758
182.405 110.2963778870367 16 101 150 244 759
182.63 110.3688955276803 16 101 151 244 759
182.8 110.38312371010345 16 101 151 244 759
182.971 110.43204317135488 16 101 151 244 761
183.12 110.44972430929826 16 102 151 244 763
183.28 110.52522607984113 16 102 152 244 765
183.433 110.54673903376796 16 103 152 244 767
183.63 110.55082586756197 16 103 152 245 767
183.781 110.56423037764064 16 103 153 245 768
183.913 110.58850496774063 16 103 153 245 769
184.06 110.61302093334227 16 104 153 245 772
184.246 110.62871003496336 16 104 153 246 772
184.415 110.66124332845712 16 104 153 246 772
184.603 110.69948234296317 16 104 153 246 773
184.787 110.76411707317499 16 104 153 246 774
184.979 110.79538148767753 16 105 153 246 775
185.121 110.82525145019976 16 105 154 246 777
185.35 110.9136758925607 16 105 154 246 777
185.524 110.94176591347377 16 105 154 247 778
185.674 110.98739443738643 16 106 155 247 780
185.861 110.98560122376236 16 106 155 247 780
186.055 110.98975617145933 16 106 155 247 782
186.223 111.01623877163193 16 106 155 247 784
186.408 111.01183511680183 16 106 155 247 784
186.572 111.03135059972932 16 106 155 247 785
186.752 111.06942196662412 16 106 155 247 785
186.98 111.1492941947901 17 106 155 247 786
187.16 111.19076580364035 17 106 156 247 786
187.334 111.23728890978964 19 106 156 247 788
187.49 111.29976594764244 19 106 156 248 790
187.642 111.32814485115611 19 106 156 248 791
187.82 111.35241173858786 19 106 157 248 791
187.952 111.36818978505488 19 106 157 248 791
188.091 111.36074137235255 19 106 157 248 791
188.236 111.33733562466813 19 107 157 248 791
188.406 111.38671897492986 19 107 157 248 793
188.587 111.4207630156965 19 107 157 248 793
188.803 111.47108230837273 19 107 158 249 793
188.966 111.5061560811779 19 107 158 249 793
189.099 111.50669575859564 19 107 158 249 794
189.24 111.5503581347904 19 107 158 249 796
189.403 111.55680432407519 20 107 158 249 797
189.548 111.57936949095917 20 107 158 249 798
189.735 111.61983145928868 20 107 158 249 798
189.879 111.66394386282441 20 107 158 249 798
190.098 111.68747645103284 20 108 158 250 798
190.292 111.70010177255888 21 109 159 250 798
190.463 111.69649336930856 21 109 159 251 798
190.622 111.7278797614991 21 109 159 251 799
190.783 111.73580406924188 21 109 159 251 800
190.937 111.78902911735129 21 109 159 251 801
191.111 111.7984287859181 21 110 160 251 801
191.271 111.82394895101851 21 110 160 252 802
191.443 111.85034086224321 21 110 160 252 802
191.608 111.91126098833846 21 110 160 252 803
191.761 111.95794692204741 21 110 160 252 804
191.902 111.99351943751029 21 110 160 253 804
192.073 111.99665919570995 21 111 160 253 804
192.211 112.02421380665886 21 111 160 253 805
192.334 112.02654347965931 21 111 161 253 805
192.486 112.06639016226048 21 111 161 253 808
192.602 112.07689144511453 21 111 161 253 808
192.788 112.11619444130272 21 111 161 253 809
192.962 112.13894308401518 21 111 161 253 809
193.123 112.15572152592127 21 112 162 253 809
193.235 112.15761131104748 21 112 162 253 809
193.359 112.18122890662235 21 112 162 253 809
193.491 112.17472941353589 21 112 162 253 810
193.653 112.20349634035463 21 112 162 253 811
193.794 112.19739553126888 21 112 162 253 811
193.945 112.21635342052423 21 113 163 253 811
194.107 112.24509588841738 21 113 163 254 811
194.29 112.28754116107446 21 113 163 254 812
194.428 112.32250360457608 21 113 163 254 813
194.56 112.34127647485577 21 113 163 254 813
194.711 112.39244404763161 22 113 163 255 813
194.875 112.40136731819591 22 114 163 256 813
194.998 112.43422075151318 22 114 163 256 815
195.159 112.49940319397253 22 114 163 256 817
195.362 112.52823181761985 22 114 164 256 817
195.535 112.5459673866639 22 114 164 257 817
195.708 112.5753824599321 22 114 164 257 818
195.864 112.59623219273374 22 114 164 257 818
195.981 112.59382149567534 23 114 164 257 818
196.149 112.65194538488898 23 115 165 258 818
196.29 112.62053054394651 23 115 165 258 818
196.421 112.61558399706497 23 115 165 258 818
196.568 112.63358014375642 23 115 165 258 818
196.736 112.66947370073228 23 115 165 258 818
196.878 112.6952843556464 23 115 165 258 818
197.015 112.74897238999566 23 115 166 258 818
197.203 112.77495196629437 23 116 166 258 820
197.36 112.86196170543917 23 116 166 258 820
197.503 112.85716632540439 23 116 166 258 820
197.659 112.88610507498255 23 116 166 258 822
197.8 112.89942426779685 23 116 167 258 822
197.949 112.90892966900364 23 116 167 259 822
198.094 112.93395044892388 23 116 167 259 823
