sc	rl	cl	kl	rh	ch	kh
2189	47.12	195.66	47.12	12	6	2
2190	45.24	223.84	472.38	11	5	13
2191	53.07	232.95	53.07	10	7	2
2192	7.15	251.55	140.95	4	6	4
2193	72.44	210.64	189.74	19	7	6
2194	17.7	233.2	218.32	9	6	6
2195	31.8	304.8	209.68	13	7	5
2196	29.31	218.23	104.21	7	6	3
2197	42.39	247.63	236.59	9	6	7
2198	45.32	196.08	123.38	18	5	3
2199	63.08	287.0	116.22	15	6	4
2200	21.47	188.39	34.47	8	6	3
2201	56.28	329.8	233.68	14	7	6
2202	24.73	176.85	135.09	9	5	4
2203	70.37	227.45	224.21	13	5	6
2204	48.46	336.92	406.8	12	8	10
2205	79.17	260.23	126.01	18	8	4
2206	23.52	234.02	188.82	8	6	6
2207	31.75	100.57	67.85	12	4	3
2208	17.95	268.15	337.13	8	6	9
2209	26.02	290.28	201.68	11	10	7
2210	32.96	148.5	179.44	10	4	6
2211	9.49	171.83	140.71	5	5	5
2212	74.51	231.55	215.65	18	8	6
2213	67.75	235.55	212.15	15	6	6
2214	40.66	344.42	110.44	12	8	3
2215	33.13	254.63	33.13	8	7	2
2216	26.56	206.34	160.42	8	6	4
2217	59.16	246.36	74.96	12	7	4
2218	54.22	217.72	63.72	16	6	3
2219	46.98	267.92	335.7	11	8	9
2220	48.64	245.0	65.24	10	6	3
2221	31.92	305.72	93.64	10	8	4
2222	75.4	126.84	377.58	18	4	13
2223	26.9	213.22	115.14	9	7	4
2224	46.66	382.24	59.54	11	8	3
2225	73.82	323.32	73.82	17	7	2
2226	22.05	304.35	120.13	10	7	5
2227	61.53	181.11	345.89	12	5	7
2228	44.2	195.06	380.28	8	7	9
2229	59.97	193.63	257.01	16	6	6
2230	28.28	145.34	31.4	11	4	3
2231	52.33	219.23	52.33	11	5	2
2232	56.7	256.4	380.88	11	6	9
2233	51.27	215.03	51.27	15	7	2
2234	77.11	158.69	100.65	16	4	3
2235	35.76	230.18	35.76	9	5	2
2236	38.21	90.05	112.09	10	5	3
2237	56.41	100.53	56.41	10	5	2
2238	40.55	97.67	170.49	8	5	4
2239	9.88	251.64	63.66	8	8	4
2240	32.77	130.23	119.99	7	5	4
2241	32.0	307.48	68.66	9	8	3
2242	64.04	223.82	137.72	11	6	4
2243	43.38	169.98	72.46	11	6	4
2244	52.97	179.33	119.33	12	6	4
2245	71.71	244.01	374.23	16	6	11
2246	26.83	196.83	517.25	11	5	13
2247	56.52	364.98	109.66	17	7	4
2248	66.37	208.53	251.97	14	7	7
2249	61.85	178.85	61.85	14	5	2
2250	35.74	372.04	54.82	10	8	3
2251	28.03	327.95	573.21	13	8	15
2252	58.88	151.6	250.02	14	5	10
2253	64.97	288.01	392.03	13	6	10
2254	45.08	102.68	210.82	10	4	5
2255	66.38	84.56	270.8	16	4	7
2256	37.5	367.86	234.08	10	9	6
2257	20.79	227.57	162.99	12	7	5
2258	26.72	239.14	463.58	10	7	10
2259	68.48	104.48	68.48	15	3	2
2260	63.8	324.8	68.5	14	7	4
2261	60.67	339.87	201.13	13	8	6
2262	35.87	246.31	124.51	9	7	4
2263	31.27	141.19	519.21	12	6	13
2264	60.33	291.53	71.51	11	7	3
2265	17.68	279.72	123.66	7	6	3
2266	71.69	267.93	158.67	17	7	4
2267	13.1	65.58	115.98	7	4	5
2268	53.38	211.14	81.38	11	5	3
2269	36.01	222.23	118.25	8	6	4
2270	34.1	307.42	98.84	9	8	3
2271	55.26	201.38	100.48	10	7	4
2272	69.38	243.32	69.38	16	6	2
2273	53.32	273.08	207.26	14	7	6
2274	51.7	160.8	51.7	15	5	2
2275	25.64	245.74	25.64	9	6	2
2276	63.47	263.33	584.93	14	6	14
2277	63.45	265.23	63.45	17	7	2
2278	66.61	275.29	206.03	15	7	5
2279	68.56	128.58	68.56	19	3	2
2280	37.05	244.43	37.05	9	7	2
2281	57.56	177.52	73.4	13	4	3
2282	26.25	338.61	48.83	11	7	3
2283	66.06	195.58	402.66	12	5	9
2284	21.22	50.08	286.42	11	3	10
2285	49.36	282.06	111.48	10	7	3
2286	44.62	393.3	287.72	15	9	8
2287	60.61	276.39	60.61	13	7	2
2288	12.96	179.44	86.22	7	6	3
2289	43.0	119.5	452.36	12	6	11
2290	50.19	195.07	111.71	13	4	3
2291	59.05	224.51	59.05	13	7	2
2292	27.07	305.75	104.15	12	7	3
2293	74.63	168.75	134.87	17	5	4
2294	41.7	135.72	108.76	11	4	3
2295	70.56	241.98	306.28	14	6	9
2296	16.79	145.97	337.01	8	5	9
2297	61.9	214.24	61.9	11	5	2
2298	12.05	133.31	13.75	9	7	3
2299	52.13	227.87	200.45	13	6	5
2300	56.4	267.5	58.08	13	6	3
2301	43.3	239.68	181.16	14	6	5
2302	43.77	291.71	43.77	7	8	2
2303	20.1	137.38	141.34	7	5	4
2304	33.97	211.63	158.11	15	5	4
2305	69.27	141.95	69.27	15	5	2
2306	69.36	192.38	210.46	14	5	4
2307	40.89	199.93	115.79	10	6	3
2308	52.23	140.89	52.23	9	6	2
2309	50.9	98.9	500.74	13	4	12
2310	56.27	182.43	288.69	11	6	8
2311	64.46	91.1	333.8	11	4	10
2312	84.71	293.61	257.37	17	8	6
2313	47.97	175.47	447.67	11	6	16
2314	32.62	204.92	32.62	13	5	2
2315	65.42	282.72	94.84	14	6	4
2316	51.49	112.97	95.71	12	5	4
2317	46.89	177.49	209.27	11	6	6
2318	26.78	260.58	154.9	11	6	4
2319	43.41	227.27	233.57	7	6	8
2320	42.88	258.38	140.74	13	6	5
2321	43.34	445.88	43.34	12	9	2
2322	44.23	243.69	426.41	11	6	13
2323	59.55	206.79	105.25	14	6	4
2324	39.37	185.67	113.25	10	7	3
2325	48.49	275.13	50.35	12	7	3
2326	9.62	128.46	503.44	9	4	11
2327	79.79	268.31	262.11	23	6	5
2328	61.47	176.13	61.47	13	5	2
2329	43.15	192.13	61.07	15	5	3
2330	4.58	228.16	514.22	6	5	14
2331	61.74	242.94	78.52	13	5	3
2332	53.95	257.95	198.19	13	7	5
2333	58.27	137.81	134.15	13	5	4
2334	27.27	146.29	421.51	8	5	12
2335	47.23	106.87	67.89	10	4	3
2336	24.74	231.26	163.68	8	6	4
2337	36.24	294.4	36.24	8	7	2
2338	20.44	375.88	261.54	9	10	6
2339	6.21	354.29	372.29	8	7	9
2340	33.62	211.14	89.88	10	6	3
2341	39.49	253.05	58.57	12	6	3
2342	37.91	414.79	37.91	9	8	2
2343	24.78	240.54	162.96	10	7	5
2344	26.47	197.37	208.61	8	5	5
2345	57.03	316.33	57.03	15	7	2
2346	51.45	238.41	137.95	11	8	4
2347	34.72	178.5	88.1	10	7	5
2348	45.75	97.29	64.51	13	4	3
2349	43.58	309.16	202.9	13	8	5
2350	63.06	185.98	228.84	13	8	8
2351	27.99	261.55	137.47	9	6	5
2352	52.39	165.09	52.39	15	6	2
2353	21.35	21.35	21.35	9	2	2
2354	56.68	158.24	56.68	16	4	2
2355	69.31	212.05	88.39	17	5	3
2356	28.55	193.07	169.03	12	6	5
2357	63.18	365.4	126.34	13	9	4
2358	66.74	108.08	114.6	15	4	3
2359	36.73	187.51	76.23	15	6	3
2360	25.23	228.37	324.67	11	5	8
2361	46.35	219.55	191.51	11	6	6
2362	27.76	362.12	27.76	11	9	2
2363	23.6	235.78	543.0	13	6	13
2364	6.04	192.5	394.18	6	5	10
2365	66.26	226.5	190.54	15	5	5
2366	52.77	247.17	52.77	11	7	2
2367	32.49	52.11	189.15	9	4	6
2368	46.29	278.43	535.29	13	6	13
2369	68.93	202.51	408.79	17	6	10
2370	47.68	133.08	47.68	11	7	2
2371	34.71	191.59	176.63	13	6	5
2372	40.22	369.88	118.4	10	9	3
2373	13.17	276.69	203.49	6	6	6
2374	41.93	319.19	445.03	11	8	11
2375	24.85	198.53	315.99	12	7	9
2376	65.76	192.76	65.76	15	6	2
2377	34.85	280.09	158.53	8	7	5
2378	46.59	275.91	46.59	14	8	2
2379	68.02	232.78	171.42	16	7	4
2380	15.85	307.77	106.71	9	7	4
2381	63.1	295.12	142.62	14	6	4
2382	28.53	251.39	208.61	11	6	5
2383	60.74	156.3	130.76	14	6	4
2384	7.47	147.01	186.37	6	6	5
2385	60.38	96.48	60.38	14	4	2
2386	16.85	113.51	117.83	8	4	5
2387	29.45	327.85	102.87	9	8	3
2388	67.49	235.09	222.11	15	7	4
2389	53.64	329.74	169.42	10	8	6
2390	74.1	230.72	258.24	15	5	5
2391	33.33	233.59	167.19	13	7	4
2392	19.85	239.43	345.93	12	7	8
2393	44.09	261.27	106.71	10	7	3
2394	50.0	209.12	117.62	14	6	3
2395	45.97	258.69	45.97	12	7	2
2396	38.11	200.73	156.51	11	6	5
2397	39.46	243.78	64.48	7	7	3
2398	51.64	64.14	301.68	12	4	8
2399	56.46	217.58	80.3	10	6	3
2400	19.63	314.43	24.69	11	6	3
2401	54.15	199.07	359.67	18	5	12
2402	54.06	404.4	78.3	15	9	3
2403	78.23	149.55	667.45	16	5	15
2404	49.02	121.52	282.38	10	5	9
2405	19.64	95.0	22.76	7	4	3
2406	44.67	129.73	119.41	11	4	3
2407	57.57	161.47	119.59	12	5	4
2408	41.19	104.61	41.19	10	4	2
2409	54.89	207.27	576.33	11	6	13
2410	43.79	168.79	43.79	12	4	2
2411	47.77	271.71	120.39	13	7	5
2412	34.32	226.58	126.3	14	5	4
2413	29.41	249.85	133.57	9	6	4
2414	26.79	105.41	163.67	10	4	5
2415	57.19	286.73	171.67	13	7	4
2416	21.02	144.74	114.9	7	5	4
2417	62.78	244.82	74.3	17	8	3
2418	16.18	264.38	16.18	10	7	2
2419	32.77	250.51	243.75	12	6	8
2420	35.04	188.98	146.84	11	7	4
2421	9.95	290.93	220.97	6	7	6
2422	41.05	99.51	335.11	8	3	9
2423	66.93	320.47	66.93	13	8	2
2424	33.65	152.05	33.65	9	6	2
2425	34.18	109.44	255.36	10	5	6
2426	53.69	168.79	61.33	12	4	3
2427	63.41	192.13	580.05	15	5	15
2428	66.14	225.1	97.18	13	6	4
2429	54.33	192.29	63.71	12	5	3
2430	39.68	146.84	80.84	10	4	4
2431	51.88	321.66	357.58	14	7	9
2432	18.08	300.08	18.08	11	8	2
2433	7.88	257.96	7.88	7	7	2
2434	27.64	196.44	150.6	12	7	4
2435	64.8	245.16	93.8	15	6	4
2436	49.04	172.46	204.06	9	4	4
2437	22.46	258.56	153.46	11	6	4
2438	56.11	266.15	184.67	13	6	4
2439	35.47	125.53	138.71	13	5	5
2440	66.76	464.54	66.76	14	10	2
2441	19.37	235.87	94.33	8	6	4
2442	47.93	180.37	75.31	13	5	3
2443	69.9	114.68	873.24	18	4	24
2444	59.25	185.69	221.23	15	5	5
2445	79.94	185.7	188.08	18	5	5
2446	24.21	289.75	363.85	9	8	10
2447	68.73	94.19	118.47	15	4	3
2448	32.58	35.1	59.88	7	3	3
2449	31.43	244.97	120.89	7	7	6
2450	16.65	97.65	43.25	10	4	3
2451	45.02	192.16	255.76	11	5	7
2452	48.62	245.84	48.62	10	6	2
2453	49.61	122.53	93.73	11	4	4
2454	27.07	265.45	82.93	8	7	3
2455	11.72	127.7	99.64	9	4	3
2456	35.86	151.52	263.5	11	5	8
2457	36.77	193.09	236.59	13	7	7
2458	62.26	191.38	65.38	11	5	3
2459	68.54	290.34	68.54	14	6	2
2460	51.65	205.77	158.47	11	6	5
2461	61.2	205.16	61.2	14	6	2
2462	3.8	189.94	98.4	4	5	5
2463	44.03	265.31	225.01	10	6	7
2464	66.1	326.98	173.36	14	8	5
2465	59.17	174.69	194.21	14	6	5
2466	22.29	229.33	140.37	13	5	5
2467	13.89	219.25	105.87	11	5	3
2468	40.93	222.65	189.39	9	6	5
2469	39.86	287.86	111.2	9	8	3
2470	57.62	205.8	381.3	11	5	10
2471	62.32	282.54	62.32	14	6	2
2472	14.96	249.94	55.66	6	8	3
2473	50.83	226.43	101.51	13	7	5
2474	28.77	373.01	100.17	9	8	3
2475	15.91	269.03	75.35	9	7	3
2476	23.33	263.07	23.33	8	7	2
2477	20.32	286.4	344.54	10	7	10
2478	59.86	262.86	135.48	14	7	4
2479	51.26	169.74	508.12	12	6	10
2480	70.39	334.13	194.95	15	8	4
2481	45.05	136.89	167.87	14	7	6
2482	22.62	414.78	43.74	8	8	3
2483	49.56	169.14	144.76	10	4	5
2484	51.51	206.91	67.85	15	7	4
2485	44.71	122.77	89.81	10	6	3
2486	43.75	229.29	163.85	11	6	4
2487	45.96	190.96	159.44	11	6	5
2488	47.58	249.18	342.92	12	6	11
2489	23.43	248.17	23.43	11	7	2
2490	40.59	256.07	174.75	16	6	5
2491	61.27	269.69	178.83	14	7	4
2492	75.82	304.16	75.82	21	7	2
2493	35.96	167.08	128.98	11	6	4
2494	40.55	217.53	40.55	13	6	2
2495	42.61	156.05	110.47	10	5	3
2496	47.34	140.64	47.34	8	5	2
2497	19.71	214.17	391.57	7	7	10
2498	42.23	207.51	503.07	10	7	12
2499	35.11	300.57	210.75	9	7	7
2500	14.97	182.33	74.41	8	6	3
2501	32.66	274.88	45.68	8	8	3
2502	58.6	280.12	337.38	15	6	8
2503	33.33	388.81	213.19	14	8	7
2504	55.5	141.44	55.5	13	4	2
2505	22.98	75.3	36.46	8	3	3
2506	17.17	319.03	127.53	8	8	5
2507	10.08	197.54	133.5	9	6	3
2508	42.53	258.83	42.53	13	6	2
2509	25.89	123.81	167.57	11	4	6
2510	41.21	315.41	41.21	13	7	2
2511	27.37	273.25	143.99	10	7	4
2512	28.33	94.41	152.13	9	4	4
2513	60.07	199.41	189.99	15	5	5
2514	55.23	206.41	80.61	12	5	3
2515	58.44	233.56	91.88	13	7	3
2516	51.07	158.17	94.07	10	5	3
2517	53.51	215.53	273.05	13	6	8
2518	58.52	124.18	380.84	12	4	9
2519	43.8	200.68	56.8	7	7	3
2520	69.68	278.38	69.68	15	6	2
2521	62.36	109.06	87.22	15	6	3
2522	31.62	105.76	323.92	7	5	7
2523	16.03	286.37	223.07	10	8	6
2524	35.69	288.31	740.49	10	6	18
2525	31.48	239.06	152.78	10	6	6
2526	28.7	207.92	112.58	14	6	3
2527	7.91	199.95	121.47	5	6	3
2528	57.78	107.24	257.98	10	5	9
2529	58.01	143.57	98.19	14	5	3
2530	65.38	213.3	84.46	14	6	3
2531	65.07	95.97	285.55	13	6	8
2532	54.76	198.76	169.0	10	5	4
2533	37.94	323.94	50.94	8	8	3
2534	38.8	101.6	38.8	10	4	2
2535	0.65	260.35	210.37	4	5	5
2536	53.51	243.57	53.51	12	6	2
2537	41.44	210.12	41.44	9	7	2
2538	46.83	173.81	46.83	11	6	2
2539	38.65	172.67	144.25	14	7	5
2540	32.61	102.33	56.11	10	4	3
2541	26.08	296.82	100.32	7	9	3
2542	50.95	127.15	50.95	15	3	2
2543	29.12	204.24	29.12	7	7	2
2544	64.17	211.49	87.67	19	5	3
2545	39.19	203.77	114.25	10	5	5
2546	62.82	209.82	469.2	14	5	12
2547	15.52	101.18	410.48	7	5	14
2548	43.03	199.63	113.35	8	6	5
2549	66.43	203.63	69.55	13	5	3
2550	45.18	152.66	327.02	9	5	10
2551	57.21	74.41	408.35	13	3	10
2552	40.46	236.28	167.38	10	6	4
2553	50.79	313.29	69.55	9	7	3
2554	67.15	334.67	115.21	16	7	4
2555	47.94	194.36	323.72	9	6	10
2556	72.18	304.08	531.26	16	8	13
2557	22.53	124.33	158.59	9	6	4
2558	56.03	273.77	56.03	13	6	2
2559	55.16	251.24	120.6	14	8	4
2560	38.48	160.48	147.08	16	7	5
2561	36.01	243.35	153.61	14	7	4
2562	35.75	187.03	35.75	9	5	2
2563	34.24	288.46	398.8	9	7	13
2564	34.46	227.56	213.44	16	5	5
2565	65.41	280.35	270.15	14	8	5
2566	32.38	145.2	194.88	13	6	5
2567	14.24	267.06	218.76	5	8	6
2568	22.03	375.01	22.03	4	9	2
2569	36.12	198.92	192.88	15	6	5
2570	40.31	212.89	458.33	11	5	13
2571	17.97	209.83	17.97	7	6	2
2572	53.24	331.6	425.52	11	8	13
2573	40.76	165.98	65.74	9	5	3
2574	64.79	224.01	100.69	14	5	4
2575	41.02	93.22	41.02	10	3	2
2576	52.18	168.2	134.3	14	5	4
2577	36.74	185.72	53.28	10	6	4
2578	50.97	288.97	424.57	11	9	11
2579	15.68	237.42	44.74	6	7	3
2580	63.11	129.19	90.37	14	4	3
2581	19.28	248.06	133.18	13	9	5
2582	5.64	162.26	97.76	7	5	3
2583	21.6	202.06	98.24	11	6	3
2584	17.34	169.82	234.1	10	4	7
2585	36.28	214.7	174.4	7	8	4
2586	32.66	109.32	247.14	13	4	8
2587	11.01	177.59	76.19	3	6	3
2588	11.28	67.84	147.9	6	3	7
2589	39.33	147.15	64.35	9	5	3
2590	76.65	149.23	522.15	15	4	13
2591	54.65	343.57	54.65	11	8	2
2592	27.81	106.33	27.81	9	4	2
2593	32.74	231.32	104.92	11	7	3
2594	34.64	110.76	124.0	9	4	4
2595	25.28	114.68	43.04	5	4	3
2596	66.35	248.35	146.41	12	8	4
2597	66.46	321.04	165.38	15	6	5
2598	7.72	162.4	344.16	7	6	8
2599	30.96	130.42	69.38	10	5	3
2600	45.24	228.02	45.24	8	5	2
2601	7.49	110.59	34.91	9	4	3
2602	8.47	22.47	147.51	3	3	6
2603	21.95	142.05	107.47	6	6	4
2604	55.11	125.13	98.55	14	3	5
2605	22.59	239.75	138.07	8	7	5
2606	64.91	414.59	77.03	15	8	3
2607	18.07	225.73	311.31	10	6	8
2608	76.66	179.68	252.34	17	6	7
2609	40.52	148.9	410.22	11	4	12
2610	23.63	156.03	227.21	7	5	7
2611	51.94	87.46	186.5	8	3	4
2612	48.78	204.22	415.32	10	6	10
2613	60.65	248.23	362.31	14	8	8
2614	49.97	186.55	87.65	16	5	3
2615	25.03	325.29	202.35	11	7	5
2616	53.63	237.91	431.17	13	6	9
2617	22.63	218.09	243.65	8	7	5
2618	49.16	200.78	49.16	14	7	2
2619	38.54	218.08	839.06	12	6	18
2620	64.25	262.19	156.95	14	7	6
2621	43.74	81.84	43.74	13	3	2
2622	11.55	245.23	11.55	8	7	2
2623	50.9	189.1	295.6	12	5	8
2624	34.91	303.81	192.95	7	7	6
2625	48.23	55.23	139.79	14	4	5
2626	42.49	280.99	61.71	13	6	3
2627	26.22	272.54	385.88	12	7	11
2628	42.13	162.75	228.09	12	4	5
2629	15.77	154.97	45.43	7	6	3
2630	34.9	128.3	47.42	12	5	3
2631	29.27	29.27	85.67	9	2	3
2632	37.65	319.03	37.65	11	7	2
2633	41.14	120.54	119.84	10	5	4
2634	50.89	246.59	131.71	16	6	6
2635	5.52	418.3	285.9	5	10	8
2636	33.14	294.06	33.14	11	7	2
2637	40.97	166.93	64.51	11	6	3
2638	52.18	291.4	161.96	11	8	4
2639	18.01	229.59	120.27	8	6	4
2640	13.98	275.24	95.5	11	8	5
2641	6.04	247.98	6.04	6	6	2
2642	46.48	175.34	198.0	10	5	6
2643	41.08	307.32	255.96	13	7	7
2644	34.63	210.41	258.71	12	6	7
2645	47.91	246.27	335.79	9	7	7
2646	38.73	179.09	119.17	10	5	4
2647	61.13	324.83	117.35	15	6	4
2648	25.23	288.15	190.47	11	8	5
2649	40.45	300.35	102.69	9	8	5
2650	63.05	85.21	301.63	12	3	6
2651	48.1	64.58	541.62	10	4	12
2652	18.73	178.97	18.73	9	5	2
2653	51.58	259.94	141.48	12	6	5
2654	37.3	123.74	174.18	8	5	5
2655	63.05	311.17	128.73	13	7	5
2656	47.75	219.65	95.69	12	6	4
2657	57.53	270.91	150.21	14	7	4
2658	45.7	331.14	198.08	9	8	5
2659	39.35	397.37	224.91	11	8	7
2660	31.0	69.8	65.96	8	5	4
2661	56.18	380.28	96.84	13	8	3
2662	63.74	63.74	265.76	14	2	6
2663	35.63	279.79	89.15	11	8	4
2664	6.49	158.93	105.95	5	6	3
2665	38.06	192.36	109.44	9	6	4
2666	11.23	160.75	24.43	6	5	3
2667	57.38	178.76	90.82	13	5	3
2668	42.92	159.54	199.92	11	5	6
2669	33.39	307.93	646.47	11	7	17
2670	41.99	177.67	281.45	13	5	7
2671	64.65	101.91	64.65	14	4	2
2672	19.03	167.01	117.63	9	6	3
2673	62.13	343.91	71.27	13	8	3
2674	77.06	98.38	96.14	16	3	3
2675	38.42	218.7	293.5	9	5	7
2676	59.57	85.23	211.95	15	5	5
2677	30.66	257.02	129.3	11	7	3
2678	29.48	274.4	157.02	10	6	7
2679	11.0	90.28	243.06	9	4	7
2680	60.79	235.91	83.37	12	6	3
2681	58.32	189.6	73.28	14	5	4
2682	38.33	170.01	195.51	10	6	6
2683	52.44	191.48	144.24	15	5	4
2684	2.96	221.66	394.66	6	6	9
2685	13.39	56.81	297.55	8	5	10
2686	13.45	211.27	522.65	8	6	13
2687	59.54	334.78	282.84	14	7	6
2688	44.97	244.39	317.93	12	7	8
2689	28.69	269.29	793.27	14	7	19
2690	63.78	139.88	480.34	13	5	12
2691	51.43	128.25	67.39	9	5	3
2692	30.09	49.17	30.09	11	3	2
2693	27.48	74.06	145.22	6	3	5
2694	48.1	157.48	115.62	12	5	3
2695	10.83	145.87	130.45	6	5	3
2696	39.47	311.87	39.47	16	8	2
2697	45.49	202.87	45.49	14	6	2
2698	33.51	276.01	109.61	9	7	4
2699	37.16	169.26	81.28	8	4	4
2700	25.55	262.89	159.05	8	6	4
2701	61.16	260.72	162.26	13	5	5
2702	63.84	239.48	149.78	16	6	5
2703	50.08	172.62	201.72	10	5	6
2704	48.66	245.2	157.92	10	9	4
2705	59.09	119.45	59.09	13	3	2
2706	72.47	245.97	237.69	16	6	5
2707	22.53	190.67	610.07	10	5	14
2708	27.96	136.94	73.32	6	6	3
2709	41.87	92.69	274.05	10	5	8
2710	69.39	328.45	158.93	15	6	5
2711	35.27	312.31	52.75	8	7	3
2712	23.66	280.36	231.28	9	7	5
2713	56.21	133.17	116.21	13	4	4
2714	57.47	133.93	448.83	14	4	12
2715	63.87	284.15	162.37	14	8	4
2716	53.93	292.63	236.59	15	6	6
2717	50.79	50.79	50.79	10	2	2
2718	40.78	167.36	106.84	13	4	3
2719	62.48	218.18	198.48	14	5	8
2720	34.08	237.34	67.12	13	6	3
2721	28.11	155.09	804.29	9	5	18
2722	43.93	299.57	129.73	14	8	4
2723	38.09	217.63	38.09	10	5	2
2724	77.09	256.67	299.75	17	8	8
2725	22.35	214.47	133.25	7	7	4
2726	67.03	203.57	74.85	14	5	3
2727	44.69	401.07	100.77	11	8	3
2728	63.23	350.47	99.83	15	7	3
2729	52.13	129.39	289.31	12	4	9
2730	49.61	253.61	49.61	11	8	2
2731	29.91	138.03	176.31	11	6	6
2732	52.78	297.36	98.54	13	9	4
2733	46.18	218.88	107.62	8	8	4
2734	39.91	248.27	186.27	10	5	6
2735	31.52	129.52	47.36	8	4	3
2736	52.96	105.14	134.98	8	4	4
2737	53.31	342.37	227.85	14	9	7
2738	66.6	171.9	630.08	13	6	14
2739	55.13	109.03	162.99	11	4	6
2740	63.64	150.22	66.76	16	4	3
2741	55.42	127.72	156.18	12	4	5
2742	45.17	201.39	45.17	13	6	2
2743	43.99	114.97	43.99	11	4	2
2744	41.52	265.58	326.32	12	7	9
2745	81.61	278.01	200.81	20	6	4
2746	59.26	243.78	84.34	14	5	3
2747	34.21	227.51	444.99	10	6	12
2748	55.27	176.51	117.87	13	6	4
2749	61.71	253.61	157.25	16	7	4
2750	54.7	92.7	55.48	8	4	3
2751	32.32	269.4	338.0	9	7	11
2752	30.84	245.36	104.22	10	6	4
2753	51.68	153.5	51.68	11	5	2
2754	55.64	187.0	110.7	12	5	4
2755	51.31	208.37	81.61	13	6	3
2756	41.21	159.49	169.35	10	6	6
2757	67.61	351.13	185.13	15	8	6
2758	58.53	355.75	359.87	13	8	9
2759	61.98	160.06	213.32	18	5	5
2760	30.47	144.75	388.79	10	5	10
2761	42.73	144.65	105.69	7	4	4
2762	16.29	220.59	16.29	7	7	2
2763	54.43	314.91	54.43	11	7	2
2764	73.45	240.33	73.45	14	5	2
2765	75.13	374.23	134.71	16	9	4
2766	71.55	197.49	79.79	16	5	3
2767	40.52	272.76	101.36	8	7	3
2768	62.03	273.71	112.63	13	7	4
2769	48.37	208.03	215.29	14	6	6
2770	61.26	119.66	61.26	14	3	2
2771	16.02	342.92	21.7	7	8	3
2772	24.19	310.09	24.19	13	9	2
2773	42.42	237.86	190.52	12	6	4
2774	73.2	172.42	424.04	19	4	9
2775	61.04	271.5	77.96	16	6	3
2776	55.83	217.89	281.27	12	7	7
2777	19.28	141.88	255.7	7	4	7
2778	29.59	152.89	171.41	10	4	5
2779	71.87	355.01	245.97	16	8	8
2780	21.35	106.99	101.07	7	4	4
2781	52.09	145.45	512.27	10	6	12
2782	14.19	185.87	375.33	7	5	10
2783	22.1	302.84	109.1	7	8	4
2784	58.01	241.27	523.21	18	6	16
2785	55.78	77.88	55.78	12	3	2
2786	46.08	107.02	79.3	9	4	3
2787	28.2	263.36	312.88	11	8	7
2788	60.53	203.55	65.83	16	6	3
2789	52.96	301.06	201.82	12	6	6
2790	24.47	232.05	95.25	11	6	3
2791	63.12	109.0	63.12	15	3	2
2792	15.16	271.26	233.34	7	7	8
2793	52.93	95.09	52.93	12	3	2
2794	30.72	71.82	189.7	6	4	5
2795	36.31	179.41	217.81	9	6	6
2796	48.69	103.39	153.29	13	3	5
2797	60.82	216.76	445.18	12	6	10
2798	40.12	128.86	141.12	9	4	5
2799	53.54	286.8	188.76	19	7	5
2800	28.09	305.97	75.39	12	9	3
2801	58.93	246.45	257.25	13	7	9
2802	28.89	229.01	203.69	11	8	5
2803	66.37	266.99	222.35	14	6	7
2804	33.92	156.36	122.24	10	6	4
2805	50.02	222.92	831.12	11	7	23
2806	3.35	154.17	138.01	4	5	4
2807	32.26	147.96	310.9	13	4	7
2808	65.07	253.57	726.99	19	6	16
2809	48.54	163.52	48.54	10	7	2
2810	34.69	118.45	688.97	10	4	18
2811	33.2	187.26	151.06	10	6	4
2812	60.93	263.83	108.45	13	7	4
2813	54.19	166.89	119.83	9	4	3
2814	30.91	240.13	172.57	12	7	6
2815	60.28	305.18	188.18	13	8	6
2816	25.25	64.91	124.07	9	4	3
2817	37.61	156.07	37.61	8	6	2
2818	23.36	378.98	137.06	8	8	5
2819	32.62	32.62	339.36	7	2	10
2820	47.7	183.74	296.04	12	5	10
2821	42.97	176.73	463.31	13	5	12
2822	53.32	290.58	81.34	12	8	3
2823	49.87	205.47	151.81	9	6	4
2824	51.72	158.2	85.16	14	5	3
2825	49.8	151.54	174.02	10	5	6
2826	21.17	133.31	91.21	7	6	3
2827	3.84	220.1	184.04	3	6	5
2828	45.35	244.11	63.93	8	8	3
2829	35.69	170.37	125.03	10	5	5
2830	25.54	231.08	105.38	9	6	3
2831	32.24	111.28	32.24	8	5	2
2832	58.43	120.77	71.43	11	4	3
2833	60.26	154.84	115.88	18	4	3
2834	46.17	167.47	53.69	9	5	3
2835	48.84	101.5	147.58	11	4	5
2836	34.93	138.43	34.93	13	6	2
2837	22.22	183.92	71.36	8	6	3
2838	34.66	234.44	202.6	7	6	5
2839	20.72	161.84	162.34	6	6	5
2840	40.78	77.52	64.28	12	3	3
2841	43.46	258.46	107.66	10	6	3
2842	52.46	210.58	373.72	10	7	10
2843	58.56	208.84	182.04	13	5	4
2844	28.75	234.69	404.67	12	6	10
2845	45.41	131.51	128.73	9	5	5
2846	12.47	401.83	12.47	11	9	2
2847	21.06	224.88	440.46	9	7	12
2848	24.5	327.38	133.12	9	8	4
2849	54.0	159.0	127.46	15	5	3
2850	47.63	353.13	240.37	9	7	6
2851	54.56	231.88	54.56	9	6	2
2852	27.16	168.54	104.24	11	6	3
2853	37.33	337.73	245.59	13	9	6
