sc	rl	cl	kl	rh	ch	kh
5115	47.13	191.83	200.67	11	6	4
5116	71.49	211.95	132.07	16	5	5
5117	54.05	99.37	71.05	13	4	3
5118	46.77	279.27	74.29	16	7	3
5119	65.09	291.51	551.71	12	8	17
5120	70.13	174.73	70.13	16	6	2
5121	50.76	176.12	135.2	14	5	4
5122	32.06	253.1	32.06	10	7	2
5123	32.49	391.21	404.71	15	9	9
5124	58.74	108.6	63.0	13	5	3
5125	20.21	151.91	116.79	13	5	4
5126	40.89	89.93	113.49	13	4	4
5127	71.39	270.17	71.39	15	7	2
5128	55.8	115.56	83.4	11	4	3
5129	37.52	111.44	95.98	12	5	3
5130	29.13	178.15	148.91	13	4	3
5131	56.89	366.97	166.81	13	8	7
5132	46.94	129.46	334.38	11	4	8
5133	41.13	169.21	121.31	12	6	4
5134	48.53	245.53	52.65	13	5	3
5135	67.35	189.69	86.61	16	4	3
5136	19.96	185.6	19.96	7	7	2
5137	52.8	211.38	167.22	13	5	6
5138	59.1	361.88	82.08	15	9	3
5139	32.34	180.62	631.5	10	5	17
5140	33.41	92.81	33.41	9	5	2
5141	27.4	238.08	254.48	8	6	6
5142	48.39	113.17	116.55	10	3	3
5143	39.22	193.9	577.6	10	7	16
5144	52.75	271.05	109.21	14	7	3
5145	55.67	182.41	55.67	10	6	2
5146	38.39	119.47	147.53	12	5	5
5147	61.83	173.75	319.23	14	5	8
5148	28.86	98.86	82.22	9	3	3
5149	9.34	216.14	130.34	8	6	4
5150	56.92	334.08	56.92	12	8	2
5151	72.78	372.06	132.82	14	8	4
5152	52.34	159.02	52.34	13	5	2
5153	17.24	231.94	298.22	10	6	8
5154	37.76	133.76	37.76	12	4	2
5155	38.99	141.07	317.19	10	5	10
5156	7.01	251.61	169.99	4	7	7
5157	40.84	275.88	63.26	9	8	3
5158	6.74	327.62	37.58	5	7	3
5159	40.58	40.58	40.58	9	2	2
5160	61.23	194.83	61.23	17	7	2
5161	16.27	298.75	110.69	7	6	4
5162	29.75	199.35	105.15	11	7	3
5163	38.57	165.35	114.01	10	6	3
5164	32.29	148.19	230.27	11	6	7
5165	40.13	140.97	40.13	12	4	2
5166	70.84	235.62	82.02	17	7	3
5167	67.39	423.85	167.13	15	9	4
5168	67.65	157.19	172.49	14	5	4
5169	4.87	174.59	362.89	9	4	8
5170	46.85	380.39	273.11	12	7	6
5171	7.99	284.33	176.11	7	7	6
5172	51.43	157.29	51.43	12	6	2
5173	48.56	106.78	121.22	14	3	3
5174	42.02	226.42	184.68	11	7	6
5175	56.51	232.01	56.51	10	7	2
5176	28.44	242.58	383.48	10	5	12
5177	29.9	275.54	824.3	10	8	20
5178	63.33	160.95	181.37	12	5	4
5179	6.27	201.85	155.05	6	6	4
5180	28.64	283.8	142.1	11	8	4
5181	32.26	170.04	295.48	8	6	7
5182	60.77	211.83	84.61	12	6	3
5183	28.34	114.28	28.34	9	4	2
5184	29.3	345.54	147.58	10	8	4
5185	31.26	136.14	230.62	13	4	5
5186	32.23	244.27	356.01	9	6	10
5187	47.12	298.64	598.42	11	7	15
5188	42.19	288.97	42.19	10	9	2
5189	32.27	231.43	378.47	7	8	15
5190	71.74	203.4	150.42	18	5	4
5191	20.47	184.25	124.13	7	5	3
5192	61.19	188.29	116.79	16	4	3
5193	57.44	313.68	57.44	11	6	2
5194	33.68	132.76	136.68	9	6	5
5195	59.22	238.88	193.86	11	8	6
5196	78.87	171.43	147.49	15	4	5
5197	65.17	201.29	65.17	16	5	2
5198	74.09	212.29	358.05	18	5	10
5199	49.9	411.88	70.4	12	8	3
5200	12.8	271.36	258.84	7	8	7
5201	62.37	228.19	202.67	14	6	6
5202	41.19	242.67	41.19	10	7	2
5203	33.02	109.26	63.48	6	4	3
5204	62.75	146.55	80.53	16	4	3
5205	47.01	56.75	415.89	12	3	9
5206	58.31	253.41	380.39	13	6	11
5207	39.72	310.7	39.72	10	7	2
5208	62.03	62.03	199.11	13	2	5
5209	29.59	203.79	33.19	10	6	3
5210	2.3	126.72	404.98	4	5	10
5211	30.4	226.68	100.3	10	7	4
5212	38.78	251.4	38.78	14	7	2
5213	25.68	141.2	115.06	10	4	3
5214	57.06	250.98	82.44	17	6	3
5215	67.73	278.07	67.73	17	8	2
5216	53.15	139.63	129.73	9	5	3
5217	15.41	50.45	140.21	11	4	7
5218	21.94	250.96	122.96	9	6	4
5219	29.79	184.13	176.81	12	6	4
5220	40.68	107.74	103.84	10	3	4
5221	62.62	323.04	75.54	15	7	3
5222	11.04	225.84	132.78	11	6	4
5223	62.49	287.23	110.45	13	8	3
5224	25.48	153.52	25.48	10	6	2
5225	57.52	233.94	94.28	13	7	3
5226	29.38	366.86	54.36	10	8	3
5227	46.8	212.18	71.72	8	7	3
5228	86.13	354.05	105.39	19	7	3
5229	47.69	322.31	47.69	15	7	2
5230	52.67	234.89	127.57	15	7	3
5231	31.26	400.98	32.0	7	9	3
5232	50.68	387.64	272.08	12	9	7
5233	56.1	290.92	74.1	14	7	4
5234	27.54	197.84	27.54	12	5	2
5235	36.92	174.12	108.0	12	5	4
5236	34.99	106.81	150.89	10	4	5
5237	15.73	233.51	163.73	11	8	5
5238	27.72	341.6	83.58	14	7	3
5239	37.19	109.37	696.69	8	4	21
5240	50.23	200.49	67.23	14	5	3
5241	28.17	223.57	588.83	14	6	13
5242	14.91	198.35	14.91	10	6	2
5243	27.86	230.52	104.34	11	6	3
5244	31.9	149.64	42.08	13	5	3
5245	54.0	95.54	291.86	10	6	6
5246	6.73	356.79	340.05	7	8	7
5247	40.87	226.17	53.87	6	7	3
5248	41.37	203.47	358.65	11	6	9
5249	50.45	239.65	50.45	10	9	2
5250	64.31	295.09	73.19	16	8	3
5251	48.45	237.27	164.13	14	8	6
5252	65.66	126.34	281.5	12	3	8
5253	32.61	271.85	148.65	12	5	4
5254	46.61	266.41	280.15	10	8	7
5255	44.14	181.16	225.22	12	7	7
5256	70.3	171.36	134.9	15	4	3
5257	58.04	90.96	566.34	14	3	13
5258	28.47	108.75	123.23	10	4	3
5259	59.57	328.19	59.57	15	9	2
5260	72.33	464.75	130.09	19	8	3
5261	53.77	272.91	72.85	10	8	3
5262	19.56	118.6	132.92	8	3	3
5263	51.13	178.55	51.13	13	5	2
5264	72.48	230.82	72.48	13	5	3
5265	60.49	150.09	64.29	13	4	3
5266	67.44	255.6	67.44	16	8	2
5267	37.04	217.82	106.4	11	7	4
5268	12.83	251.77	260.07	7	5	7
5269	73.05	214.57	354.95	18	6	9
5270	24.49	264.81	24.49	6	7	2
5271	31.04	277.36	94.34	6	8	3
5272	67.6	144.3	140.22	11	4	6
5273	51.87	231.29	131.19	13	8	4
5274	39.19	67.25	39.19	11	3	2
5275	40.0	147.86	129.3	8	5	6
5276	31.48	101.2	430.12	9	4	12
5277	53.2	149.68	760.38	15	4	17
5278	59.37	413.15	561.69	15	8	13
5279	1.42	239.08	296.66	3	6	7
5280	64.25	209.11	270.55	15	8	5
5281	53.22	89.0	53.22	15	3	2
5282	64.75	187.41	69.01	17	5	3
5283	56.32	182.22	59.44	11	7	3
5284	47.3	450.18	288.52	14	9	9
5285	28.03	221.63	59.53	10	6	3
5286	60.46	110.26	60.46	11	4	2
5287	26.46	236.16	26.46	11	7	2
5288	20.67	235.11	78.79	9	8	4
5289	45.09	278.19	137.25	14	8	6
5290	41.93	214.89	41.93	11	5	2
5291	59.06	239.66	59.06	13	7	2
5292	57.99	87.57	57.99	16	4	2
5293	33.82	300.4	86.84	13	6	3
5294	53.97	256.67	94.51	10	7	4
5295	28.48	340.68	387.46	11	8	10
5296	44.33	264.65	44.33	12	9	2
5297	36.94	301.12	77.4	11	6	3
5298	55.83	175.21	163.77	11	5	4
5299	40.24	302.54	58.26	12	8	3
5300	26.57	239.15	26.57	10	8	2
5301	19.06	231.04	749.86	9	6	18
5302	11.7	310.82	196.54	5	8	5
5303	55.08	101.78	97.36	14	5	4
5304	54.5	195.94	488.32	11	5	13
5305	66.4	287.3	88.98	13	8	3
5306	43.77	341.27	66.07	10	8	3
5307	43.81	64.65	103.75	9	3	3
5308	20.03	221.33	187.33	9	6	6
5309	58.16	219.48	172.86	13	6	7
5310	67.38	367.74	335.18	15	8	10
5311	25.35	239.45	153.53	10	7	4
5312	3.78	112.24	709.38	6	4	17
5313	12.18	163.98	153.02	9	4	4
5314	51.51	318.43	146.21	10	7	4
5315	44.52	209.44	466.36	10	6	14
5316	59.54	124.32	59.54	16	4	2
5317	55.72	287.68	55.72	12	8	2
5318	51.48	261.62	302.5	11	7	6
5319	31.39	277.37	187.37	10	8	4
5320	68.02	281.14	68.02	14	8	2
5321	24.21	177.65	349.79	5	7	8
5322	54.76	320.92	54.76	11	8	2
5323	41.68	294.72	41.68	11	7	2
5324	67.19	284.19	67.19	14	7	2
5325	49.7	258.18	254.62	11	7	6
5326	47.92	285.34	78.18	11	7	4
5327	57.2	323.82	76.28	12	7	3
5328	19.86	241.52	112.5	7	8	3
5329	50.31	186.97	58.37	11	4	3
5330	22.72	276.58	228.94	10	7	5
5331	36.49	215.07	81.35	10	5	3
5332	9.6	307.74	342.4	7	7	9
5333	29.11	128.01	29.11	9	3	3
5334	81.79	266.93	112.11	22	7	3
5335	56.76	301.28	398.02	15	7	9
5336	46.05	293.51	99.97	14	6	4
5337	26.18	265.98	243.32	13	6	5
5338	32.11	229.15	227.11	13	6	6
5339	40.24	238.28	120.0	10	7	4
5340	61.56	155.32	629.92	13	5	15
5341	38.56	162.38	77.96	7	6	4
5342	6.68	163.94	6.68	6	5	2
5343	29.33	109.25	29.33	9	4	2
5344	47.48	231.76	47.48	12	6	2
5345	9.07	167.79	64.13	8	6	3
5346	45.9	45.9	45.9	12	2	2
5347	54.54	262.84	54.54	16	6	2
5348	41.3	299.5	103.18	11	7	5
5349	38.34	253.64	296.1	10	7	7
5350	14.8	221.46	369.96	6	7	10
5351	33.29	215.73	131.51	14	7	5
5352	59.51	215.31	159.89	11	6	4
5353	79.0	335.18	239.4	19	8	7
5354	58.78	210.36	636.72	14	7	12
5355	37.89	335.93	99.61	10	9	4
5356	45.35	332.73	108.69	11	9	3
5357	33.99	168.45	54.03	13	5	4
5358	30.14	376.62	143.68	14	8	5
5359	11.31	232.37	147.51	8	7	5
5360	58.11	198.23	99.09	15	5	4
5361	53.76	141.44	100.24	11	5	4
5362	33.95	201.33	71.13	14	6	3
5363	50.86	221.0	168.46	14	7	5
5364	57.76	57.76	66.94	14	2	3
5365	8.68	8.68	120.18	7	2	3
5366	48.7	283.72	91.28	10	6	4
5367	19.04	224.76	370.82	8	6	8
5368	63.55	246.57	309.89	14	6	9
5369	42.44	212.1	122.74	8	7	5
5370	64.67	178.81	496.63	18	5	12
5371	31.39	166.15	108.69	6	6	4
5372	3.99	402.25	16.37	4	10	3
5373	67.21	156.85	206.61	14	5	5
5374	49.49	270.41	66.41	10	7	3
5375	29.47	345.15	29.47	6	8	2
5376	45.19	188.77	248.75	15	6	5
5377	35.4	148.82	38.52	7	6	3
5378	74.42	212.6	201.26	16	7	5
5379	48.81	140.75	360.07	15	3	8
5380	33.79	281.53	104.41	9	7	4
5381	76.66	284.7	80.96	17	7	3
5382	18.73	278.33	18.73	9	8	2
5383	29.34	225.6	256.92	8	9	9
5384	21.64	167.28	76.52	8	5	4
5385	39.68	145.7	147.54	8	5	5
5386	58.05	308.45	58.05	15	7	2
5387	25.14	278.8	126.08	8	7	4
5388	60.43	267.93	133.57	12	7	4
5389	38.81	243.11	242.47	12	6	8
5390	59.81	104.59	59.81	14	4	2
5391	58.24	115.84	58.24	15	5	2
5392	36.28	299.26	137.48	10	7	4
5393	12.69	387.17	12.69	4	9	2
5394	50.41	136.57	50.41	12	4	2
5395	72.4	199.4	72.4	16	5	2
5396	66.75	270.51	347.09	17	8	9
5397	66.79	186.53	195.87	13	4	5
5398	33.44	254.14	98.7	9	6	4
5399	69.34	350.8	158.24	18	7	6
5400	66.19	222.41	260.81	16	6	5
5401	48.9	198.76	48.9	14	7	2
5402	36.17	278.73	159.49	8	8	4
5403	69.2	267.46	193.88	13	6	4
5404	47.35	186.59	47.35	14	7	2
5405	33.55	227.21	426.37	8	7	11
5406	22.26	178.54	179.14	11	5	5
5407	62.41	349.45	82.47	12	8	3
5408	17.9	326.76	17.9	7	7	2
5409	34.65	182.03	215.51	12	6	6
5410	60.74	153.5	235.96	16	5	7
5411	15.71	386.97	15.71	9	8	2
5412	34.85	248.21	60.23	12	7	3
5413	68.37	260.23	188.53	13	6	4
5414	53.8	186.2	282.8	15	5	7
5415	21.03	243.65	100.43	10	6	3
5416	24.52	168.68	167.38	8	5	4
5417	76.66	270.4	146.72	18	8	4
5418	37.63	301.79	519.77	14	8	16
5419	70.75	261.89	291.49	15	7	7
5420	56.35	111.71	101.93	12	5	3
5421	39.35	39.35	272.55	7	2	7
5422	43.71	268.45	154.13	13	6	5
5423	41.62	292.22	51.24	11	8	3
5424	4.72	91.52	64.12	5	3	3
5425	18.01	352.91	123.01	11	8	3
5426	22.67	330.11	434.51	13	6	11
5427	45.28	183.04	62.68	9	6	3
5428	70.69	322.65	82.23	13	7	3
5429	52.64	243.08	63.24	10	6	3
5430	55.68	241.92	176.6	12	6	6
5431	57.35	133.93	184.89	13	4	5
5432	64.87	64.87	64.87	16	2	2
5433	68.06	291.76	93.54	14	8	5
5434	34.88	199.38	174.4	9	9	5
5435	62.15	221.71	195.39	14	5	6
5436	19.81	222.69	19.81	9	6	2
5437	37.3	254.0	211.82	9	8	6
5438	45.15	180.57	199.69	12	5	5
5439	54.12	350.32	268.86	11	8	6
5440	36.69	220.27	174.19	10	6	5
5441	64.75	324.49	146.15	16	7	3
5442	30.68	272.68	144.88	11	7	4
5443	63.25	202.49	63.25	14	6	2
5444	47.67	242.05	175.41	12	7	5
5445	72.54	295.44	452.0	18	6	11
5446	49.15	189.43	310.25	13	7	9
5447	32.33	107.41	99.97	8	5	4
5448	41.75	139.27	121.93	11	4	5
5449	11.26	224.58	11.26	7	8	2
5450	59.76	88.44	60.54	13	3	3
5451	46.5	282.96	673.18	13	7	15
5452	37.11	154.57	237.59	8	7	6
5453	27.5	65.2	124.28	11	3	4
5454	49.93	306.43	180.77	13	8	4
5455	54.33	149.79	167.35	13	4	5
5456	30.66	151.56	146.4	10	6	4
5457	74.1	240.3	150.42	19	6	4
5458	31.02	123.8	91.22	7	5	3
5459	63.13	333.71	98.61	12	6	4
5460	52.33	308.07	57.41	14	7	3
5461	67.5	67.5	67.5	14	2	2
5462	55.18	225.14	55.18	12	8	2
5463	7.99	218.05	7.99	7	5	2
5464	47.15	116.63	388.71	13	5	9
5465	59.1	59.1	59.1	15	2	2
5466	58.48	200.44	236.24	14	6	5
5467	49.15	119.43	317.79	17	4	7
5468	53.64	246.18	93.04	16	6	3
5469	66.56	112.62	66.56	17	4	2
5470	54.48	280.32	71.5	10	8	4
5471	63.76	335.32	407.38	13	6	8
5472	13.25	163.11	79.51	7	5	4
5473	6.32	222.5	6.32	7	7	2
5474	35.93	153.95	89.17	14	6	4
5475	54.92	138.44	217.9	9	4	7
5476	59.53	255.89	188.67	11	6	6
5477	44.29	270.33	44.29	8	7	2
5478	71.24	166.5	87.4	14	5	3
5479	49.03	192.27	89.79	8	5	3
5480	45.81	353.47	45.81	12	8	2
5481	64.78	164.32	153.14	13	5	4
5482	39.19	105.95	168.35	14	6	4
5483	63.15	207.05	733.87	14	5	16
5484	65.83	114.15	177.67	14	4	7
5485	3.29	171.99	154.61	3	6	4
5486	7.88	280.02	293.62	6	8	7
5487	47.4	199.6	88.88	11	5	3
5488	42.32	138.16	200.78	11	3	5
5489	63.19	106.45	176.55	15	4	6
5490	44.36	72.18	147.24	14	3	4
5491	63.6	240.08	213.72	13	6	5
5492	48.73	194.71	53.73	12	6	3
5493	43.04	245.7	132.5	14	7	5
5494	73.94	290.72	295.54	19	8	9
5495	64.24	244.02	83.46	15	7	3
5496	31.27	165.13	67.37	12	4	3
5497	66.38	174.5	98.26	15	5	3
5498	12.69	235.63	79.81	6	6	4
5499	27.09	170.15	151.89	12	5	4
5500	55.74	236.3	61.92	13	5	3
5501	44.82	100.24	44.82	11	4	2
5502	56.63	156.75	114.25	17	8	3
5503	42.35	358.47	91.31	11	8	3
5504	54.42	252.76	167.7	14	7	8
5505	55.19	189.71	792.55	15	6	19
5506	30.58	195.9	145.72	9	6	4
5507	29.48	187.04	339.32	13	4	9
5508	62.43	173.57	103.65	13	6	4
5509	33.77	112.99	269.69	12	4	8
5510	56.41	252.53	156.15	13	6	4
5511	22.87	44.47	22.87	8	3	2
5512	54.01	177.69	136.55	10	6	4
5513	55.97	79.41	142.33	11	3	4
5514	30.74	325.98	816.92	8	8	17
5515	55.08	193.9	146.06	15	5	4
5516	12.18	347.9	12.18	9	8	2
5517	6.11	141.07	624.55	7	4	14
5518	51.91	201.61	243.11	12	5	6
5519	74.22	100.6	115.22	14	4	3
5520	45.81	232.87	48.15	13	7	3
5521	14.06	141.42	177.04	8	5	5
5522	22.58	229.34	22.58	11	7	2
5523	59.45	107.25	194.27	15	4	6
5524	34.79	134.33	34.79	10	6	2
5525	47.79	102.87	282.09	10	4	7
5526	68.55	153.23	68.55	15	5	2
5527	43.29	330.51	85.57	13	8	3
5528	27.55	224.99	388.99	12	5	11
5529	45.72	181.84	109.2	12	5	4
5530	54.57	251.59	93.83	9	7	3
5531	37.25	284.07	46.23	11	9	3
5532	29.71	125.73	29.71	7	5	2
5533	50.43	161.27	294.45	12	4	8
5534	52.17	199.29	254.31	11	7	9
5535	60.41	341.39	194.83	12	8	5
5536	48.46	316.14	105.9	14	8	3
5537	64.49	272.51	91.05	13	7	4
5538	64.09	257.69	189.73	14	6	4
5539	31.05	204.05	149.87	13	5	4
5540	70.51	289.63	78.75	14	8	3
5541	43.37	165.91	43.37	8	5	3
5542	25.99	220.13	67.33	11	7	3
5543	64.6	243.78	72.62	16	6	3
5544	67.3	214.02	90.82	16	6	4
5545	51.6	215.1	256.66	14	7	7
5546	26.08	114.0	31.14	10	5	3
5547	58.38	139.32	153.76	11	6	5
5548	40.88	158.62	55.78	8	6	3
5549	53.21	123.97	263.03	12	4	6
5550	31.27	244.45	175.27	11	8	5
5551	38.59	398.91	498.23	11	9	13
5552	62.83	267.47	70.47	13	7	3
5553	49.85	199.19	862.41	16	6	24
5554	32.35	370.69	32.35	13	9	2
5555	51.78	160.9	366.32	14	5	7
5556	78.5	268.8	470.08	16	6	11
5557	5.48	110.26	134.44	4	7	3
5558	61.47	383.21	61.47	16	7	2
5559	27.58	225.84	317.98	7	7	9
5560	48.08	302.02	245.9	13	6	7
5561	68.81	159.41	372.03	14	4	7
5562	64.76	110.0	77.28	17	4	3
5563	35.42	167.86	134.76	13	5	5
5564	71.04	71.04	71.04	13	2	2
5565	23.97	206.35	1045.41	12	4	26
5566	39.62	148.1	107.98	12	5	4
5567	59.49	173.75	346.95	9	6	7
5568	45.93	94.51	53.57	13	3	3
5569	26.27	311.19	166.71	9	10	4
5570	59.71	114.51	59.71	15	4	2
5571	53.85	132.41	129.53	12	5	4
5572	40.73	99.73	173.79	12	5	6
5573	47.06	218.54	61.9	13	5	3
5574	59.87	117.69	94.07	14	4	3
5575	21.13	171.03	179.29	11	5	5
5576	72.91	139.93	99.43	14	4	3
5577	29.8	94.32	119.92	10	3	4
5578	41.72	331.28	67.46	14	7	3
5579	21.31	238.49	112.19	9	7	4
5580	60.8	198.36	198.64	13	8	6
5581	28.1	140.62	125.0	11	5	4
5582	44.7	152.2	325.12	12	4	8
5583	56.14	156.2	56.14	11	4	2
5584	41.04	137.48	115.78	13	5	3
5585	46.39	190.63	618.41	14	6	17
5586	40.42	40.42	40.42	11	2	2
5587	46.0	281.62	46.0	10	6	2
5588	31.5	278.92	106.4	10	7	3
5589	42.1	289.8	229.3	10	7	5
5590	41.61	324.17	132.21	17	7	4
5591	5.03	180.07	211.21	5	5	5
5592	50.9	248.68	50.9	11	7	2
5593	35.94	244.86	146.44	12	6	4
5594	36.63	185.97	39.75	9	7	3
5595	68.97	204.95	136.29	16	6	4
5596	59.7	170.12	131.5	12	6	3
5597	2.14	232.52	6.32	4	7	3
5598	24.14	209.14	307.24	8	7	7
5599	54.06	231.76	291.14	10	6	7
5600	63.33	390.47	137.33	14	9	4
5601	44.26	246.12	176.3	12	8	6
5602	62.8	242.88	149.2	16	7	4
5603	11.41	135.17	216.97	8	3	5
5604	42.56	323.5	138.74	14	6	4
5605	57.48	137.1	634.2	17	5	15
5606	22.83	151.21	199.49	8	4	6
5607	53.2	179.52	142.52	16	6	4
5608	15.87	190.77	138.43	8	5	4
5609	62.79	209.81	218.77	13	6	5
5610	39.41	136.59	97.49	8	4	5
5611	68.03	258.27	68.03	16	8	2
5612	26.1	75.58	62.08	10	4	3
5613	45.27	200.39	780.87	10	4	21
5614	43.65	420.59	43.65	15	9	2
5615	43.37	236.49	43.37	11	6	2
5616	19.69	194.75	128.77	9	6	4
5617	45.09	194.95	340.91	12	5	8
5618	48.26	157.2	132.46	11	5	4
5619	7.72	250.7	7.72	6	6	2
5620	7.32	263.74	153.78	6	7	6
5621	32.47	106.09	159.17	14	3	6
5622	26.21	210.23	200.07	12	5	7
5623	38.13	299.45	258.79	13	8	7
5624	40.53	172.07	245.93	11	4	10
5625	56.5	204.84	459.58	13	6	11
5626	67.36	265.24	126.62	16	6	4
5627	61.59	209.43	68.59	11	5	3
5628	69.35	164.83	114.17	15	5	3
5629	37.34	118.24	90.22	11	5	3
5630	59.9	202.12	59.9	13	7	2
5631	38.7	304.72	228.58	10	7	7
5632	59.14	221.62	84.08	14	5	4
5633	41.6	334.66	105.52	12	8	3
5634	33.51	171.37	114.73	15	6	4
5635	45.59	265.47	65.29	13	7	4
5636	14.41	156.77	490.55	5	5	12
5637	58.07	95.17	58.07	12	4	2
5638	67.64	89.54	107.44	13	4	4
5639	51.6	169.32	379.24	10	4	9
5640	59.74	241.76	59.74	11	6	2
5641	27.0	121.6	403.92	12	4	11
5642	43.69	165.95	279.47	13	6	8
5643	50.88	209.06	172.54	10	5	5
5644	45.14	62.92	358.06	14	4	8
5645	58.69	215.27	72.39	14	7	3
5646	58.72	239.58	221.88	9	7	5
5647	54.22	189.98	121.76	13	4	3
5648	50.17	253.19	93.59	9	7	4
5649	46.68	193.86	191.6	12	6	6
5650	41.62	120.64	160.42	13	5	4
5651	53.71	272.79	318.13	13	7	7
5652	67.42	290.02	461.58	15	8	10
5653	22.75	106.69	103.07	8	5	4
5654	31.49	195.35	106.79	10	7	4
5655	28.96	190.26	32.62	8	5	3
5656	29.75	228.31	148.55	12	7	5
5657	67.08	236.38	67.08	15	7	2
5658	53.17	210.73	124.93	11	6	3
5659	43.55	247.23	141.43	8	7	6
5660	52.43	142.95	65.25	14	5	3
5661	66.14	221.02	103.26	14	5	4
5662	69.45	69.45	69.45	12	2	2
5663	16.63	166.09	147.29	10	5	4
5664	12.61	403.85	105.17	6	9	3
5665	20.28	232.58	33.7	7	5	3
5666	61.41	225.31	89.43	12	6	3
5667	52.26	259.6	503.54	11	7	12
5668	20.04	348.38	221.2	11	7	5
5669	52.8	207.82	287.86	13	6	9
5670	39.9	208.34	94.28	12	6	3
5671	23.67	279.89	329.23	8	7	8
5672	43.97	138.75	213.83	9	5	6
5673	1.79	133.87	165.37	3	4	4
5674	50.03	339.37	114.81	11	8	4
5675	50.99	217.83	117.29	13	7	3
5676	75.5	240.18	75.5	16	7	2
5677	41.98	283.7	129.54	11	7	4
5678	61.28	204.96	422.34	15	7	9
5679	32.61	174.49	257.79	12	5	8
5680	11.91	11.91	137.79	6	3	5
5681	50.3	63.3	50.3	10	3	2
5682	15.77	156.49	295.89	8	4	6
5683	6.35	129.59	632.23	5	4	19
5684	29.48	276.12	370.98	8	9	13
5685	59.56	319.58	96.18	12	7	4
5686	70.04	282.38	197.3	20	6	4
5687	3.74	189.6	85.18	4	6	3
5688	29.78	217.18	86.92	6	5	4
5689	57.52	171.66	79.94	13	7	3
5690	40.68	122.48	246.28	9	4	6
5691	24.57	217.63	490.77	12	7	10
5692	45.16	130.88	476.8	10	5	12
5693	67.6	179.34	139.4	14	6	3
5694	80.84	159.82	301.96	20	5	7
5695	45.97	69.69	56.57	9	4	3
5696	57.98	243.22	57.98	14	5	2
5697	64.57	304.71	410.09	12	8	11
5698	12.12	182.58	144.72	6	6	5
5699	41.77	265.75	41.77	12	6	2
5700	45.92	123.24	228.02	11	6	6
5701	11.38	138.16	533.62	9	4	14
5702	52.6	209.34	52.6	16	6	2
5703	25.08	264.72	146.02	5	8	6
5704	55.4	208.32	331.22	15	5	10
5705	39.95	287.45	234.03	11	6	6
5706	17.8	261.3	17.8	10	7	2
5707	11.13	168.41	473.63	4	6	11
5708	31.22	198.44	146.2	10	5	4
5709	36.12	102.44	448.96	12	5	13
5710	37.88	195.4	37.88	11	5	2
5711	30.89	155.11	456.79	12	5	11
5712	47.57	248.19	99.27	10	7	4
5713	39.01	182.47	187.87	11	4	5
5714	56.99	190.03	612.97	12	4	18
5715	69.92	209.74	74.24	14	6	3
5716	72.28	262.2	90.06	17	7	3
5717	56.76	266.9	56.76	13	7	2
5718	35.36	183.4	354.32	10	5	10
5719	24.38	251.06	134.38	11	6	4
5720	46.49	194.99	91.31	10	6	3
5721	16.18	281.32	449.5	9	7	11
5722	13.63	202.55	314.71	7	6	8
5723	43.09	249.03	75.53	14	6	3
5724	45.73	148.71	113.71	8	5	3
5725	8.16	236.08	130.36	8	6	3
5726	57.99	195.75	63.67	10	6	3
5727	44.88	162.88	102.96	11	5	3
5728	50.95	93.59	263.13	10	3	6
5729	9.22	351.76	279.76	7	8	9
5730	26.9	215.62	643.56	10	5	14
5731	79.07	316.15	188.41	19	7	5
5732	24.25	255.99	145.09	9	7	4
5733	26.39	140.17	203.13	9	6	7
5734	53.99	327.43	53.99	14	7	2
5735	26.3	336.02	343.98	9	9	9
5736	31.07	162.17	117.11	8	5	4
5737	48.01	157.25	130.25	8	5	4
5738	45.71	273.61	130.71	9	8	4
5739	53.28	230.0	53.28	11	5	2
5740	59.27	137.95	132.87	15	6	5
5741	19.56	289.02	129.52	9	6	4
5742	29.06	211.3	39.48	7	7	3
5743	34.67	58.99	110.77	7	3	4
5744	42.18	193.14	297.7	13	6	6
5745	51.78	329.48	604.88	10	7	15
5746	77.22	233.0	308.12	17	5	6
5747	22.46	204.46	141.68	9	4	3
5748	60.93	208.41	60.93	8	5	2
5749	71.63	223.91	79.65	17	6	3
5750	60.0	157.82	78.98	13	4	3
5751	42.13	240.73	80.83	11	6	3
5752	57.72	254.08	57.72	14	7	2
5753	27.32	268.04	27.32	11	8	2
5754	34.59	320.25	34.59	13	7	2
5755	67.56	333.88	261.74	15	7	7
5756	40.57	208.25	195.55	13	6	6
5757	47.96	171.3	251.6	12	5	6
5758	47.08	170.26	66.32	11	6	3
5759	21.72	287.04	21.72	8	7	2
5760	20.35	120.09	301.57	10	5	7
5761	52.02	81.74	144.78	13	3	4
5762	75.66	119.66	75.66	18	4	2
5763	54.46	428.8	123.82	13	9	4
5764	24.89	86.01	491.67	8	5	12
5765	40.98	164.28	588.62	9	5	16
5766	54.33	167.09	59.33	12	5	3
5767	12.48	311.48	106.86	5	7	3
5768	49.64	181.86	73.66	11	6	3
5769	56.44	176.64	56.44	16	6	2
5770	63.8	293.66	63.8	14	6	2
5771	77.98	142.02	341.32	16	6	9
5772	30.66	191.04	64.76	11	6	3
5773	58.34	195.72	542.42	10	6	15
5774	66.88	132.58	137.68	12	5	5
5775	68.05	110.43	68.05	12	3	2
5776	67.81	205.75	81.65	14	6	3
5777	54.25	252.09	54.25	13	6	2
5778	65.07	168.85	78.55	13	4	3
5779	15.14	263.32	15.14	9	7	2
