sc	rl	cl	kl	rh	ch	kh
2648	54.26	197.76	128.38	10	5	5
2649	51.74	268.94	532.64	11	8	10
2650	48.82	173.98	103.84	14	5	3
2651	52.34	280.82	218.5	13	6	5
2652	28.3	253.62	99.52	10	9	3
2653	30.88	227.96	87.22	11	6	3
2654	55.43	231.63	202.29	15	7	5
2655	39.76	80.72	218.14	11	4	7
2656	27.58	311.92	103.04	11	8	4
2657	55.17	295.99	237.63	12	8	7
2658	65.24	180.72	340.56	14	6	8
2659	21.43	147.41	78.37	10	4	3
2660	65.25	147.37	141.81	14	6	3
2661	48.28	87.78	48.28	16	3	2
2662	42.51	247.89	178.21	9	7	5
2663	59.55	295.01	232.27	14	6	6
2664	60.53	282.87	87.97	14	8	3
2665	28.02	303.64	183.12	6	6	4
2666	76.53	172.31	76.53	14	5	3
2667	58.6	210.7	202.12	10	6	7
2668	67.32	148.14	236.92	12	5	5
2669	67.39	377.65	67.39	16	8	2
2670	30.42	297.86	167.74	13	7	5
2671	39.37	305.99	39.37	18	8	3
2672	43.79	285.37	341.21	11	7	10
2673	50.81	299.65	50.81	12	7	2
2674	49.43	241.71	82.33	12	7	4
2675	11.17	117.03	148.37	7	5	5
2676	21.95	203.69	171.55	14	6	4
2677	38.8	95.26	205.8	11	3	5
2678	64.51	356.53	272.63	16	8	6
2679	71.03	231.05	328.37	16	6	7
2680	9.66	199.76	123.24	7	5	5
2681	59.85	116.73	389.59	12	4	12
2682	16.96	118.22	31.0	7	4	3
2683	47.11	89.81	366.41	13	3	8
2684	49.94	122.28	197.46	15	4	6
2685	36.58	289.24	36.58	15	8	2
2686	24.16	212.64	278.94	8	7	9
2687	29.23	179.61	74.93	11	5	3
2688	59.46	366.94	59.46	17	9	2
2689	46.54	308.96	46.54	11	8	2
2690	41.72	138.82	84.94	10	4	4
2691	43.85	93.03	100.19	10	4	3
2692	22.26	359.68	127.74	10	8	3
2693	61.01	188.39	322.37	13	5	7
2694	51.81	105.83	376.29	13	4	8
2695	36.05	154.35	130.87	15	5	5
2696	65.4	168.88	212.26	15	4	5
2697	23.57	231.87	90.63	8	8	4
2698	52.5	257.42	204.56	10	7	7
2699	54.17	257.09	88.99	11	6	3
2700	60.66	112.48	118.86	12	5	4
2701	20.58	20.58	103.8	9	2	3
2702	45.59	134.95	112.65	12	6	4
2703	43.69	97.31	43.69	11	5	2
2704	31.74	206.96	99.74	11	6	3
2705	18.85	192.81	196.35	10	6	5
2706	53.84	411.48	330.72	13	9	8
2707	49.93	121.41	73.37	12	4	3
2708	6.67	14.21	137.55	5	4	4
2709	50.8	173.28	68.22	13	4	3
2710	34.76	153.42	384.58	14	5	10
2711	55.06	259.86	140.98	9	7	5
2712	22.32	61.32	192.2	13	4	5
2713	32.89	162.43	214.89	13	6	5
2714	49.0	217.22	109.06	12	5	3
2715	73.41	102.13	168.25	15	4	5
2716	17.22	109.44	162.9	8	4	5
2717	42.91	332.39	42.91	12	9	2
2718	58.73	268.75	58.73	12	8	2
2719	53.49	206.95	301.91	12	6	9
2720	62.09	184.31	69.13	14	6	4
2721	48.91	167.35	126.61	11	6	4
2722	39.92	222.42	92.18	10	7	3
2723	52.21	128.77	71.01	13	3	3
2724	24.5	164.16	121.78	10	5	5
2725	54.61	133.37	396.59	10	4	8
2726	35.21	50.37	92.55	13	4	5
2727	37.29	208.71	491.93	11	7	12
2728	28.89	167.57	212.89	10	4	5
2729	60.96	109.48	278.1	11	4	6
2730	26.62	314.88	127.42	12	7	4
2731	25.1	336.52	32.56	8	9	3
2732	48.34	227.0	202.52	11	6	5
2733	39.68	290.7	39.68	15	7	2
2734	46.62	190.48	122.54	13	7	4
2735	44.45	231.71	44.45	11	6	2
2736	43.5	201.9	423.42	9	6	13
2737	68.77	112.11	68.77	16	3	2
2738	58.21	200.19	164.51	14	4	5
2739	51.85	189.97	138.93	12	5	4
2740	60.89	146.71	130.21	16	5	5
2741	25.63	146.81	176.59	11	5	6
2742	52.62	197.0	251.58	10	6	6
2743	10.92	180.28	10.92	9	5	2
2744	47.82	203.76	513.24	11	6	12
2745	57.3	121.62	143.84	13	4	4
2746	28.65	326.53	28.65	13	8	2
2747	61.58	242.24	288.92	10	6	6
2748	52.39	147.15	99.09	10	4	4
2749	10.02	157.56	98.3	8	5	3
2750	60.38	225.3	387.18	12	6	9
2751	46.45	292.33	559.35	10	7	16
2752	49.89	230.75	367.01	12	6	11
2753	70.2	285.7	70.2	14	8	2
2754	63.37	120.05	63.37	10	4	2
2755	24.59	171.49	240.41	10	5	6
2756	54.93	302.89	143.69	13	7	4
2757	31.32	142.56	164.82	8	5	7
2758	55.47	182.15	579.91	10	6	17
2759	76.84	319.86	154.1	15	6	6
2760	64.76	82.8	222.56	14	3	7
2761	50.09	133.45	200.35	14	4	5
2762	64.68	221.12	428.86	15	6	12
2763	71.2	418.94	112.78	18	8	4
2764	67.11	225.79	67.11	14	8	2
2765	69.95	384.31	363.21	15	8	13
2766	69.43	184.15	138.21	16	5	4
2767	44.46	129.76	363.42	8	4	8
2768	45.08	235.08	154.2	13	7	5
2769	25.07	128.01	142.59	10	3	3
2770	72.86	222.26	256.56	17	5	7
2771	54.03	321.43	54.03	10	7	2
2772	43.65	243.53	48.73	9	6	3
2773	70.48	151.14	410.46	13	5	8
2774	42.51	103.29	61.59	12	4	3
2775	47.57	92.73	153.11	12	4	5
2776	11.58	283.34	172.56	6	7	5
2777	22.59	141.67	181.09	11	4	6
2778	41.59	132.33	41.59	7	5	2
2779	63.26	220.36	138.98	13	6	4
2780	40.8	294.72	69.38	14	8	4
2781	41.6	183.58	70.22	13	5	4
2782	24.61	232.53	24.61	12	6	2
2783	35.46	288.82	463.0	10	7	12
2784	23.98	355.48	23.98	10	9	2
2785	55.64	91.06	61.52	13	3	3
2786	43.66	143.18	107.3	10	5	4
2787	43.3	239.7	141.9	12	5	4
2788	21.1	180.68	224.3	12	6	6
2789	55.8	233.7	375.84	13	5	10
2790	58.79	360.55	187.21	14	8	5
2791	53.93	201.35	53.93	13	5	2
2792	59.54	246.4	99.8	12	8	3
2793	39.83	116.33	262.87	10	4	6
2794	41.47	179.93	101.43	8	5	4
2795	38.81	161.87	56.85	11	5	3
2796	61.74	155.24	178.28	14	5	4
2797	23.42	94.56	139.64	10	4	4
2798	56.48	114.68	161.48	12	4	6
2799	63.39	210.73	63.39	14	6	2
2800	70.8	215.48	77.36	12	4	3
2801	15.46	198.76	306.72	11	6	8
2802	60.32	293.0	198.26	12	7	6
2803	13.44	290.54	198.04	7	8	5
2804	59.74	138.06	238.88	15	5	6
2805	58.7	267.22	283.84	14	6	7
2806	55.19	186.85	55.19	10	6	2
2807	20.02	242.14	98.62	8	7	3
2808	61.48	113.66	152.84	15	4	4
2809	46.81	161.35	71.03	11	4	3
2810	37.5	332.32	59.14	8	7	4
2811	49.2	160.04	158.58	11	4	4
2812	57.14	194.3	96.32	11	7	4
2813	37.74	234.42	152.68	14	6	5
2814	41.46	164.08	213.06	10	5	6
2815	12.63	249.07	340.59	7	6	9
2816	51.48	209.72	162.26	13	7	4
2817	12.0	85.9	116.28	10	3	4
2818	20.22	263.78	155.38	10	6	4
2819	71.97	241.09	88.79	19	5	3
2820	46.91	170.15	227.93	12	5	8
2821	56.08	189.18	124.1	13	6	4
2822	14.22	274.1	70.56	4	8	3
2823	35.62	292.36	401.52	9	7	12
2824	76.1	163.4	343.88	16	6	10
2825	34.31	165.47	135.49	16	5	4
2826	24.19	250.21	127.15	7	7	4
2827	47.57	274.67	107.63	13	7	3
2828	46.57	172.37	257.29	10	4	7
2829	63.17	206.85	192.11	16	6	4
2830	47.55	192.03	427.37	7	7	10
2831	39.88	263.7	103.32	13	8	5
2832	34.17	131.09	128.07	7	4	4
2833	62.63	239.33	129.05	14	7	5
2834	77.04	263.48	268.92	20	6	7
2835	30.7	246.18	392.94	13	6	10
2836	63.8	248.76	95.42	14	7	4
2837	63.78	297.2	90.86	11	8	4
2838	21.87	259.73	201.75	10	7	8
2839	68.64	215.5	360.44	14	6	7
2840	67.71	109.75	122.25	15	3	3
2841	47.48	287.68	47.48	10	8	2
2842	57.3	254.36	121.86	13	6	4
2843	16.35	143.45	122.19	9	4	4
2844	28.83	346.35	145.35	8	9	4
2845	63.79	295.81	118.89	15	8	3
2846	31.18	76.72	92.18	9	3	3
2847	20.79	42.11	61.09	10	3	3
2848	17.99	303.53	17.99	8	8	2
2849	39.79	371.73	39.79	9	9	2
2850	62.94	137.08	143.08	12	5	7
2851	37.14	301.32	37.14	8	6	2
2852	41.56	209.58	41.56	11	5	2
2853	28.58	234.14	108.52	9	6	3
2854	66.68	116.02	214.98	15	4	6
2855	10.58	160.6	37.32	6	6	3
2856	60.51	235.53	217.99	18	7	6
2857	54.72	246.6	170.44	14	7	5
2858	53.3	302.68	226.02	14	7	6
2859	44.54	161.08	380.56	10	5	10
2860	9.89	270.81	537.01	4	8	15
2861	19.18	199.64	123.32	8	5	4
2862	53.4	178.08	60.0	11	5	3
2863	40.48	238.98	40.48	10	6	2
2864	43.75	238.87	369.19	9	6	12
2865	37.06	172.64	135.94	10	5	5
2866	60.5	87.62	121.88	17	3	3
2867	21.57	306.53	255.47	9	7	7
2868	53.35	122.29	273.63	12	4	6
2869	54.39	222.89	195.95	11	7	6
2870	44.45	83.95	44.45	9	3	2
2871	27.27	163.55	290.69	12	5	6
2872	38.39	142.49	132.93	13	5	5
2873	59.69	336.25	61.97	14	8	4
2874	61.8	207.12	312.82	12	6	10
2875	33.27	169.37	158.09	5	7	6
2876	17.92	212.46	246.12	9	6	5
2877	33.61	87.33	131.29	11	6	3
2878	44.67	120.83	120.17	9	4	4
2879	41.16	155.56	170.92	12	4	5
2880	65.78	266.36	133.62	11	7	3
2881	20.9	236.12	151.2	10	5	5
2882	29.08	329.46	182.64	11	7	5
2883	37.96	242.36	157.0	12	6	5
2884	33.53	411.05	144.49	9	9	5
2885	15.27	159.13	164.13	9	7	4
2886	49.61	157.67	105.95	11	6	3
2887	48.77	228.37	171.17	11	6	8
2888	63.63	378.55	63.63	17	8	2
2889	50.43	252.55	72.47	12	7	3
2890	70.28	143.48	182.14	13	5	4
2891	58.41	248.95	164.55	11	6	7
2892	57.4	239.36	103.1	15	6	3
2893	16.59	198.73	143.89	7	6	5
2894	52.36	126.04	122.72	12	4	3
2895	58.41	143.67	206.87	12	5	5
2896	7.1	228.78	98.1	5	5	3
2897	18.53	285.57	94.95	4	8	4
2898	35.84	213.22	100.76	8	6	4
2899	35.81	252.83	180.79	10	7	5
2900	12.88	329.84	91.28	8	6	3
2901	66.18	276.94	132.68	14	7	3
2902	68.87	273.89	78.63	14	7	3
2903	48.85	340.15	132.69	12	7	5
2904	38.14	293.0	63.04	17	7	3
2905	33.6	243.92	134.46	15	7	3
2906	9.34	289.5	156.9	10	8	5
2907	37.16	262.38	387.68	9	6	10
2908	46.02	50.26	69.52	12	3	3
2909	10.26	71.8	90.2	6	4	4
2910	34.37	248.47	90.71	13	6	3
2911	53.25	141.91	84.53	11	5	4
2912	25.55	344.15	327.59	12	7	7
2913	46.74	246.82	131.54	9	8	5
2914	49.81	148.37	356.17	11	6	7
2915	25.63	188.35	58.13	9	6	4
2916	55.38	274.74	191.24	12	7	6
2917	49.74	77.56	69.44	15	3	3
2918	37.65	147.45	110.11	9	5	4
2919	34.17	128.43	65.35	6	5	4
2920	55.93	205.07	55.93	14	6	2
2921	47.61	279.53	55.25	12	6	3
2922	72.03	230.49	273.45	19	6	6
2923	46.94	205.8	157.16	14	5	4
2924	58.36	140.1	87.68	16	5	3
2925	56.78	82.84	145.98	16	3	5
2926	34.0	300.96	75.82	9	7	4
2927	60.29	142.09	154.61	10	5	4
2928	41.4	334.6	41.4	12	9	2
2929	53.73	157.03	84.89	11	6	3
2930	13.3	208.52	123.12	11	7	3
2931	50.84	281.86	85.66	13	6	5
2932	27.15	69.55	33.37	8	4	3
2933	62.25	330.99	129.05	18	8	3
2934	43.3	140.86	126.52	10	6	3
2935	8.06	282.06	183.12	5	7	6
2936	29.2	305.06	35.72	15	6	3
2937	61.63	330.73	679.47	14	7	13
2938	4.57	107.17	106.89	3	4	4
2939	21.27	195.03	102.37	6	6	4
2940	52.11	273.47	52.11	9	8	2
2941	59.62	241.74	155.58	13	6	7
2942	29.54	143.28	249.56	11	4	8
2943	64.5	238.22	274.92	13	6	6
2944	43.09	300.43	150.97	11	8	4
2945	1.54	191.44	166.54	3	5	5
2946	55.59	164.99	188.19	12	4	6
2947	52.83	78.81	93.11	8	3	4
2948	56.54	245.28	126.84	12	8	4
2949	46.39	184.71	144.29	11	6	5
2950	47.98	331.06	189.66	9	7	4
2951	43.88	261.18	43.88	14	6	2
2952	46.33	117.33	143.47	8	4	5
2953	31.77	277.85	31.77	12	8	2
2954	73.37	232.73	355.51	17	6	8
2955	68.98	337.64	256.38	16	6	6
2956	39.78	39.78	237.32	10	2	5
2957	29.65	255.75	443.75	11	7	10
2958	11.49	267.95	105.27	5	7	4
2959	31.53	215.29	97.89	10	6	3
2960	66.5	112.56	202.36	16	4	4
2961	65.13	208.77	65.13	17	6	2
2962	33.33	140.13	190.81	9	5	6
2963	62.03	260.31	137.45	15	6	4
2964	30.77	155.39	272.95	9	5	7
2965	52.53	172.87	52.53	14	8	2
2966	43.01	177.41	43.01	11	6	2
2967	50.38	306.68	142.64	10	8	6
2968	63.28	342.6	96.92	12	8	3
2969	50.57	164.31	214.69	15	4	7
2970	54.11	213.39	61.41	13	7	3
2971	47.95	167.09	90.07	13	6	4
2972	61.66	262.22	160.0	13	6	5
2973	10.2	427.62	65.32	9	9	3
2974	44.07	383.79	52.77	6	9	3
2975	33.47	194.29	136.99	8	6	4
2976	41.66	161.86	110.62	13	5	4
2977	74.87	203.05	186.09	18	5	5
2978	36.52	137.52	45.86	8	4	3
2979	28.34	135.16	243.62	10	5	6
2980	50.08	185.74	431.8	13	5	9
2981	44.68	103.24	299.52	10	5	6
2982	37.64	309.84	48.94	8	9	4
2983	33.38	183.64	105.22	9	5	4
2984	48.29	194.95	80.69	10	5	4
2985	27.85	310.91	149.89	7	7	5
2986	36.02	313.12	115.34	9	7	4
2987	58.91	351.71	58.91	11	9	2
2988	3.74	221.82	52.12	3	6	3
2989	50.1	93.82	144.46	12	3	4
2990	43.7	296.4	268.32	15	8	8
2991	53.67	272.81	144.61	9	7	6
2992	29.01	209.35	157.85	9	7	6
2993	66.45	91.05	268.73	13	3	7
2994	37.51	119.49	118.83	11	4	5
2995	56.25	268.53	118.09	11	8	3
2996	53.86	236.2	87.74	15	6	3
2997	51.36	232.98	83.54	10	8	4
2998	39.36	240.96	63.6	10	6	3
2999	59.61	154.67	276.07	13	5	11
3000	10.51	141.75	45.33	7	5	3
3001	37.82	270.98	137.76	9	6	4
3002	39.33	287.55	187.99	10	7	6
3003	30.81	206.13	83.29	9	6	4
3004	24.08	185.92	24.08	9	6	2
3005	81.17	116.61	567.55	14	4	12
3006	41.19	155.55	142.15	13	5	5
3007	44.0	159.68	94.64	13	6	3
3008	55.3	333.54	73.0	9	8	3
3009	7.67	136.11	129.03	6	5	4
3010	18.06	232.04	129.36	9	7	5
3011	21.35	247.31	301.39	11	7	8
3012	37.12	128.06	340.74	10	5	10
3013	28.78	249.46	51.34	12	6	3
3014	29.33	127.91	345.19	10	4	8
3015	54.6	108.82	78.84	12	4	3
3016	58.77	263.53	158.11	11	6	5
3017	57.31	76.75	77.07	14	3	3
3018	20.72	104.8	23.0	12	4	3
3019	63.92	190.3	142.3	12	7	6
3020	34.12	162.98	34.12	10	4	2
3021	38.76	254.26	309.38	9	6	8
3022	43.46	135.14	432.14	10	4	13
3023	35.46	377.12	126.4	13	8	3
3024	53.68	254.88	53.68	13	6	2
3025	32.66	359.8	409.4	13	8	11
3026	53.07	337.41	104.93	14	6	4
3027	37.87	270.13	37.87	11	7	2
3028	15.64	234.18	77.9	5	6	3
3029	14.96	210.68	41.78	9	6	3
3030	64.15	103.95	84.63	14	4	3
3031	16.21	356.19	145.55	9	9	6
3032	67.04	278.56	73.6	17	7	3
3033	75.76	299.6	184.48	17	7	5
3034	58.38	165.54	148.1	12	5	4
3035	49.68	166.12	188.66	14	4	4
3036	67.95	200.83	67.95	13	7	2
3037	36.23	219.29	234.27	10	6	7
3038	48.03	415.01	48.03	18	9	2
3039	30.97	208.21	114.19	11	8	3
3040	46.84	206.96	329.84	13	6	8
3041	33.52	252.84	110.76	12	6	4
3042	2.32	202.52	191.68	4	7	6
3043	16.57	289.55	306.15	12	8	9
3044	52.6	339.16	304.24	13	8	10
3045	36.59	148.93	72.75	10	5	5
3046	43.61	326.99	112.33	8	8	6
3047	52.11	316.81	80.15	12	8	3
3048	44.14	144.64	44.14	12	5	2
3049	13.56	160.88	88.4	8	4	3
3050	35.68	295.04	110.74	12	8	3
3051	7.94	99.96	82.28	8	3	3
3052	9.48	282.62	178.16	8	7	4
3053	26.46	134.58	453.52	14	4	15
3054	58.75	184.19	258.49	12	6	6
3055	45.44	188.54	115.86	12	5	4
3056	73.28	170.44	161.4	13	6	7
3057	50.73	283.39	50.73	12	10	2
3058	71.1	242.98	267.98	12	6	7
3059	39.84	258.6	440.18	8	8	10
3060	22.69	256.73	93.91	8	7	3
3061	60.74	323.08	300.0	13	6	6
3062	36.5	279.4	117.54	10	6	3
3063	49.33	225.51	95.45	12	7	3
3064	66.69	140.95	212.21	14	5	7
3065	22.11	297.53	56.93	9	6	3
3066	45.5	329.08	267.06	9	9	5
3067	62.99	258.97	245.91	14	7	7
3068	40.47	279.45	135.83	11	7	4
3069	74.88	285.1	439.82	14	7	10
3070	44.91	65.45	79.25	14	3	4
3071	36.35	343.97	108.53	10	8	3
3072	63.36	221.82	171.98	12	5	5
3073	44.94	163.44	44.94	9	4	2
3074	59.09	304.79	104.79	11	8	3
3075	38.06	216.48	208.82	10	6	4
3076	49.88	62.26	229.72	10	3	6
3077	61.2	220.34	204.64	16	5	7
3078	22.29	76.55	383.25	8	3	9
3079	64.06	111.28	148.66	15	3	4
3080	51.73	118.11	69.15	11	3	3
3081	0.85	176.71	0.85	2	6	2
3082	30.64	320.14	223.68	7	7	7
3083	68.81	198.21	68.81	18	6	2
3084	28.11	189.07	285.93	9	6	7
3085	78.76	316.52	174.54	17	7	6
3086	42.99	304.73	48.55	8	8	3
3087	57.36	183.14	79.4	11	5	3
3088	72.54	190.62	184.38	18	6	5
3089	30.82	175.66	186.4	10	5	6
3090	61.78	212.58	178.38	12	6	4
3091	15.64	163.52	285.1	7	4	8
3092	67.15	360.15	236.21	14	8	8
3093	39.26	180.44	161.94	10	6	4
3094	21.51	204.99	186.11	9	6	7
3095	67.52	224.94	173.36	15	6	7
3096	51.94	258.26	51.94	15	6	2
3097	45.45	155.61	84.77	13	4	3
3098	57.17	348.11	235.75	11	8	7
3099	45.78	308.32	177.54	12	7	4
3100	51.1	166.48	51.1	14	5	2
3101	10.22	193.84	211.9	7	4	5
3102	64.89	95.93	278.51	14	3	6
3103	30.12	168.84	175.14	9	5	6
3104	52.31	332.81	118.41	14	8	4
3105	23.67	262.43	406.07	11	6	9
3106	59.07	215.85	148.79	11	6	5
3107	13.99	205.03	280.39	8	7	9
3108	50.16	177.48	115.92	14	5	3
3109	25.72	234.38	73.86	11	6	3
3110	4.71	267.71	112.49	5	6	4
3111	54.44	180.06	78.54	11	5	3
3112	62.49	69.49	238.05	13	3	8
3113	37.77	361.71	43.35	7	8	3
3114	16.6	308.1	16.6	10	8	2
3115	31.38	95.32	31.38	10	4	2
3116	27.64	131.0	177.8	12	4	5
3117	60.98	219.64	189.38	11	5	4
3118	40.36	324.64	46.22	9	8	3
3119	35.95	367.75	375.85	11	7	11
3120	14.61	185.97	166.21	5	7	5
3121	80.19	198.77	143.71	20	4	4
3122	40.18	209.46	82.88	10	6	3
3123	32.97	277.29	48.13	8	8	3
3124	63.05	63.05	63.05	15	2	2
3125	27.8	86.44	237.56	11	5	6
3126	29.23	273.81	52.43	12	6	4
3127	9.13	117.03	114.43	7	5	3
3128	22.49	164.69	341.71	12	4	8
3129	48.03	298.89	309.57	15	8	9
3130	31.71	133.39	127.87	11	5	6
3131	41.98	219.84	272.92	11	6	8
3132	5.72	298.18	82.22	4	8	4
3133	39.74	300.52	156.5	9	10	4
3134	43.7	92.46	97.54	10	5	3
3135	56.33	127.83	83.15	11	4	3
3136	34.81	270.71	361.75	9	8	10
3137	61.03	223.37	312.21	14	6	6
3138	24.63	214.57	143.07	8	7	4
3139	21.84	354.04	198.72	10	8	5
3140	55.08	122.06	477.7	14	5	13
3141	39.85	313.25	201.95	13	7	5
3142	60.24	217.58	290.3	13	7	7
3143	48.74	89.2	48.74	13	5	2
3144	29.12	188.26	135.32	11	8	4
3145	10.37	164.79	10.37	8	6	2
3146	15.72	344.96	15.72	8	8	2
3147	19.63	176.91	109.61	9	7	4
3148	47.11	146.79	147.83	9	5	4
3149	50.7	177.26	248.78	11	7	9
3150	72.83	334.91	99.49	18	9	3
3151	56.81	207.07	116.75	12	5	3
3152	28.31	199.47	97.09	12	5	4
3153	72.81	141.73	131.49	14	5	7
3154	42.84	158.06	79.56	8	6	4
3155	29.89	192.25	149.37	9	6	5
3156	75.26	280.7	99.24	15	7	3
3157	49.01	345.81	49.01	12	9	2
3158	44.86	148.04	366.26	12	5	10
3159	34.84	321.2	182.66	14	7	5
3160	49.19	290.49	196.35	11	9	6
3161	16.36	16.36	136.22	10	2	3
3162	47.68	156.52	56.22	13	5	3
3163	47.13	126.61	154.17	8	5	6
3164	54.23	228.17	81.05	13	6	3
3165	35.15	233.17	71.59	7	7	4
3166	19.39	243.35	115.59	11	6	4
3167	63.72	335.86	63.72	14	7	3
3168	37.04	273.88	271.86	14	7	6
3169	42.89	297.03	46.49	10	7	3
3170	48.18	264.7	226.66	12	7	6
3171	55.47	196.33	101.59	12	5	3
3172	63.32	69.52	126.08	11	4	4
3173	54.42	188.88	80.18	14	6	3
3174	31.5	291.1	157.88	9	7	5
3175	52.52	238.04	450.62	11	6	8
3176	53.07	337.41	53.07	14	6	2
3177	44.11	260.05	57.39	13	6	3
3178	31.64	145.12	36.76	8	5	3
3179	20.64	164.76	58.4	7	5	3
3180	18.25	153.61	116.67	9	8	3
3181	52.2	137.56	66.78	14	3	3
3182	4.72	214.76	134.82	4	5	4
3183	38.24	221.02	414.84	10	7	10
3184	77.19	213.21	227.35	19	6	6
3185	21.79	131.03	238.67	9	5	7
3186	46.34	253.94	183.84	10	7	7
3187	81.94	302.22	413.18	17	6	11
3188	25.0	143.2	362.96	9	4	9
3189	31.69	245.39	188.83	8	6	7
3190	57.25	203.13	524.67	10	5	14
3191	34.22	172.5	400.98	13	4	9
3192	52.21	285.93	332.95	15	7	7
3193	10.81	256.29	68.83	9	7	3
3194	41.96	236.94	44.34	11	6	3
3195	45.95	243.73	388.21	7	8	10
3196	28.81	187.93	93.79	12	6	4
3197	34.86	238.18	34.86	8	6	2
3198	39.63	106.75	203.87	8	6	6
3199	49.04	133.68	216.26	11	4	5
3200	54.46	341.82	54.46	10	8	2
3201	75.44	279.0	306.38	18	6	7
3202	62.62	154.64	62.62	14	6	2
3203	35.64	168.04	158.32	7	6	4
3204	53.55	80.33	67.59	13	4	3
3205	25.71	187.41	448.83	8	5	14
3206	38.77	274.71	170.95	12	7	5
3207	55.49	185.05	58.87	13	5	3
3208	34.03	96.33	102.85	10	4	3
3209	0.82	189.78	213.28	2	5	6
3210	31.65	284.75	31.65	13	6	2
3211	24.89	183.87	101.47	8	6	4
3212	44.74	96.06	44.74	7	3	2
3213	44.37	175.11	339.71	13	7	9
3214	11.22	139.86	131.36	8	4	5
3215	29.27	60.21	29.27	10	3	2
3216	5.64	273.34	264.36	6	7	5
3217	51.02	170.54	97.14	13	6	3
3218	29.27	259.01	79.23	12	7	3
3219	32.33	174.95	156.53	13	5	5
3220	12.18	173.16	12.18	9	6	2
3221	36.63	36.63	185.03	14	2	4
3222	23.51	159.35	718.71	10	4	16
3223	40.63	223.11	291.55	10	6	8
3224	52.37	254.89	52.37	12	7	2
3225	65.29	284.79	92.73	15	6	3
3226	56.66	239.32	56.66	11	7	2
3227	17.59	126.33	117.19	6	3	4
3228	69.39	223.97	406.67	18	5	10
3229	14.7	142.92	117.6	7	4	3
3230	54.33	204.93	54.33	17	5	2
3231	67.66	206.28	332.52	12	4	6
3232	56.3	254.6	108.98	11	9	4
3233	47.63	214.49	47.63	14	6	2
3234	24.16	230.92	154.1	14	7	4
3235	56.43	218.29	100.17	15	6	3
3236	26.3	156.26	76.94	10	5	3
3237	83.78	255.76	111.78	16	6	3
3238	61.97	203.45	127.73	16	5	3
3239	66.97	303.99	159.91	16	7	4
3240	62.97	97.27	65.25	15	4	3
3241	59.25	346.35	231.05	13	7	6
3242	18.45	218.21	128.17	13	5	3
3243	62.89	349.99	62.89	16	8	2
3244	38.39	479.89	38.39	13	10	2
3245	43.1	180.4	44.88	7	5	3
3246	55.87	270.49	403.23	12	7	13
3247	70.23	266.85	95.77	15	7	4
3248	12.52	218.24	182.86	6	6	4
3249	39.64	196.28	94.66	9	6	3
3250	13.39	350.09	229.15	9	8	7
3251	67.37	147.71	126.29	14	5	4
3252	65.83	295.13	543.81	16	7	15
3253	43.43	101.17	87.67	13	4	3
3254	31.84	364.02	104.66	8	8	5
3255	19.14	213.54	528.1	10	5	15
3256	36.78	114.58	89.12	11	5	3
3257	59.83	76.45	230.39	12	3	6
3258	53.89	159.09	106.37	17	7	4
3259	35.96	351.8	99.98	10	8	4
3260	34.25	177.31	76.63	11	5	3
3261	54.02	181.3	269.38	12	6	8
3262	64.17	232.79	535.43	15	5	12
3263	54.98	171.22	111.46	14	7	3
3264	83.22	276.28	101.88	18	7	3
3265	44.0	384.36	44.0	11	8	2
3266	45.93	265.53	45.93	11	7	2
3267	30.0	319.28	68.18	11	7	4
3268	47.5	241.16	70.94	14	6	3
3269	71.14	233.22	158.52	14	6	4
3270	23.2	371.76	72.06	11	8	3
3271	41.18	61.06	41.18	9	4	2
3272	63.98	232.64	86.02	17	7	3
3273	57.87	159.83	362.79	12	6	8
3274	31.02	443.86	77.84	13	8	3
3275	18.51	185.39	130.17	12	7	4
3276	49.63	211.35	82.87	11	6	3
3277	39.48	117.54	82.5	10	3	4
3278	57.67	108.67	162.09	15	4	6
3279	38.37	184.27	262.49	11	6	5
3280	28.16	153.08	406.28	8	6	8
3281	31.37	159.29	177.93	10	4	4
3282	29.45	260.85	33.05	6	6	3
3283	23.5	320.98	116.64	9	8	3
3284	33.52	173.12	45.0	8	5	3
3285	24.85	24.85	141.81	11	2	5
3286	76.1	299.76	101.0	16	6	3
3287	50.59	162.79	166.03	11	5	4
3288	13.64	263.84	64.28	8	9	3
3289	66.67	338.49	217.97	13	6	6
3290	51.77	163.53	254.11	16	5	5
3291	26.2	239.36	26.2	9	6	2
3292	42.32	98.94	427.44	11	3	10
3293	44.21	265.99	100.55	13	7	3
3294	57.6	255.64	123.36	14	5	3
3295	52.96	271.54	97.54	9	8	3
3296	61.46	316.26	212.3	13	8	6
3297	39.39	128.75	187.07	11	4	6
3298	51.84	238.36	111.98	10	6	3
3299	10.63	99.39	104.03	7	4	4
3300	54.97	325.67	217.27	16	8	7
3301	38.9	194.82	47.14	11	7	3
3302	45.79	91.73	345.53	9	3	7
3303	42.36	274.0	657.86	11	8	14
3304	35.08	247.54	108.36	18	6	3
3305	61.46	205.4	156.08	13	7	4
3306	73.51	204.03	207.91	17	6	5
3307	53.22	251.82	64.76	13	7	3
3308	35.96	162.22	241.04	9	5	6
3309	62.3	217.16	100.94	15	6	5
3310	45.19	272.99	45.19	13	8	2
3311	43.88	209.3	213.88	17	5	8
3312	58.82	122.36	86.18	12	5	3
