sc	rl	cl	kl	rh	ch	kh
104	54.64	169.84	811.34	13	5	20
105	22.31	215.37	453.01	7	6	13
106	54.89	105.61	171.99	15	3	4
107	7.67	114.99	99.33	4	4	3
108	60.51	375.93	234.41	10	9	5
109	33.97	172.57	268.65	7	7	7
110	49.78	109.84	1809.48	13	3	44
111	50.23	233.49	1064.23	13	7	24
112	59.06	300.72	131.46	16	6	4
113	55.0	314.08	352.78	10	7	10
114	57.55	267.61	990.55	11	8	26
115	35.32	119.08	358.34	8	5	9
116	43.78	193.78	489.56	8	6	12
117	17.57	306.53	134.69	8	7	4
118	16.89	99.45	16.89	8	5	2
119	59.9	382.1	59.9	13	9	2
120	19.5	19.5	19.5	10	2	2
121	68.9	83.28	68.9	21	3	2
122	18.46	185.82	1887.38	6	6	45
123	31.65	209.15	508.93	13	7	12
124	3.26	174.1	120.94	4	5	3
125	47.22	367.88	47.22	11	8	2
126	44.47	164.21	2091.31	11	5	46
127	48.61	317.53	422.79	9	8	9
128	20.54	149.92	446.18	8	5	12
129	56.72	219.46	289.06	14	7	7
130	43.0	111.92	832.8	9	5	18
131	65.63	268.29	254.29	16	7	7
132	30.64	304.4	103.54	12	6	3
133	49.75	206.03	384.73	14	5	11
134	75.12	261.68	86.16	12	6	4
135	67.17	188.43	1731.25	11	4	39
136	60.25	172.85	629.25	15	5	17
137	57.74	112.84	653.6	12	5	16
138	67.39	200.21	1042.37	14	6	22
139	2.39	283.31	112.01	3	8	5
140	45.96	243.84	384.88	10	7	8
141	25.62	191.32	117.66	13	6	3
142	37.85	293.53	37.85	9	7	2
143	42.99	145.15	254.69	11	4	6
144	12.23	116.45	92.77	9	4	4
145	49.11	137.69	144.05	13	5	5
146	17.04	204.72	1534.52	8	6	33
147	44.88	187.42	855.8	11	6	21
148	49.9	263.32	64.56	11	8	4
149	18.98	212.9	850.78	10	6	19
150	26.85	258.11	119.47	9	8	4
151	39.12	213.24	671.22	9	6	15
152	0.89	149.35	217.87	2	5	7
153	15.55	361.83	323.25	9	8	7
154	37.16	348.58	529.86	10	8	16
155	8.06	223.4	460.22	4	7	11
156	11.4	170.16	164.04	8	5	5
157	45.19	197.95	108.05	14	5	4
158	57.97	243.17	373.61	15	7	7
159	61.34	239.18	219.6	10	6	7
160	35.88	372.98	520.92	14	8	14
161	64.96	188.74	210.9	14	7	6
162	35.13	357.55	1156.41	6	7	25
163	54.88	327.1	907.1	14	7	23
164	44.26	265.5	44.26	13	7	2
165	43.4	217.78	521.88	13	7	14
166	66.49	289.77	557.23	13	7	17
167	74.8	97.0	120.5	16	4	3
168	39.1	341.38	106.68	13	10	4
169	44.1	247.3	44.1	13	7	2
170	46.62	235.36	98.32	19	5	3
171	29.65	83.01	1153.31	11	3	25
172	40.7	197.8	109.72	13	5	4
173	26.87	263.77	81.29	10	7	4
174	55.51	253.59	327.57	11	7	9
175	31.95	94.53	518.03	10	4	12
176	41.15	158.83	390.01	9	4	11
177	58.74	229.32	465.66	12	7	12
178	62.88	125.76	696.6	17	4	19
179	25.03	227.93	25.03	10	7	2
180	76.28	167.84	121.98	16	5	3
181	20.13	122.11	23.23	10	5	3
182	50.93	258.19	164.51	12	7	4
183	55.14	204.28	225.82	14	7	6
184	38.18	212.92	243.3	9	5	6
185	59.86	285.82	102.36	12	7	5
186	42.82	177.34	659.28	11	5	14
187	35.4	178.82	876.2	12	6	21
188	22.86	293.78	50.76	8	7	4
189	34.98	98.86	211.3	12	4	5
190	29.45	221.33	29.45	8	7	2
191	31.94	302.02	77.64	13	7	3
192	40.99	203.89	577.85	7	7	15
193	12.2	263.0	366.66	10	7	11
194	48.33	140.91	130.23	12	5	4
195	26.71	336.43	209.97	10	8	5
196	44.14	230.78	189.06	13	6	6
197	59.24	294.82	443.58	13	7	12
198	71.73	253.37	145.13	15	6	7
199	24.45	207.19	1084.41	8	8	26
200	60.39	129.21	421.87	14	3	9
201	53.07	53.07	249.53	9	2	6
202	46.03	96.53	81.51	7	4	3
203	26.57	182.73	518.37	12	7	16
204	47.3	155.56	907.06	13	4	23
205	55.94	145.68	100.24	14	4	4
206	16.66	288.5	207.12	5	8	7
207	55.93	292.73	55.93	15	7	2
208	59.84	127.94	285.14	12	5	8
209	72.07	223.49	72.07	17	5	2
210	7.72	125.96	995.34	7	4	20
211	35.88	239.02	109.54	9	6	4
212	27.08	27.3	27.08	11	3	2
213	46.57	273.65	564.17	12	8	13
214	52.1	211.32	1541.44	10	5	30
215	41.62	269.96	41.62	8	7	2
216	63.71	217.01	238.09	14	8	6
217	36.85	206.73	143.39	10	5	7
218	20.13	161.31	145.87	8	6	4
219	63.48	165.52	123.0	17	5	4
220	62.3	245.64	616.04	13	7	12
221	50.54	105.98	720.6	13	3	19
222	54.03	153.77	54.03	15	5	2
223	24.43	129.07	159.61	11	4	5
224	10.89	337.93	53.59	8	7	3
225	42.71	321.63	859.07	11	9	21
226	40.83	269.07	86.53	11	6	3
227	30.64	327.5	136.12	13	8	3
228	46.26	115.28	211.48	9	4	6
229	17.95	229.61	117.95	6	6	4
230	21.02	114.64	413.28	7	4	10
231	45.9	223.68	45.9	10	6	2
232	62.27	210.69	62.27	16	7	2
233	42.29	221.09	1630.05	12	6	34
234	62.14	232.9	943.06	11	8	20
235	45.28	210.2	240.14	14	6	7
236	74.25	217.33	900.75	15	5	21
237	57.98	218.12	119.82	16	5	3
238	42.4	343.8	288.54	9	8	7
239	48.43	48.43	106.83	13	2	3
240	43.2	313.46	135.82	9	7	6
241	52.75	269.57	152.75	14	8	4
242	48.71	107.09	48.71	7	4	2
243	56.24	106.56	125.32	13	4	5
244	39.97	284.37	129.29	9	7	6
245	24.63	189.45	83.47	9	5	3
246	44.13	103.57	222.15	11	3	6
247	50.39	193.07	621.89	8	6	15
248	48.13	124.29	533.97	10	4	14
249	28.81	128.13	701.11	11	4	16
250	35.61	238.57	739.73	11	7	15
251	60.87	151.87	419.13	14	5	9
252	49.17	210.83	49.17	15	6	2
253	35.51	264.19	218.21	9	7	8
254	28.07	147.19	470.93	13	3	10
255	51.63	397.49	932.61	14	8	18
256	8.03	216.03	221.21	7	6	8
257	62.88	242.48	694.82	14	6	19
258	15.24	134.14	15.24	9	5	3
259	56.19	258.81	915.91	11	6	23
260	75.66	324.34	86.62	15	8	3
261	19.31	176.45	863.07	10	5	18
262	63.61	196.91	100.19	17	7	3
263	34.1	307.42	940.9	9	8	19
264	60.79	300.97	78.49	13	7	3
265	32.04	286.64	90.32	11	6	4
266	48.4	222.28	903.04	15	7	24
267	41.9	65.5	1247.94	10	3	29
268	6.62	232.94	264.28	6	7	7
269	10.52	173.72	517.44	8	5	14
270	3.25	3.25	3.25	4	2	2
271	43.79	225.07	61.87	13	8	3
272	37.43	217.53	655.21	10	6	19
273	41.87	284.79	78.45	9	7	3
274	42.16	390.7	237.78	14	7	7
275	29.73	322.29	707.35	8	8	17
276	23.2	195.88	80.74	10	5	4
277	30.62	144.6	224.24	11	5	8
278	30.52	272.72	563.56	7	8	14
279	71.8	311.1	166.04	12	7	7
280	24.39	257.71	93.17	9	6	4
281	62.63	141.63	278.95	10	6	6
282	42.14	282.6	679.42	10	7	16
283	45.12	240.42	211.28	12	5	5
284	16.94	274.48	96.08	7	6	3
285	62.28	518.32	353.5	14	9	8
286	48.41	206.77	441.49	9	6	9
287	73.43	80.75	607.33	18	3	17
288	15.47	350.29	934.23	9	8	22
289	41.43	207.67	63.47	8	7	3
290	45.89	196.67	237.33	14	6	6
291	25.83	144.35	25.83	9	5	2
292	45.42	478.14	180.78	12	9	5
293	21.45	244.21	107.53	11	5	3
294	54.14	319.82	287.88	9	8	7
295	32.06	198.7	90.46	10	6	3
296	37.05	295.57	420.11	13	7	11
297	38.61	209.93	166.63	18	7	6
298	36.83	220.79	380.19	13	6	9
299	52.15	176.91	135.37	12	6	3
300	19.39	209.35	19.39	9	5	2
301	18.36	257.1	471.64	10	5	13
302	49.46	203.32	74.38	12	7	4
303	64.69	178.75	258.39	13	6	8
304	50.52	334.92	53.74	11	8	3
305	73.29	155.33	82.03	19	5	3
306	46.83	216.25	148.73	9	5	4
307	61.73	239.31	472.05	13	6	8
308	61.81	151.63	68.41	11	7	3
309	50.7	313.68	233.76	12	8	6
310	80.73	285.07	80.73	19	6	2
311	58.3	222.6	104.28	12	6	3
312	44.97	148.37	44.97	10	6	2
313	50.63	260.47	135.45	13	7	4
314	49.53	187.27	73.81	13	6	4
315	60.63	219.49	84.07	14	5	3
316	72.06	153.62	110.88	15	5	5
317	44.53	306.65	144.23	10	7	4
318	53.99	192.83	85.51	15	5	3
319	32.8	156.76	228.46	8	5	6
320	55.62	145.9	252.38	11	5	8
321	39.75	118.93	229.67	13	5	7
322	46.59	205.57	1251.67	12	6	31
323	37.87	227.73	126.59	14	7	4
324	64.52	251.14	130.0	15	6	4
325	42.82	308.96	126.5	12	7	4
326	52.08	299.6	52.08	11	8	2
327	13.46	376.02	13.46	8	9	2
328	48.31	311.91	445.09	13	8	11
329	59.15	277.57	325.71	14	6	10
330	59.71	292.43	196.39	14	6	5
331	40.61	177.65	167.75	15	5	5
332	25.02	194.42	25.02	6	5	2
333	43.58	106.42	106.9	12	4	4
334	20.11	131.05	20.11	9	4	2
335	36.5	210.06	471.28	8	5	16
336	44.72	86.12	111.08	10	3	3
337	59.71	256.87	277.45	14	7	7
338	46.79	249.59	594.19	12	7	17
339	36.5	169.24	399.94	12	4	10
340	52.01	225.47	220.01	10	6	6
341	61.71	203.97	120.23	16	5	3
342	25.48	268.52	391.18	14	6	10
343	68.34	238.36	68.34	15	7	2
344	36.04	259.5	43.68	5	7	3
345	36.02	202.08	81.72	8	5	3
346	63.51	107.19	253.43	12	4	7
347	51.64	182.84	417.7	12	5	11
348	34.99	88.83	34.99	6	3	2
349	69.91	205.27	89.67	17	7	3
350	43.25	115.49	317.21	11	4	10
351	33.97	180.37	1308.61	9	5	26
352	62.83	178.85	70.71	13	6	3
353	7.32	243.3	261.9	6	7	7
354	41.36	168.06	149.8	10	5	5
355	6.15	273.29	330.55	5	8	11
356	6.76	294.36	61.66	8	8	3
357	29.18	281.14	85.2	7	7	3
358	57.64	93.4	316.28	13	4	11
359	70.15	358.27	137.11	16	9	6
360	12.92	224.94	113.78	8	7	3
361	67.37	171.69	67.37	17	6	2
362	47.46	136.62	308.5	12	5	9
363	7.3	275.84	589.02	7	8	15
364	20.21	207.87	471.87	9	7	10
365	68.27	93.81	68.27	11	4	2
366	12.17	290.25	12.17	11	8	2
367	40.07	238.09	53.67	12	7	3
368	65.57	172.93	65.57	12	4	2
369	48.94	331.76	108.5	8	8	5
370	26.98	222.9	155.6	11	7	4
371	43.98	104.96	86.84	12	4	4
372	6.87	199.09	329.61	6	6	8
373	69.94	337.26	78.9	20	7	3
374	66.71	177.81	239.71	17	6	6
375	6.81	140.31	161.25	6	6	4
376	65.64	151.42	65.64	13	4	2
377	24.09	285.69	346.01	9	8	9
378	15.26	182.12	322.96	8	6	7
379	65.79	87.87	90.69	12	3	3
380	31.52	95.4	74.7	7	5	3
381	59.86	207.88	706.96	12	5	15
382	61.38	202.62	61.38	15	5	2
383	24.18	190.66	490.6	8	6	12
384	14.21	58.79	184.25	6	3	6
385	18.69	206.65	53.95	8	6	3
386	58.91	58.91	313.45	13	2	7
387	29.64	221.16	879.36	11	7	18
388	70.91	359.17	140.21	19	9	5
389	42.07	94.93	108.43	12	5	3
390	41.72	256.56	150.94	13	5	5
391	49.27	82.03	380.55	11	4	9
392	44.19	158.69	114.87	13	5	4
393	38.93	265.63	573.85	10	9	16
394	48.48	265.44	48.48	12	8	2
395	21.51	248.81	21.51	8	6	2
396	66.29	237.83	66.29	14	5	2
397	41.67	158.85	140.63	11	5	4
398	39.86	216.24	215.9	12	7	7
399	60.1	214.32	761.5	10	7	17
400	28.01	111.65	134.45	11	3	5
401	26.85	248.05	279.15	8	7	9
402	66.64	147.66	86.4	14	5	3
403	35.91	273.47	123.13	13	6	3
404	24.64	101.26	103.24	12	4	3
405	45.59	293.85	152.83	11	7	5
406	48.74	267.82	80.22	12	7	3
407	49.92	226.82	139.76	13	5	4
408	39.98	258.32	39.98	9	8	2
409	65.94	276.96	197.62	11	7	6
410	38.96	156.46	38.96	11	5	2
411	36.69	150.41	205.95	8	5	6
412	51.28	213.84	203.1	10	7	6
413	41.84	132.78	110.66	12	5	3
414	64.6	374.84	146.04	15	8	5
415	54.59	267.77	362.01	10	6	8
416	51.59	194.77	696.79	12	6	16
417	35.35	213.25	177.73	14	6	4
418	58.56	213.46	124.92	14	8	3
419	24.72	196.8	63.24	13	5	3
420	58.27	155.99	89.31	12	4	4
421	42.4	103.8	185.96	8	4	6
422	29.02	203.04	29.02	9	6	2
423	5.62	131.02	5.62	5	7	2
424	46.16	207.1	313.1	11	5	8
425	50.88	193.44	535.1	13	7	12
426	53.58	206.04	191.5	13	7	7
427	53.74	117.42	666.52	11	4	13
428	26.98	233.9	197.86	11	6	6
429	36.19	167.73	36.19	8	6	2
430	62.18	309.34	69.08	18	8	3
431	61.38	347.76	73.94	14	8	3
432	53.07	270.45	76.51	11	7	3
433	24.12	154.2	293.36	14	5	7
434	31.54	200.72	141.96	12	6	4
435	63.92	223.48	192.74	13	5	4
436	36.08	199.48	143.3	13	5	6
437	60.49	126.87	734.67	14	4	16
438	50.52	132.1	226.14	10	4	8
439	49.13	228.45	330.53	10	6	6
440	28.79	162.45	748.83	9	4	18
441	36.57	297.77	36.57	8	7	2
442	67.31	196.11	70.13	13	4	3
443	33.23	33.23	40.87	11	2	3
444	41.74	242.82	157.4	12	7	5
445	24.7	303.58	24.7	13	8	2
446	71.26	260.06	71.26	15	7	2
447	33.05	136.17	152.17	7	5	5
448	40.25	146.19	40.25	11	7	2
449	41.04	325.64	41.04	8	8	2
450	58.61	230.01	87.31	10	7	3
451	56.76	117.58	306.02	16	4	6
452	51.13	169.75	230.69	13	5	6
453	19.72	447.7	92.62	10	9	3
454	65.55	300.69	114.45	15	8	4
455	27.9	358.24	220.32	9	7	5
456	59.76	254.36	88.1	13	7	3
457	46.93	213.47	119.85	12	6	4
458	49.35	183.87	269.79	12	4	7
459	16.81	200.33	16.81	11	5	2
460	50.6	175.82	572.72	9	5	13
461	8.91	306.53	361.69	5	7	9
462	24.95	290.27	1127.63	10	8	27
463	54.11	112.31	54.11	16	3	2
464	67.29	193.03	361.41	17	5	11
465	59.2	138.88	283.58	12	4	7
466	28.29	215.43	695.87	11	6	18
467	61.44	273.24	196.5	14	7	5
468	77.69	409.25	206.61	17	8	4
469	39.17	132.63	93.15	14	4	3
470	41.8	235.42	196.18	14	6	5
471	31.16	309.9	419.62	12	7	12
472	17.19	149.99	332.61	10	5	10
473	45.86	219.8	134.36	12	5	4
474	70.26	241.34	333.9	11	6	6
475	40.77	290.01	151.87	17	8	5
476	15.65	282.07	134.35	6	6	5
477	57.59	356.45	109.93	14	8	4
478	39.74	246.24	628.54	10	7	17
479	17.59	166.81	279.13	7	6	8
480	18.35	183.95	18.35	10	5	2
481	60.59	161.95	60.59	16	4	2
482	55.86	329.82	123.4	17	9	3
483	43.5	165.16	463.48	12	4	10
484	45.52	244.88	301.72	13	7	7
485	47.15	193.71	81.67	13	4	3
486	53.21	243.59	506.91	10	6	11
487	61.02	220.76	537.68	13	6	12
488	35.32	121.42	860.96	14	5	18
489	53.13	142.27	838.69	11	4	18
490	29.21	76.93	135.63	9	5	4
491	52.93	309.97	152.93	17	7	4
492	53.5	178.6	261.5	15	6	6
493	37.18	285.86	78.24	8	7	4
494	47.31	358.79	148.19	13	9	4
495	29.08	207.8	125.6	8	5	5
496	38.31	283.79	67.01	12	7	3
497	64.79	224.01	149.65	14	5	4
498	27.78	225.7	736.62	8	6	18
499	30.62	326.4	219.22	7	8	6
500	40.22	231.16	129.12	9	5	5
501	39.53	194.57	899.53	10	5	19
502	65.3	366.4	363.34	12	7	10
503	48.31	262.97	88.19	13	6	4
504	36.44	305.88	36.44	11	9	2
505	70.82	172.14	206.64	13	5	7
506	68.62	99.98	78.82	16	3	3
507	61.26	150.88	202.08	11	5	6
508	29.2	169.18	178.48	8	5	5
509	57.73	308.17	833.23	12	8	19
510	42.35	350.51	727.71	11	8	18
511	60.42	296.58	111.06	16	7	3
512	55.74	113.18	159.56	17	5	6
513	60.88	197.98	135.9	13	5	5
514	74.6	276.94	129.26	16	7	4
515	67.43	226.29	150.51	16	6	5
516	49.29	259.99	225.17	12	6	7
517	35.57	120.19	129.77	10	5	4
518	44.93	391.57	44.93	12	8	2
519	60.36	286.02	187.6	13	7	4
520	59.14	228.08	160.38	14	6	6
521	58.73	195.19	82.17	13	6	3
522	16.41	111.17	459.69	7	5	12
523	20.26	86.34	20.26	6	3	2
524	74.3	123.14	115.72	14	4	3
525	59.43	275.13	211.93	14	6	6
526	67.32	143.12	139.82	13	6	4
527	49.45	334.67	80.21	9	8	3
528	50.13	276.45	204.13	9	7	7
529	31.21	330.25	31.21	12	6	2
530	60.0	243.8	88.34	16	7	3
531	73.49	263.89	384.95	14	7	11
532	25.37	270.61	112.59	5	7	3
533	40.09	422.25	114.27	11	9	4
534	37.65	293.03	422.45	11	8	8
535	35.9	232.9	218.2	10	6	5
536	27.44	90.32	90.76	10	4	4
537	62.05	253.19	147.29	15	5	4
538	10.43	246.65	92.33	4	6	4
539	10.5	277.52	115.18	7	7	5
540	54.56	347.28	162.64	15	7	7
541	49.54	497.92	476.1	13	10	15
542	12.47	239.79	12.47	7	6	2
543	15.09	183.47	150.85	6	5	5
544	69.14	197.42	220.28	15	5	6
545	49.5	234.68	79.82	14	7	3
546	31.34	327.24	155.26	9	8	6
547	5.32	201.42	691.82	7	5	15
548	58.81	307.25	58.81	13	9	2
549	51.34	259.22	288.14	13	6	8
550	39.72	202.56	211.06	10	6	8
551	62.17	99.69	62.17	13	4	2
552	66.69	122.43	144.49	15	5	5
553	58.62	278.74	102.16	18	7	5
554	41.24	162.28	46.76	11	4	3
555	48.37	320.77	56.01	15	8	3
556	46.39	178.73	141.79	11	6	5
557	69.81	313.61	290.09	16	7	7
558	72.24	217.98	201.48	16	5	4
559	41.95	374.85	160.87	9	10	5
560	33.71	455.25	461.81	13	10	13
561	23.68	210.56	204.0	9	6	7
562	39.03	98.71	148.13	9	4	5
563	20.67	337.27	49.49	10	8	3
564	46.01	137.57	196.01	11	5	5
565	62.15	233.37	108.05	17	5	5
566	22.51	495.03	1108.59	10	10	24
567	19.04	231.0	19.04	8	6	2
568	28.97	212.01	396.19	12	5	12
569	30.95	185.21	267.75	10	6	8
570	33.38	214.76	421.86	11	6	12
571	24.77	236.37	200.93	12	7	5
572	24.49	143.19	437.25	7	5	10
573	26.28	215.54	151.04	13	7	4
574	42.36	175.34	150.44	10	6	4
575	27.74	277.16	27.74	8	6	2
576	10.67	149.55	495.57	8	5	12
577	27.3	204.56	143.52	10	6	5
578	62.85	69.03	62.85	13	3	2
579	50.91	245.25	84.63	13	7	3
580	11.44	230.8	643.34	8	7	17
581	50.21	213.77	50.21	8	6	2
582	62.0	352.32	1093.36	13	7	28
583	42.14	180.06	351.72	10	4	9
584	51.96	129.14	104.3	9	5	3
585	34.72	151.88	39.5	7	5	3
586	56.44	207.54	105.38	11	8	4
587	49.94	200.18	263.56	11	7	9
588	45.01	208.41	204.09	9	5	7
589	62.98	235.88	85.02	9	7	3
590	76.0	160.28	83.88	15	6	3
591	18.49	222.41	141.43	9	7	5
592	57.54	100.12	94.12	13	4	3
593	41.94	271.24	708.86	8	7	20
594	54.45	146.83	110.79	11	5	3
595	29.32	126.2	221.24	8	4	6
596	42.67	164.97	70.11	15	6	3
597	69.1	295.06	147.54	11	7	4
598	31.71	175.25	39.35	9	6	3
599	44.49	239.59	475.13	10	6	11
600	39.31	104.05	85.01	13	3	3
601	58.66	160.62	235.44	13	5	7
602	25.29	258.03	25.29	9	6	2
603	47.36	333.94	137.0	11	8	5
604	63.79	143.81	165.23	11	4	4
605	49.79	221.03	54.53	11	7	3
606	40.4	235.64	117.0	9	6	4
607	45.88	137.24	697.6	14	4	15
608	30.42	233.74	172.04	9	6	4
609	43.44	279.96	135.36	9	6	4
610	45.87	308.33	762.15	11	7	21
611	59.93	162.31	248.31	14	7	7
612	59.62	189.26	184.82	13	8	7
613	71.83	134.09	87.89	10	3	3
614	14.19	180.19	136.87	7	5	4
615	62.87	154.01	68.63	12	6	3
616	49.78	380.08	49.78	12	9	2
617	66.74	108.08	86.5	15	4	3
618	47.73	123.89	136.97	12	4	5
619	43.54	135.14	105.26	13	6	4
620	21.77	140.01	466.39	8	5	12
621	68.04	262.7	374.94	14	7	9
622	4.58	241.4	169.28	4	5	4
623	65.61	162.33	201.25	14	5	7
624	77.8	188.86	212.94	14	5	5
625	22.99	22.99	61.31	6	2	3
626	36.23	173.23	307.75	8	6	8
627	23.37	184.69	130.59	12	6	4
628	37.87	163.21	187.77	10	5	6
629	48.51	232.35	48.51	13	6	2
630	30.69	260.03	857.79	6	7	24
631	31.83	209.25	85.67	9	5	3
632	39.83	110.01	1267.03	13	4	26
633	37.84	197.48	142.48	11	7	5
634	48.76	148.28	88.98	13	6	5
635	36.8	238.74	113.38	11	5	3
636	35.87	183.07	306.21	16	4	8
637	2.95	169.17	65.51	4	7	3
638	53.43	157.51	240.85	10	5	7
639	53.09	191.21	53.09	14	7	2
640	31.12	204.14	31.12	13	6	2
641	36.79	114.33	152.93	8	5	6
642	61.48	137.0	296.88	11	4	8
643	74.46	273.56	1088.38	18	6	23
644	34.24	393.24	89.92	10	9	3
645	53.64	271.9	118.08	13	7	4
646	60.1	270.62	66.66	12	7	3
647	13.82	307.3	42.64	8	8	3
648	48.38	192.94	82.14	11	7	3
649	55.89	205.07	203.43	11	6	6
650	20.67	141.43	125.57	7	4	4
651	16.79	131.91	614.71	7	5	14
652	26.76	220.84	131.78	6	6	4
653	30.02	308.58	30.02	9	8	2
654	9.52	180.12	393.5	5	7	11
655	48.54	341.04	878.72	8	8	24
656	11.49	307.17	94.71	5	8	3
657	62.09	274.71	269.69	18	7	8
658	67.29	349.81	98.81	16	7	3
659	15.84	97.84	15.84	8	4	2
660	25.71	220.63	49.35	10	7	3
661	29.79	234.81	97.89	12	6	3
662	49.92	142.12	119.04	14	5	6
663	52.69	165.27	432.13	10	6	8
664	63.86	155.2	75.94	12	4	3
665	33.8	278.72	354.34	7	7	11
666	43.26	295.06	623.94	6	6	18
667	27.75	153.23	149.07	9	6	5
668	67.29	315.95	108.35	16	8	4
669	68.86	213.5	228.8	12	5	9
670	14.4	14.4	114.1	9	2	3
671	53.39	211.55	76.73	11	6	3
672	25.64	87.36	786.42	8	3	22
673	27.49	269.77	195.21	11	6	7
674	42.67	65.65	42.67	6	3	2
675	23.75	275.09	310.13	11	7	8
676	29.7	141.5	182.08	15	3	5
677	16.92	131.1	186.28	5	4	5
678	69.74	211.5	308.68	16	6	7
679	57.55	271.15	188.01	10	6	6
680	27.0	164.6	922.18	10	4	21
681	40.26	77.62	47.9	11	4	3
682	67.04	174.38	840.5	15	4	19
683	17.46	291.72	503.36	11	7	9
684	58.76	142.2	544.78	13	6	12
685	4.05	125.67	171.27	7	6	4
686	54.16	102.04	294.2	14	5	7
687	67.45	305.05	86.43	15	7	3
688	12.21	289.39	12.21	8	7	2
689	58.61	338.99	473.01	15	7	12
690	50.24	348.32	195.56	6	9	7
691	42.34	213.48	224.64	13	6	5
692	54.59	301.31	54.59	17	9	2
693	28.97	196.21	229.73	8	6	7
