cycle	rlat	clat	klat	rhop	chop	khop	hopcat	latcat
0	23.22	46.7	108.16	5	3	6	3	2
1	5.17	34.17	66.51	2	3	5	3	1
2	30.73	104.71	30.73	5	4	2	1	2
3	26.14	33.24	26.14	5	3	2	1	2
4	13.91	22.21	115.69	3	3	4	3	1
5	27.67	34.79	78.97	3	3	4	3	2
6	24.61	24.61	24.61	5	2	2	3	2
7	18.06	69.14	62.04	4	4	4	3	2
8	25.65	25.65	25.65	4	2	2	1	2
9	10.35	18.65	112.13	2	3	4	2	1
10	15.89	33.33	43.71	3	3	3	2	1
11	3.56	42.9	3.56	2	3	2	2	1
12	14.5	55.42	14.5	3	4	2	2	1
13	18.06	69.14	18.06	4	4	2	3	2
14	31.23	31.23	31.23	4	2	2	3	2
15	18.06	18.06	18.06	4	2	2	3	2
16	16.82	35.46	44.64	3	3	3	3	1
17	54.84	73.48	61.96	6	3	3	2	3
18	12.87	12.87	12.87	4	2	2	2	1
19	20.97	38.41	48.79	4	3	3	3	2
20	12.62	12.62	12.62	2	2	2	1	1
21	22.09	68.55	22.09	3	4	2	1	2
22	31.23	31.23	31.23	4	2	2	3	2
23	29.69	29.69	57.51	6	2	3	2	2
24	10.35	18.65	10.35	2	3	2	2	1
25	22.97	31.27	31.27	3	3	3	2	2
26	47.34	47.34	54.44	6	2	3	2	3
27	54.84	73.48	54.84	6	3	2	2	3
28	38.02	38.02	38.02	4	2	2	1	3
29	27.67	34.79	27.67	3	3	2	3	2
30	3.55	3.55	3.55	2	2	2	1	1
31	27.67	34.79	27.67	3	3	2	3	2
32	12.62	66.96	12.62	2	4	2	1	1
33	29.69	29.69	29.69	6	2	2	2	2
34	50.89	50.89	50.89	7	3	2	1	3
35	18.06	18.06	18.06	4	2	2	3	2
36	30.73	30.73	30.73	5	2	2	1	2
37	15.05	47.41	40.29	2	4	3	2	1
38	16.18	70.52	89.16	3	3	4	2	1
39	8.72	8.72	37.72	3	2	3	2	1
40	24.61	24.61	24.61	5	2	2	3	2
41	19.67	19.67	44.91	4	2	3	3	2
42	20.97	66.91	20.97	4	3	2	3	2
43	16.82	71.06	16.82	3	4	2	3	1
44	27.12	68.04	27.12	4	4	2	1	2
45	34.71	44.87	41.83	4	3	3	2	3
46	23.22	46.7	23.22	5	3	2	3	2
47	42.17	42.17	42.17	5	2	3	2	3
48	3.55	3.55	3.55	2	2	2	1	1
49	3.56	3.56	3.56	2	2	2	2	1
50	23.22	46.7	23.22	5	3	2	3	2
51	30.73	104.71	30.73	5	4	2	1	2
52	26.14	33.24	26.14	5	3	2	1	2
53	38.02	46.32	38.02	4	3	2	1	3
54	3.56	3.56	3.56	2	2	2	2	1
55	34.71	44.87	34.71	4	3	2	2	3
56	38.02	38.02	38.02	4	2	2	1	3
57	23.23	78.57	23.23	5	3	2	2	2
58	54.84	73.48	54.84	6	3	2	2	3
59	14.5	55.42	14.5	3	4	2	2	1
60	35.84	59.32	35.84	6	3	3	3	3
61	14.5	14.5	14.5	3	2	2	2	1
62	3.55	3.55	3.55	2	2	2	1	1
63	24.61	24.61	24.61	5	2	2	3	2
64	10.35	28.99	10.35	2	3	2	2	1
65	47.34	47.34	47.34	6	2	2	2	3
66	11.74	20.04	87.78	2	3	3	3	1
67	24.61	24.61	24.61	5	2	2	3	2
68	5.17	12.27	5.17	2	3	2	3	1
69	39.79	39.79	39.79	5	2	2	3	3
70	8.72	8.72	8.72	3	2	2	2	1
71	3.56	3.56	3.56	2	2	2	2	1
72	20.97	38.41	20.97	4	3	2	3	2
73	29.69	29.69	29.69	6	2	2	2	2
74	16.82	35.46	16.82	3	3	2	3	1
75	54.84	109.08	54.84	6	4	2	2	3
76	16.18	16.18	16.18	3	3	2	2	1
77	26.78	82.12	26.78	6	3	2	2	2
78	12.87	12.87	12.87	4	2	2	2	1
79	25.65	25.65	25.65	4	2	2	1	2
80	3.55	3.55	3.55	2	2	2	1	1
81	27.12	27.12	27.12	4	2	2	1	2
82	18.06	18.06	18.06	4	2	2	3	2
83	47.34	47.34	47.34	6	2	2	2	3
84	19.67	19.67	19.67	4	2	2	3	2
85	39.79	39.79	39.79	5	2	2	3	3
86	15.89	15.89	15.89	3	2	2	2	1
87	30.73	104.71	30.73	5	4	2	1	2
88	49.76	58.06	49.76	5	3	2	3	3
89	16.18	70.52	16.18	3	3	2	2	1
90	23.22	23.22	23.22	5	2	2	3	2
91	16.18	16.18	16.18	3	3	2	2	1
92	34.71	44.87	34.71	4	3	2	2	3
93	23.22	46.7	23.22	5	3	2	3	2
94	10.35	18.65	10.35	2	3	2	2	1
95	50.89	50.89	50.89	7	2	2	1	3
96	27.12	27.12	27.12	4	2	2	1	2
97	22.09	68.55	22.09	3	4	2	1	2
98	27.67	56.67	27.67	3	3	2	3	2
99	13.91	32.55	13.91	3	3	2	3	1
100	42.17	42.17	42.17	5	2	2	2	3
101	22.97	31.27	22.97	3	3	2	2	2
102	16.18	70.52	16.18	3	3	2	2	1
103	5.08	5.08	56.38	2	2	3	2	1
104	21.06	48.88	67.0	4	3	3	2	2
105	5.08	5.08	5.08	2	2	2	2	1
106	27.67	34.79	27.67	3	3	2	3	2
107	35.84	35.84	35.84	6	3	2	3	3
108	9.32	38.32	9.32	3	4	3	2	1
109	22.97	31.27	22.97	3	3	2	2	2
110	35.84	35.84	35.84	6	3	2	3	3
111	5.17	34.17	5.17	2	3	2	3	1
112	12.87	12.87	12.87	4	2	2	2	1
113	50.89	50.89	50.89	7	2	2	1	3
114	22.97	31.27	22.97	3	3	2	2	2
115	5.17	34.17	5.17	2	3	2	3	1
116	22.09	68.55	22.09	3	4	2	1	2
117	31.23	31.23	31.23	4	2	2	3	2
118	27.67	56.67	27.67	3	3	2	3	2
119	16.82	71.06	16.82	3	4	2	3	1
120	32.29	32.29	32.29	5	2	2	3	2
121	22.97	31.27	22.97	3	3	2	2	2
122	12.62	66.96	12.62	2	4	2	1	1
123	30.73	30.73	30.73	5	2	2	1	2
124	27.12	68.04	27.12	4	4	2	1	2
125	47.34	47.34	47.34	6	2	2	2	3
126	32.29	32.29	32.29	5	2	2	3	2
127	25.65	25.65	25.65	4	2	2	1	2
128	20.97	38.41	20.97	4	3	2	3	2
129	5.08	54.3	5.08	2	3	2	2	1
130	16.82	35.46	16.82	3	3	2	3	1
131	49.76	58.06	49.76	5	3	2	3	3
132	5.08	5.08	5.08	2	2	2	2	1
133	11.74	20.04	11.74	2	3	2	3	1
134	35.84	59.32	35.84	6	3	2	3	3
135	10.35	28.99	10.35	2	3	2	2	1
136	29.69	29.69	29.69	6	2	2	2	2
137	54.84	73.48	54.84	6	3	2	2	3
138	22.97	31.27	22.97	3	3	2	2	2
139	19.67	19.67	19.67	4	2	2	3	2
140	10.35	18.65	10.35	2	3	2	2	1
141	19.67	19.67	19.67	4	2	2	3	2
142	9.32	9.32	9.32	3	2	2	2	1
143	22.09	68.55	22.09	3	4	2	1	2
144	12.87	12.87	12.87	4	3	2	2	1
145	12.62	12.62	12.62	2	2	2	1	1
146	39.79	39.79	39.79	5	2	2	3	3
147	23.22	46.7	23.22	5	3	2	3	2
148	54.84	73.48	54.84	6	3	2	2	3
149	29.69	29.69	29.69	6	2	2	2	2
150	23.22	46.7	23.22	5	3	2	3	2
151	42.17	42.17	42.17	5	2	2	2	3
152	25.65	85.03	25.65	4	4	2	1	2
153	34.71	34.71	34.71	4	2	2	2	3
154	12.87	12.87	12.87	4	2	2	2	1
155	32.29	32.29	32.29	5	3	2	3	2
156	19.67	19.67	19.67	4	2	2	3	2
157	42.17	42.17	42.17	5	2	2	2	3
158	4.15	43.49	4.15	2	4	2	1	1
159	4.15	4.15	4.15	2	2	2	1	1
160	14.5	55.42	14.5	3	4	2	2	1
161	18.06	18.06	18.06	4	2	2	3	2
162	39.79	39.79	39.79	5	2	2	3	3
163	10.35	28.99	10.35	2	3	2	2	1
164	29.69	29.69	29.69	6	2	2	2	2
165	27.12	68.04	27.12	4	4	2	1	2
166	12.62	12.62	12.62	2	2	2	1	1
167	38.02	46.32	38.02	4	3	2	1	3
168	16.18	16.18	16.18	3	3	2	2	1
169	47.34	47.34	47.34	6	2	2	2	3
170	34.71	34.71	34.71	4	2	2	2	3
171	5.17	34.17	5.17	2	3	2	3	1
172	15.05	69.29	15.05	2	3	2	2	1
173	15.05	47.41	15.05	2	4	2	2	1
174	3.56	42.9	3.56	2	3	2	2	1
175	26.78	82.12	26.78	6	3	2	2	2
176	27.12	68.04	27.12	4	4	2	1	2
177	16.18	16.18	16.18	3	3	2	2	1
178	47.34	47.34	47.34	6	2	2	2	3
179	3.56	3.56	3.56	2	2	2	2	1
180	35.84	35.84	35.84	6	3	2	3	3
181	29.69	29.69	29.69	6	2	2	2	2
182	16.18	16.18	16.18	3	3	2	2	1
183	13.91	32.55	13.91	3	3	2	3	1
184	26.78	82.12	26.78	6	3	2	2	2
185	3.56	3.56	3.56	2	2	2	2	1
186	20.97	38.41	20.97	4	3	2	3	2
187	23.22	23.22	23.22	5	2	2	3	2
188	27.17	27.17	35.47	4	3	3	2	2
189	42.17	42.17	42.17	5	2	2	2	3
190	29.69	29.69	29.69	6	2	2	2	2
191	24.61	24.61	24.61	5	2	2	3	2
192	49.76	56.88	49.76	5	3	2	3	3
193	18.06	18.06	18.06	4	2	2	3	2
194	42.17	42.17	42.17	5	2	2	2	3
195	19.67	19.67	19.67	4	2	2	3	2
196	22.09	68.55	22.09	3	4	2	1	2
197	32.29	32.29	32.29	5	3	2	3	2
198	27.17	27.17	27.17	4	3	2	2	2
199	27.67	34.79	27.67	3	3	2	3	2
200	14.5	55.42	14.5	3	4	2	2	1
201	13.91	22.21	13.91	3	3	2	3	1
202	10.35	18.65	10.35	2	3	2	2	1
203	50.89	50.89	50.89	7	3	2	1	3
204	50.89	50.89	50.89	7	3	2	1	3
205	26.14	33.24	26.14	5	3	2	1	2
206	15.05	69.29	15.05	2	3	2	2	1
207	26.78	60.42	26.78	6	3	2	2	2
208	25.65	85.03	25.65	4	4	2	1	2
209	9.32	9.32	9.32	3	2	2	2	1
210	16.82	71.06	16.82	3	4	2	3	1
211	23.22	46.7	23.22	5	3	2	3	2
212	26.78	82.12	26.78	6	3	2	2	2
213	54.84	109.08	54.84	6	4	2	2	3
214	5.08	5.08	5.08	2	2	2	2	1
215	19.67	19.67	19.67	4	2	2	3	2
216	39.79	39.79	39.79	5	2	2	3	3
217	27.12	27.12	27.12	4	2	2	1	2
218	4.15	4.15	4.15	2	2	2	1	1
219	27.17	45.81	27.17	4	3	2	2	2
220	11.74	20.04	11.74	2	3	2	3	1
221	22.09	68.55	22.09	3	4	2	1	2
222	16.82	35.46	16.82	3	3	2	3	1
223	16.82	35.46	16.82	3	3	2	3	1
224	11.74	20.04	11.74	2	3	2	3	1
225	29.69	29.69	29.69	6	2	2	2	2
226	42.17	42.17	42.17	5	2	2	2	3
227	14.5	14.5	14.5	3	2	2	2	1
228	30.73	30.73	30.73	5	2	2	1	2
229	32.29	32.29	32.29	5	2	2	3	2
230	12.87	12.87	12.87	4	2	2	2	1
231	32.29	32.29	32.29	5	2	2	3	2
232	26.14	26.14	26.14	5	2	2	1	2
233	13.91	32.55	13.91	3	3	2	3	1
234	10.35	18.65	10.35	2	3	2	2	1
235	50.89	50.89	50.89	7	3	2	1	3
236	26.78	60.42	26.78	6	3	2	2	2
237	47.34	47.34	47.34	6	2	2	2	3
238	27.12	27.12	27.12	4	2	2	1	2
239	50.89	50.89	50.89	7	2	2	1	3
240	42.17	42.17	42.17	5	2	2	2	3
241	23.23	78.57	23.23	5	3	2	2	2
242	21.06	28.16	21.06	4	3	2	2	2
243	3.55	98.23	3.55	2	3	2	1	1
244	3.55	3.55	3.55	2	2	2	1	1
245	29.69	29.69	29.69	6	2	2	2	2
246	8.72	8.72	8.72	3	2	2	2	1
247	27.12	27.12	27.12	4	2	2	1	2
248	10.35	28.99	10.35	2	3	2	2	1
249	24.61	24.61	24.61	5	2	2	3	2
250	29.69	29.69	29.69	6	2	2	2	2
251	32.29	32.29	32.29	5	3	2	3	2
252	16.82	35.46	16.82	3	3	2	3	1
253	16.18	16.18	16.18	3	3	2	2	1
254	35.84	59.32	35.84	6	3	2	3	3
255	11.74	58.2	11.74	2	4	2	3	1
256	35.84	35.84	35.84	6	3	2	3	3
257	49.76	56.88	49.76	5	3	2	3	3
258	29.69	29.69	29.69	6	2	2	2	2
259	15.89	15.89	15.89	3	2	2	2	1
260	9.32	9.32	9.32	3	2	2	2	1
261	42.17	42.17	42.17	5	2	2	2	3
262	25.65	85.03	25.65	4	4	2	1	2
263	21.06	28.16	21.06	4	3	2	2	2
264	29.69	29.69	29.69	6	2	2	2	2
265	12.62	12.62	12.62	2	2	2	1	1
266	25.65	85.03	25.65	4	4	2	1	2
267	19.67	19.67	19.67	4	2	2	3	2
268	30.73	104.71	30.73	5	4	2	1	2
269	12.87	12.87	12.87	4	2	2	2	1
270	27.17	27.17	27.17	4	3	2	2	2
271	18.06	69.14	18.06	4	4	2	3	2
272	35.84	35.84	35.84	6	3	2	3	3
273	24.61	24.61	24.61	5	2	2	3	2
274	20.97	66.91	20.97	4	3	2	3	2
275	22.97	31.27	22.97	3	3	2	2	2
276	5.17	12.27	5.17	2	3	2	3	1
277	15.89	15.89	15.89	3	2	2	2	1
278	9.32	9.32	9.32	3	2	2	2	1
279	12.62	66.96	12.62	2	4	2	1	1
280	16.18	16.18	16.18	3	3	2	2	1
281	13.91	22.21	13.91	3	3	2	3	1
282	13.91	22.21	13.91	3	3	2	3	1
283	42.17	42.17	42.17	5	2	2	2	3
284	3.56	42.9	3.56	2	3	2	2	1
285	19.67	19.67	19.67	4	2	2	3	2
286	26.78	82.12	26.78	6	3	2	2	2
287	24.61	24.61	24.61	5	2	2	3	2
288	5.17	34.17	5.17	2	3	2	3	1
289	34.71	44.87	34.71	4	3	2	2	3
290	14.5	55.42	14.5	3	4	2	2	1
291	30.73	104.71	30.73	5	4	2	1	2
292	8.72	8.72	8.72	3	2	2	2	1
293	4.15	43.49	4.15	2	4	2	1	1
294	15.89	15.89	15.89	3	2	2	2	1
295	21.06	48.88	21.06	4	3	2	2	2
296	16.82	35.46	16.82	3	3	2	3	1
297	23.23	23.23	23.23	5	2	2	2	2
298	26.78	60.42	26.78	6	3	2	2	2
299	23.22	23.22	23.22	5	2	2	3	2
300	54.84	73.48	54.84	6	3	2	2	3
301	23.23	78.57	23.23	5	3	2	2	2
302	32.29	32.29	32.29	5	2	2	3	2
303	32.29	32.29	32.29	5	3	2	3	2
304	27.67	34.79	27.67	3	3	2	3	2
305	12.87	12.87	12.87	4	2	2	2	1
306	49.76	56.88	49.76	5	3	2	3	3
307	31.23	31.23	31.23	4	2	2	3	2
308	32.29	32.29	32.29	5	2	2	3	2
309	3.56	42.9	3.56	2	3	2	2	1
310	14.5	55.42	14.5	3	4	2	2	1
311	30.73	104.71	30.73	5	4	2	1	2
312	30.73	30.73	30.73	5	2	2	1	2
313	5.08	54.3	5.08	2	3	2	2	1
314	26.78	82.12	26.78	6	3	2	2	2
315	3.55	98.23	3.55	2	3	2	1	1
316	3.55	98.23	3.55	2	3	2	1	1
317	49.76	56.88	49.76	5	3	2	3	3
318	42.17	42.17	42.17	5	2	2	2	3
319	24.61	24.61	24.61	5	2	2	3	2
320	26.78	60.42	26.78	6	3	2	2	2
321	29.69	29.69	29.69	6	2	2	2	2
322	35.84	59.32	35.84	6	3	2	3	3
323	23.23	23.23	23.23	5	2	2	2	2
324	12.87	12.87	12.87	4	3	2	2	1
325	15.89	33.33	15.89	3	3	2	2	1
326	4.15	43.49	4.15	2	4	2	1	1
327	26.78	82.12	26.78	6	3	2	2	2
328	27.17	45.81	27.17	4	3	2	2	2
329	11.74	58.2	11.74	2	4	2	3	1
330	47.34	47.34	47.34	6	2	2	2	3
331	5.08	54.3	5.08	2	3	2	2	1
332	13.91	32.55	13.91	3	3	2	3	1
333	27.12	27.12	27.12	4	2	2	1	2
334	16.18	70.52	16.18	3	3	2	2	1
335	11.74	20.04	11.74	2	3	2	3	1
336	11.74	58.2	11.74	2	4	2	3	1
337	27.67	56.67	27.67	3	3	2	3	2
338	3.55	98.23	3.55	2	3	2	1	1
339	27.17	27.17	27.17	4	3	2	2	2
340	38.02	38.02	38.02	4	2	2	1	3
341	31.23	31.23	31.23	4	2	2	3	2
342	11.74	58.2	11.74	2	4	2	3	1
343	15.89	33.33	15.89	3	3	2	2	1
344	25.65	85.03	25.65	4	4	2	1	2
345	35.84	35.84	35.84	6	3	2	3	3
346	26.78	60.42	26.78	6	3	2	2	2
347	27.12	27.12	27.12	4	2	2	1	2
348	27.12	68.04	27.12	4	4	2	1	2
349	54.84	73.48	54.84	6	3	2	2	3
350	12.87	12.87	12.87	4	3	2	2	1
351	16.18	70.52	16.18	3	3	2	2	1
352	9.32	9.32	9.32	3	2	2	2	1
353	19.67	19.67	19.67	4	2	2	3	2
354	19.67	19.67	19.67	4	2	2	3	2
355	10.35	18.65	10.35	2	3	2	2	1
356	8.72	8.72	8.72	3	2	2	2	1
357	15.05	47.41	15.05	2	4	2	2	1
358	14.5	14.5	14.5	3	2	2	2	1
359	4.15	43.49	4.15	2	4	2	1	1
360	30.73	104.71	30.73	5	4	2	1	2
361	35.84	59.32	35.84	6	3	2	3	3
362	13.91	22.21	13.91	3	3	2	3	1
363	23.22	23.22	23.22	5	2	2	3	2
364	4.15	4.15	4.15	2	2	2	1	1
365	10.35	28.99	10.35	2	3	2	2	1
366	15.05	69.29	15.05	2	3	2	2	1
367	12.87	12.87	12.87	4	3	2	2	1
368	16.18	70.52	16.18	3	3	2	2	1
369	10.35	28.99	10.35	2	3	2	2	1
370	19.67	19.67	19.67	4	2	2	3	2
371	27.12	68.04	27.12	4	4	2	1	2
372	39.79	39.79	39.79	5	2	2	3	3
373	11.74	20.04	11.74	2	3	2	3	1
374	34.71	34.71	34.71	4	2	2	2	3
375	8.72	8.72	8.72	3	2	2	2	1
376	10.35	18.65	10.35	2	3	2	2	1
377	18.06	18.06	18.06	4	2	2	3	2
378	12.87	12.87	12.87	4	3	2	2	1
379	42.17	42.17	42.17	5	2	2	2	3
380	26.14	26.14	26.14	5	2	2	1	2
381	9.32	38.32	9.32	3	4	2	2	1
382	27.12	68.04	27.12	4	4	2	1	2
383	23.22	46.7	23.22	5	3	2	3	2
384	12.87	12.87	12.87	4	3	2	2	1
385	27.12	27.12	27.12	4	2	2	1	2
386	26.78	60.42	26.78	6	3	2	2	2
387	38.02	46.32	38.02	4	3	2	1	3
388	35.84	59.32	35.84	6	3	2	3	3
389	3.56	3.56	3.56	2	2	2	2	1
390	4.15	4.15	4.15	2	2	2	1	1
391	3.56	42.9	3.56	2	3	2	2	1
392	8.72	8.72	8.72	3	2	2	2	1
393	50.89	50.89	50.89	7	3	2	1	3
394	23.22	23.22	23.22	5	2	2	3	2
395	26.14	33.24	26.14	5	3	2	1	2
396	12.87	12.87	12.87	4	3	2	2	1
397	5.17	34.17	5.17	2	3	2	3	1
398	35.84	59.32	35.84	6	3	2	3	3
399	15.89	33.33	15.89	3	3	2	2	1
400	16.82	71.06	16.82	3	4	2	3	1
401	5.17	12.27	5.17	2	3	2	3	1
402	27.17	45.81	27.17	4	3	2	2	2
403	23.22	46.7	23.22	5	3	2	3	2
404	15.05	69.29	15.05	2	3	2	2	1
405	5.08	54.3	5.08	2	3	2	2	1
406	16.82	71.06	16.82	3	4	2	3	1
407	39.79	39.79	39.79	5	2	2	3	3
408	47.34	47.34	47.34	6	2	2	2	3
409	14.5	14.5	14.5	3	2	2	2	1
410	50.89	50.89	50.89	7	3	2	1	3
411	27.67	56.67	27.67	3	3	2	3	2
412	9.32	9.32	9.32	3	2	2	2	1
413	29.69	29.69	29.69	6	2	2	2	2
414	54.84	109.08	54.84	6	4	2	2	3
415	9.32	9.32	9.32	3	2	2	2	1
416	3.56	3.56	3.56	2	2	2	2	1
417	8.72	8.72	8.72	3	2	2	2	1
418	22.09	68.55	22.09	3	4	2	1	2
419	39.79	39.79	39.79	5	2	2	3	3
420	32.29	32.29	32.29	5	2	2	3	2
421	27.67	34.79	27.67	3	3	2	3	2
422	31.23	31.23	31.23	4	2	2	3	2
423	42.17	42.17	42.17	5	2	2	2	3
424	12.62	12.62	12.62	2	2	2	1	1
425	16.18	70.52	16.18	3	3	2	2	1
426	16.18	16.18	16.18	3	3	2	2	1
427	5.08	54.3	5.08	2	3	2	2	1
428	14.5	14.5	14.5	3	2	2	2	1
429	27.17	27.17	27.17	4	3	2	2	2
430	3.56	42.9	3.56	2	3	2	2	1
431	10.35	28.99	10.35	2	3	2	2	1
432	39.79	39.79	39.79	5	2	2	3	3
433	54.84	73.48	54.84	6	3	2	2	3
434	54.84	109.08	54.84	6	4	2	2	3
435	13.91	22.21	13.91	3	3	2	3	1
436	12.87	12.87	12.87	4	3	2	2	1
437	42.17	42.17	42.17	5	2	2	2	3
438	15.05	69.29	15.05	2	3	2	2	1
439	16.82	35.46	16.82	3	3	2	3	1
440	23.22	23.22	23.22	5	2	2	3	2
441	27.67	34.79	27.67	3	3	2	3	2
442	34.71	34.71	34.71	4	2	2	2	3
443	26.14	33.24	26.14	5	3	2	1	2
444	3.56	3.56	3.56	2	2	2	2	1
445	3.56	3.56	3.56	2	2	2	2	1
446	8.72	8.72	8.72	3	2	2	2	1
447	22.09	68.55	22.09	3	4	2	1	2
448	5.17	12.27	5.17	2	3	2	3	1
449	54.84	73.48	54.84	6	3	2	2	3
450	22.09	68.55	22.09	3	4	2	1	2
451	42.17	42.17	42.17	5	2	2	2	3
452	25.65	25.65	25.65	4	2	2	1	2
453	16.82	71.06	16.82	3	4	2	3	1
454	23.23	78.57	23.23	5	3	2	2	2
455	10.35	18.65	10.35	2	3	2	2	1
456	27.17	45.81	27.17	4	3	2	2	2
457	3.55	98.23	3.55	2	3	2	1	1
458	15.89	33.33	15.89	3	3	2	2	1
459	9.32	38.32	9.32	3	4	2	2	1
460	29.69	29.69	29.69	6	2	2	2	2
461	26.78	82.12	26.78	6	3	2	2	2
462	31.23	31.23	31.23	4	2	2	3	2
463	3.55	98.23	3.55	2	3	2	1	1
464	10.35	18.65	10.35	2	3	2	2	1
465	31.23	31.23	31.23	4	2	2	3	2
466	16.18	16.18	16.18	3	3	2	2	1
467	10.35	28.99	10.35	2	3	2	2	1
468	49.76	58.06	49.76	5	3	2	3	3
469	19.67	19.67	19.67	4	2	2	3	2
470	27.17	45.81	27.17	4	3	2	2	2
471	42.17	42.17	42.17	5	2	2	2	3
472	22.97	31.27	22.97	3	3	2	2	2
473	21.06	28.16	21.06	4	3	2	2	2
474	30.73	104.71	30.73	5	4	2	1	2
475	22.97	31.27	22.97	3	3	2	2	2
476	27.12	68.04	27.12	4	4	2	1	2
477	9.32	9.32	9.32	3	2	2	2	1
478	4.15	43.49	4.15	2	4	2	1	1
479	27.67	56.67	27.67	3	3	2	3	2
480	42.17	42.17	42.17	5	2	2	2	3
481	16.82	35.46	16.82	3	3	2	3	1
482	27.12	68.04	27.12	4	4	2	1	2
483	21.06	28.16	21.06	4	3	2	2	2
484	27.12	27.12	27.12	4	2	2	1	2
485	49.76	56.88	49.76	5	3	2	3	3
486	38.02	38.02	38.02	4	2	2	1	3
487	27.17	27.17	27.17	4	3	2	2	2
488	8.72	8.72	8.72	3	2	2	2	1
489	14.5	14.5	14.5	3	2	2	2	1
490	12.87	12.87	12.87	4	2	2	2	1
491	27.12	68.04	27.12	4	4	2	1	2
492	22.97	41.61	22.97	3	4	2	2	2
493	8.72	8.72	8.72	3	2	2	2	1
494	20.97	38.41	20.97	4	3	2	3	2
495	18.06	18.06	18.06	4	2	2	3	2
496	25.65	85.03	25.65	4	4	2	1	2
497	35.84	59.32	35.84	6	3	2	3	3
498	19.67	19.67	19.67	4	2	2	3	2
499	23.22	46.7	23.22	5	3	2	3	2
500	14.5	14.5	14.5	3	2	2	2	1
501	27.17	27.17	27.17	4	3	2	2	2
502	54.84	73.48	54.84	6	3	2	2	3
503	35.84	35.84	35.84	6	3	2	3	3
504	23.22	46.7	23.22	5	3	2	3	2
505	12.62	66.96	12.62	2	4	2	1	1
506	24.61	24.61	24.61	5	2	2	3	2
507	34.71	34.71	34.71	4	2	2	2	3
508	23.22	46.7	23.22	5	3	2	3	2
509	54.84	73.48	54.84	6	3	2	2	3
510	22.09	68.55	22.09	3	4	2	1	2
511	4.15	4.15	4.15	2	2	2	1	1
512	12.87	12.87	12.87	4	2	2	2	1
513	15.05	47.41	15.05	2	4	2	2	1
514	12.87	12.87	12.87	4	2	2	2	1
515	3.56	3.56	3.56	2	2	2	2	1
516	19.67	19.67	19.67	4	2	2	3	2
517	35.84	35.84	35.84	6	3	2	3	3
518	38.02	38.02	38.02	4	2	2	1	3
519	30.73	104.71	30.73	5	4	2	1	2
520	15.05	47.41	15.05	2	4	2	2	1
521	18.06	18.06	18.06	4	2	2	3	2
522	26.78	82.12	26.78	6	3	2	2	2
523	21.06	28.16	21.06	4	3	2	2	2
524	22.09	22.09	22.09	3	2	2	1	2
525	9.32	38.32	9.32	3	4	2	2	1
526	26.78	60.42	26.78	6	3	2	2	2
527	16.18	16.18	16.18	3	3	2	2	1
528	11.74	58.2	11.74	2	4	2	3	1
529	15.05	47.41	15.05	2	4	2	2	1
530	27.17	27.17	27.17	4	3	2	2	2
531	35.84	59.32	35.84	6	3	2	3	3
532	15.89	33.33	15.89	3	3	2	2	1
533	10.35	28.99	10.35	2	3	2	2	1
534	39.79	39.79	39.79	5	2	2	3	3
535	38.02	38.02	38.02	4	2	2	1	3
536	26.14	33.24	26.14	5	3	2	1	2
537	23.23	23.23	23.23	5	2	2	2	2
538	54.84	73.48	54.84	6	3	2	2	3
539	12.87	12.87	12.87	4	3	2	2	1
540	27.17	27.17	27.17	4	3	2	2	2
541	23.23	78.57	23.23	5	3	2	2	2
542	22.09	22.09	22.09	3	2	2	1	2
543	50.89	50.89	50.89	7	3	2	1	3
544	27.12	68.04	27.12	4	4	2	1	2
545	16.82	35.46	16.82	3	3	2	3	1
546	4.15	4.15	4.15	2	2	2	1	1
547	8.72	8.72	8.72	3	2	2	2	1
548	5.17	12.27	5.17	2	3	2	3	1
549	47.34	47.34	47.34	6	2	2	2	3
550	19.67	19.67	19.67	4	2	2	3	2
551	15.89	33.33	15.89	3	3	2	2	1
552	27.12	68.04	27.12	4	4	2	1	2
553	16.82	71.06	16.82	3	4	2	3	1
554	11.74	58.2	11.74	2	4	2	3	1
555	31.23	31.23	31.23	4	2	2	3	2
556	27.12	68.04	27.12	4	4	2	1	2
557	16.18	16.18	16.18	3	3	2	2	1
558	31.23	31.23	31.23	4	2	2	3	2
559	27.12	27.12	27.12	4	2	2	1	2
560	12.62	12.62	12.62	2	2	2	1	1
561	9.32	9.32	9.32	3	2	2	2	1
562	27.67	34.79	27.67	3	3	2	3	2
563	26.78	60.42	26.78	6	3	2	2	2
564	54.84	109.08	54.84	6	4	2	2	3
565	31.23	31.23	31.23	4	2	2	3	2
566	25.65	85.03	25.65	4	4	2	1	2
567	50.89	50.89	50.89	7	2	2	1	3
568	23.23	23.23	23.23	5	2	2	2	2
569	3.55	98.23	3.55	2	3	2	1	1
570	27.67	56.67	27.67	3	3	2	3	2
571	25.65	25.65	25.65	4	2	2	1	2
572	27.17	45.81	27.17	4	3	2	2	2
573	47.34	47.34	47.34	6	2	2	2	3
574	20.97	66.91	20.97	4	3	2	3	2
575	13.91	22.21	13.91	3	3	2	3	1
576	19.67	19.67	19.67	4	2	2	3	2
577	11.74	20.04	11.74	2	3	2	3	1
578	5.17	34.17	5.17	2	3	2	3	1
579	22.09	68.55	22.09	3	4	2	1	2
580	3.55	3.55	3.55	2	2	2	1	1
