sc	rl	cl	kl	rh	ch	kh
131	3.76	281.94	221.18	4	7	5
132	54.64	276.1	370.64	12	6	9
133	32.02	240.4	626.42	7	7	14
134	63.91	230.07	542.31	14	6	16
135	34.89	241.01	849.65	11	6	18
136	45.96	170.9	2220.1	9	5	55
137	60.49	125.89	108.97	13	5	4
138	59.97	222.49	1574.61	11	7	37
139	49.4	177.94	316.2	11	6	8
140	1.31	199.75	1413.05	2	7	40
141	29.47	244.11	84.53	10	6	4
142	26.52	200.7	496.26	6	7	15
143	53.8	354.0	53.8	13	7	2
144	24.34	275.68	67.6	11	8	3
145	54.99	118.29	1406.55	13	4	29
146	49.29	194.79	1492.39	16	4	36
147	49.18	350.06	1913.74	11	7	47
148	74.35	299.65	1323.37	15	7	31
149	42.39	237.87	42.39	10	9	2
150	28.43	169.59	535.85	12	5	15
151	51.65	65.35	1474.83	10	3	33
152	38.53	225.13	1123.35	9	6	27
153	78.74	318.68	1652.74	17	9	39
154	71.47	322.11	578.99	18	6	16
155	50.98	247.24	2355.78	13	5	55
156	41.54	226.3	162.06	10	7	5
157	43.04	228.1	717.24	11	6	18
158	54.38	260.0	2706.24	13	7	62
159	46.41	90.17	102.95	12	4	4
160	57.82	382.38	2177.68	15	8	48
161	69.41	200.51	2567.77	10	6	60
162	31.72	362.02	459.92	9	8	14
163	43.03	105.19	550.55	13	4	16
164	59.01	174.37	2239.27	14	5	57
165	50.68	176.12	50.68	14	6	2
166	57.27	244.95	57.27	14	6	2
167	47.53	230.51	172.49	10	7	5
168	30.43	271.53	30.43	9	8	2
169	0.54	252.54	600.2	2	7	18
170	14.66	261.58	1568.3	6	7	32
171	61.43	204.91	1973.35	17	6	43
172	48.52	141.58	1105.5	10	5	28
173	48.17	242.85	452.39	10	7	15
174	42.2	159.84	542.82	11	6	15
175	55.41	116.99	429.97	15	4	9
176	35.76	233.88	194.42	9	6	6
177	30.59	200.41	2832.39	9	6	67
178	43.12	354.32	207.16	14	7	5
179	23.49	232.81	145.49	9	6	3
180	62.72	216.48	532.46	12	7	15
181	65.72	239.3	81.72	13	8	3
182	46.52	417.2	574.82	11	10	17
183	51.35	152.07	652.55	14	5	20
184	54.82	237.7	740.12	14	6	17
185	39.99	214.33	810.05	12	7	21
186	51.09	317.47	83.49	12	8	4
187	51.68	257.46	228.98	14	6	6
188	55.29	120.87	404.83	12	4	9
189	55.36	319.04	55.36	10	8	2
190	74.07	132.09	160.77	20	3	5
191	39.39	187.37	100.03	6	6	5
192	79.83	253.11	537.19	16	5	15
193	71.96	319.2	545.08	19	7	15
194	48.14	246.54	1683.78	10	7	36
195	35.09	155.99	696.75	14	5	14
196	60.43	190.17	585.67	14	4	15
197	28.56	117.88	78.72	7	4	3
198	53.9	374.82	1396.7	11	9	33
199	62.02	181.32	538.66	11	5	16
200	54.0	314.54	113.48	15	8	4
201	20.48	151.66	307.48	10	3	5
202	13.55	182.47	13.55	9	6	2
203	64.96	334.28	84.24	13	7	3
204	22.22	182.7	562.52	11	5	15
205	47.77	223.05	210.69	12	6	5
206	74.7	333.3	933.68	19	7	22
207	23.21	377.49	828.13	9	9	19
208	71.06	280.66	115.88	18	6	5
209	25.72	201.76	92.02	12	6	4
210	23.55	274.91	23.55	9	8	2
211	3.49	154.27	3.49	4	4	2
212	41.8	285.6	204.0	11	8	4
213	31.93	368.15	483.29	5	9	14
214	22.06	262.16	596.54	8	7	15
215	48.93	115.19	358.75	14	4	8
216	36.59	284.29	418.97	10	8	13
217	37.77	42.79	100.89	7	3	4
218	70.11	86.51	1570.69	13	3	32
219	51.57	318.77	1476.79	13	8	29
220	81.87	277.65	357.79	18	6	11
221	35.13	262.53	35.13	9	8	2
222	31.08	71.62	193.28	7	4	4
223	22.35	138.33	1132.03	11	6	30
224	41.05	117.99	213.73	13	3	8
225	40.54	130.66	809.6	11	5	19
226	81.32	300.46	126.14	18	6	5
227	62.31	307.89	760.39	20	6	17
228	71.29	188.85	71.29	11	5	2
229	57.35	74.81	223.15	11	4	7
230	20.92	300.52	205.38	8	7	4
231	58.23	268.95	1712.23	15	8	40
232	28.85	383.31	443.45	12	8	14
233	62.01	199.71	87.51	15	7	3
234	33.34	201.4	43.82	8	6	3
235	45.29	238.83	90.79	11	6	5
236	59.04	328.58	126.96	14	7	4
237	50.43	382.89	1021.19	13	9	27
238	57.89	403.59	122.05	14	9	3
239	51.56	224.76	528.08	12	6	15
240	39.59	114.95	201.79	10	4	4
241	39.17	111.81	137.97	13	4	4
242	47.25	224.63	196.21	9	7	5
243	37.3	363.26	37.3	10	10	2
244	35.33	335.87	272.75	8	7	8
245	26.11	152.83	255.99	9	4	7
246	67.68	167.22	92.26	13	5	3
247	73.53	359.63	965.17	15	9	25
248	31.56	95.22	31.56	10	4	2
249	64.67	279.95	486.75	15	7	11
250	49.62	260.74	1006.9	11	7	26
251	59.26	185.98	157.84	12	6	4
252	54.03	235.73	54.03	10	6	2
253	47.47	129.41	47.47	15	4	2
254	72.33	214.81	1062.95	16	6	28
255	70.45	353.29	565.83	16	8	14
256	78.58	263.52	660.76	18	6	15
257	44.6	242.92	253.9	14	7	6
258	56.0	368.56	218.2	14	8	4
259	24.56	258.36	160.18	13	6	5
260	47.37	243.87	117.67	12	6	3
261	12.87	161.11	571.61	8	5	18
262	48.63	262.73	118.93	13	8	3
263	46.14	243.48	1620.76	11	6	35
264	23.97	226.67	820.85	10	7	20
265	46.34	287.18	490.28	13	7	12
266	47.84	245.02	643.28	12	6	18
267	8.49	264.89	98.33	5	7	3
268	53.56	222.98	294.8	11	7	10
269	60.14	346.92	235.06	15	9	6
270	30.2	157.84	30.2	9	6	2
271	64.57	220.43	200.57	16	5	8
272	59.89	232.59	59.89	12	7	2
273	48.27	425.59	48.27	8	8	2
274	52.89	220.39	52.89	11	7	2
275	29.58	132.76	165.0	10	5	5
276	24.14	202.86	741.0	6	5	20
277	40.2	73.14	202.4	14	4	4
278	38.34	221.26	88.5	9	6	3
279	16.04	241.74	1194.3	6	6	32
280	36.22	202.12	36.22	10	7	2
281	62.2	157.68	87.7	9	5	3
282	29.61	390.39	99.91	8	10	3
283	44.69	198.17	814.71	11	5	20
284	74.54	110.3	144.84	14	4	3
285	65.46	145.04	65.46	15	6	2
286	21.68	226.16	167.36	8	6	5
287	50.22	289.18	690.88	9	7	19
288	45.76	344.8	45.76	13	9	2
289	65.62	135.02	2301.52	16	6	52
290	40.62	256.48	577.54	8	6	13
291	48.83	122.99	116.75	9	6	4
292	48.49	183.83	109.51	11	5	3
293	63.17	171.97	413.37	11	5	12
294	25.18	245.42	1297.12	8	7	28
295	57.87	275.11	638.89	16	6	15
296	77.23	178.43	306.89	16	7	10
297	16.34	295.94	332.1	7	7	10
298	50.83	50.83	807.73	9	2	17
299	70.8	253.82	436.24	16	8	12
300	53.37	219.03	1963.07	19	6	44
301	19.97	134.43	293.39	7	5	9
302	29.8	152.38	157.7	8	5	4
303	19.62	264.34	19.62	10	8	2
304	43.98	284.04	475.62	8	7	15
305	50.34	251.22	569.58	9	6	16
306	38.66	205.98	421.16	14	4	12
307	20.13	216.09	134.29	8	5	3
308	47.81	115.57	53.09	11	4	3
309	51.65	211.45	415.39	11	6	12
310	23.91	160.95	1690.97	8	5	37
311	45.9	267.3	287.14	11	6	10
312	34.16	116.86	211.9	10	4	5
313	47.68	161.44	133.3	12	7	5
314	54.84	249.0	421.94	12	5	10
315	40.14	200.1	40.14	10	5	2
316	63.67	81.09	227.47	16	3	5
317	60.72	365.6	60.72	14	8	2
318	14.98	247.14	148.42	9	7	4
319	22.12	208.2	146.7	11	5	4
320	54.84	217.4	283.46	13	5	9
321	52.2	435.66	52.2	14	9	2
322	59.56	81.22	59.56	16	4	2
323	54.58	169.66	54.58	12	4	2
324	73.63	256.49	248.55	13	6	6
325	74.09	301.29	194.65	18	7	4
326	48.51	232.47	1263.21	12	6	29
327	72.84	216.68	92.12	18	6	3
328	40.34	214.14	375.34	10	5	9
329	57.66	160.78	150.3	15	5	5
330	41.79	239.51	147.59	11	6	6
331	7.42	188.82	99.98	6	5	3
332	65.14	201.98	510.78	15	5	15
333	33.04	298.68	33.04	9	8	2
334	48.17	354.43	48.17	9	10	2
335	59.33	154.77	60.01	14	4	3
336	41.87	242.97	193.07	10	6	5
337	42.29	157.99	143.53	17	5	5
338	55.87	212.85	146.85	15	6	3
339	69.84	298.34	892.26	17	8	21
340	43.21	205.73	113.51	14	6	3
341	45.63	205.47	1449.53	14	5	34
342	30.72	248.44	36.0	7	8	3
343	51.7	146.96	485.92	14	4	15
344	53.68	295.54	149.6	13	8	5
345	59.18	280.96	221.38	13	7	4
346	12.51	105.83	73.53	7	4	3
347	48.9	218.1	154.06	11	6	5
348	39.13	193.15	201.33	9	5	4
349	28.84	170.64	2075.48	10	6	49
350	33.66	240.18	460.02	8	7	14
351	8.72	331.34	8.72	8	8	2
352	43.23	254.71	534.91	10	6	15
353	63.87	334.27	443.87	12	8	12
354	54.16	208.04	867.92	8	6	28
355	55.82	236.46	281.26	13	5	8
356	46.33	222.71	46.33	9	6	2
357	73.18	192.52	235.38	13	8	4
358	62.0	94.22	324.92	16	4	9
359	21.71	21.71	21.71	5	2	2
360	42.81	187.03	248.47	9	5	7
361	9.63	235.01	84.73	7	6	3
362	72.45	86.09	469.43	17	3	11
363	25.84	300.8	1384.18	10	7	28
364	59.86	107.16	625.0	15	5	17
365	54.56	282.78	587.84	14	8	15
366	17.07	335.23	17.07	6	8	2
367	69.52	302.68	69.52	11	8	2
368	29.77	148.55	151.77	14	3	3
369	62.28	89.76	2920.58	14	3	69
370	59.15	181.67	2057.47	16	6	48
371	66.84	176.16	134.76	17	5	4
372	61.77	245.97	544.13	11	8	17
373	24.96	24.96	105.26	10	2	4
374	69.19	309.17	166.21	16	8	4
375	29.31	214.19	29.31	10	7	2
376	29.97	294.47	2211.73	11	7	52
377	47.92	201.28	47.92	11	6	2
378	46.73	247.55	611.87	13	8	17
379	64.26	192.36	965.1	15	4	21
380	35.89	314.83	198.09	9	8	4
381	42.45	179.19	141.25	10	4	4
382	32.36	149.0	76.5	12	5	3
383	18.7	229.92	150.0	8	6	4
384	38.98	157.58	651.96	11	6	16
385	72.27	190.89	506.49	15	5	15
386	51.46	198.98	51.46	11	6	2
387	42.9	283.98	134.8	15	7	3
388	16.91	151.01	342.61	9	7	9
389	40.5	293.88	101.04	12	8	4
390	6.31	146.73	247.55	7	5	10
391	59.32	218.4	916.4	13	6	24
392	63.47	86.65	167.53	15	3	5
393	40.02	380.56	2576.6	13	9	62
394	43.97	189.67	99.03	11	5	4
395	18.67	223.39	1209.17	11	6	32
396	27.96	88.88	248.56	9	4	5
397	57.6	194.46	503.24	13	6	15
398	44.08	247.54	44.08	11	7	2
399	25.62	229.34	1546.4	4	6	42
400	40.76	197.26	350.42	11	4	8
401	68.02	127.6	1221.28	16	3	31
402	40.4	139.62	444.5	12	5	14
403	57.68	227.74	125.56	12	6	5
404	34.27	218.99	479.91	13	8	15
405	56.7	153.84	128.02	13	5	3
406	58.4	208.94	175.06	14	7	4
407	21.51	362.91	143.51	10	9	3
408	37.96	326.6	37.96	8	8	2
409	57.21	150.43	426.21	13	4	14
410	20.23	197.49	45.73	11	5	3
411	22.62	276.3	22.62	11	6	2
412	53.6	136.62	145.5	13	4	3
413	51.79	217.19	651.85	9	6	13
414	19.91	432.21	182.05	10	10	6
415	57.18	391.0	57.18	11	8	2
416	42.68	240.2	136.42	13	7	4
417	56.83	230.27	56.83	11	7	2
418	46.45	105.89	544.25	12	3	11
419	28.92	314.82	139.8	12	7	4
420	39.11	235.67	1368.19	9	7	31
421	5.28	120.68	564.18	6	3	15
422	39.08	159.18	174.7	12	6	5
423	63.63	103.17	75.35	12	4	3
424	41.29	191.59	756.31	13	4	16
425	66.14	225.1	92.38	13	6	4
426	27.2	302.5	27.2	10	6	2
427	27.79	80.83	27.79	13	4	2
428	18.49	570.11	787.55	10	10	21
429	74.5	186.02	135.04	16	4	4
430	56.04	255.92	156.36	16	6	5
431	20.82	121.88	674.62	6	4	19
432	24.95	336.49	470.33	10	7	11
433	42.21	216.41	42.21	12	6	2
434	42.61	350.27	404.75	13	8	12
435	53.02	362.26	208.28	13	9	5
436	16.16	75.08	252.76	9	3	7
437	39.59	160.17	134.33	14	4	4
438	36.08	321.14	116.38	9	8	4
439	30.53	336.37	30.53	8	8	2
440	71.2	191.2	71.2	15	5	2
441	57.62	176.96	204.3	12	5	10
442	16.95	365.35	16.95	7	7	2
443	68.13	97.79	214.73	13	4	5
444	24.02	140.12	159.64	11	5	5
445	19.53	165.41	103.99	6	5	3
446	67.28	351.44	340.08	10	8	9
447	17.23	245.27	17.23	5	8	2
448	64.44	300.92	197.0	12	8	5
449	61.49	270.11	538.01	14	5	15
450	34.24	256.94	301.72	12	8	8
451	33.36	134.14	1589.4	9	4	40
452	35.46	142.92	35.46	18	3	2
453	50.12	133.52	50.12	11	6	2
454	71.81	337.33	71.81	16	8	2
455	40.03	65.23	50.51	13	4	3
456	38.12	161.1	169.44	9	6	4
457	55.96	212.84	591.56	11	5	12
458	29.58	127.76	64.78	6	4	3
459	70.78	232.66	717.38	17	6	18
460	42.07	174.97	587.93	14	7	16
461	39.52	233.98	39.52	11	5	2
462	21.11	149.01	199.13	6	5	5
463	63.57	486.67	529.99	12	9	16
464	58.21	229.49	523.75	16	6	12
465	37.71	124.05	258.07	8	4	7
466	64.91	274.07	475.03	14	8	15
467	53.41	142.23	348.09	12	5	7
468	62.25	212.45	209.85	13	6	5
469	56.89	155.33	1540.13	11	5	37
470	66.95	181.59	291.45	15	6	7
471	75.31	262.33	501.67	17	7	14
472	10.83	143.89	594.85	9	5	18
473	54.0	123.2	295.24	14	6	10
474	67.12	146.26	130.54	16	4	3
475	20.04	261.72	53.46	8	5	3
476	12.39	130.93	123.57	7	5	4
477	39.17	171.69	226.59	14	4	6
478	27.16	291.28	578.92	7	7	13
479	69.64	91.24	788.7	18	4	21
480	53.48	307.94	141.96	11	8	4
481	26.89	127.49	989.63	11	4	23
482	38.36	124.42	135.64	11	4	4
483	54.53	192.85	73.81	13	5	3
484	36.52	137.94	277.76	8	5	10
485	42.97	229.75	284.21	13	7	10
486	57.17	127.47	62.45	12	5	3
487	35.65	127.27	278.69	12	4	10
488	58.98	359.9	201.36	13	8	8
489	33.45	48.99	175.51	9	3	4
490	15.02	193.38	15.02	7	5	2
491	55.78	198.42	405.64	13	6	9
492	47.7	246.26	87.9	13	7	3
493	63.6	205.92	438.26	14	5	14
494	77.82	196.86	157.4	17	6	4
495	50.91	116.87	71.35	13	5	3
496	63.24	63.24	653.08	10	2	17
497	62.48	173.24	487.3	16	5	15
498	37.54	306.26	105.46	14	6	4
499	27.05	224.87	579.43	10	7	17
500	20.1	266.18	128.02	11	7	5
501	49.28	424.52	49.28	10	8	2
502	22.87	230.11	22.87	9	5	2
503	50.61	190.43	674.13	10	5	19
504	63.22	241.7	384.68	13	7	9
505	57.49	287.87	176.65	11	7	5
506	17.57	160.17	247.69	8	5	7
507	26.89	206.73	26.89	9	6	2
508	44.99	308.05	44.99	10	6	2
509	31.0	240.3	916.74	12	6	24
510	58.63	293.07	108.79	14	8	3
511	43.08	349.08	43.08	12	8	2
512	61.79	228.63	168.73	14	7	4
513	20.63	110.95	108.17	6	6	4
514	52.14	222.74	544.92	12	8	13
515	50.63	50.63	128.69	14	2	5
516	54.95	269.13	1050.51	15	7	28
517	18.88	32.88	99.92	4	3	3
518	58.95	152.61	139.25	12	6	4
519	21.3	222.3	144.32	10	7	3
520	66.01	279.21	136.67	15	8	5
521	34.35	306.79	179.11	11	8	4
522	78.11	280.61	319.35	18	6	10
523	3.22	217.46	127.42	4	6	4
524	56.54	210.5	676.34	11	6	16
525	46.32	163.44	103.1	8	6	4
526	86.72	132.1	238.56	19	4	5
527	53.22	109.46	304.82	13	4	11
528	6.86	379.8	123.72	6	10	4
529	50.0	232.38	1418.06	14	6	32
530	9.03	199.59	102.05	6	4	3
531	47.45	265.63	262.39	14	7	6
532	37.56	197.8	413.1	16	5	13
533	61.13	260.27	202.79	13	8	5
534	64.09	141.15	562.63	15	4	15
535	64.7	234.1	114.86	16	6	3
536	14.46	153.42	990.4	8	5	26
537	65.65	317.67	509.35	15	6	10
538	74.54	328.82	74.54	17	8	2
539	59.85	190.41	63.63	11	5	3
540	12.03	186.23	1394.49	10	7	32
541	58.24	220.82	1044.74	13	6	28
542	9.42	302.58	1117.06	6	7	29
543	36.86	337.24	36.86	13	7	2
544	22.11	133.77	612.59	8	6	15
545	62.04	89.12	404.96	14	3	9
546	28.87	146.59	28.87	9	4	2
547	73.36	82.32	577.92	16	4	13
548	55.13	275.45	125.43	18	7	3
549	54.79	244.35	165.97	15	7	4
550	51.58	186.78	291.26	10	6	8
551	36.22	202.12	45.18	11	7	3
552	54.48	209.98	144.5	15	6	5
553	67.06	196.32	573.16	17	5	16
554	13.59	251.03	318.23	10	5	10
555	63.89	233.81	576.49	14	7	14
556	20.95	156.21	842.69	12	6	23
557	7.7	247.42	369.9	5	7	10
558	56.31	402.85	218.51	11	8	4
559	19.42	59.18	128.4	10	5	6
560	57.92	237.48	664.04	13	6	16
561	17.67	355.15	288.01	9	8	7
562	30.08	135.98	30.08	11	4	2
563	62.12	126.68	1104.42	13	5	25
564	22.59	274.37	171.99	9	6	5
565	65.73	83.67	65.73	16	3	2
566	29.04	212.5	191.24	11	6	4
567	6.72	286.2	267.36	6	6	6
568	52.06	310.78	266.66	15	8	8
569	40.59	334.03	202.79	10	7	4
570	40.88	111.94	203.08	12	4	4
571	63.03	340.39	174.21	14	7	4
572	28.58	199.82	404.94	11	6	14
573	41.08	163.68	470.76	12	5	14
574	50.79	263.13	142.69	13	7	3
575	64.43	221.97	77.71	15	5	3
576	35.79	191.09	534.33	13	6	15
577	73.54	217.52	73.54	16	6	2
578	54.53	179.41	166.07	12	5	6
579	49.93	217.67	1180.41	11	6	26
580	63.2	203.48	174.08	15	5	4
581	67.73	117.19	172.69	15	5	5
582	30.64	300.24	144.8	10	9	3
583	62.36	345.6	375.9	19	7	11
584	52.52	160.16	457.28	11	4	12
585	44.87	100.75	207.07	16	4	4
586	58.74	183.36	220.94	13	5	4
587	37.92	210.22	445.74	8	6	11
588	48.45	155.27	48.45	9	6	2
589	51.91	218.09	132.21	15	6	4
590	61.37	169.35	625.31	13	5	15
591	13.67	217.07	144.33	8	5	3
592	10.85	177.65	104.59	9	5	3
593	52.1	139.78	115.52	11	4	3
594	58.94	154.86	201.32	12	5	8
595	55.42	106.32	165.26	15	3	5
596	45.46	367.8	45.46	10	7	2
597	57.09	141.95	124.77	11	4	4
598	64.38	100.28	377.22	17	3	8
599	25.77	262.09	488.65	14	8	13
600	8.28	275.76	219.3	7	8	4
601	7.64	297.2	1577.94	7	7	38
602	23.17	110.45	498.69	11	4	12
603	30.99	174.79	253.61	9	5	7
604	21.16	401.18	121.38	10	8	4
605	15.09	213.89	140.75	6	7	5
606	47.97	121.97	350.51	11	4	8
607	44.04	150.06	607.56	12	6	16
608	40.31	228.35	87.41	12	6	4
609	28.63	163.89	28.63	11	5	2
610	11.73	273.29	11.73	5	7	2
611	67.7	391.56	67.7	14	9	2
612	59.36	265.86	59.36	16	7	2
613	45.11	179.63	45.11	12	5	2
614	43.65	195.15	123.95	8	6	4
615	83.9	131.66	175.52	20	5	4
616	58.34	217.58	68.82	11	6	3
617	17.11	116.65	786.15	7	4	17
618	56.06	263.94	112.24	13	6	4
619	64.45	248.85	64.45	12	6	2
620	39.45	199.59	69.51	12	5	3
621	57.71	351.97	124.01	15	9	4
622	72.03	134.67	751.29	14	5	20
623	20.41	215.93	582.17	11	7	18
624	29.66	184.7	29.66	9	6	2
625	77.4	276.72	234.64	14	5	7
626	10.18	181.76	1040.92	5	5	26
627	17.22	297.0	17.22	7	8	2
628	29.93	151.07	151.93	10	5	3
629	33.69	124.73	210.39	7	5	7
630	57.76	143.18	105.62	11	5	4
631	50.59	105.65	50.59	8	4	2
632	52.0	289.5	71.28	14	7	3
633	62.47	155.27	69.37	10	5	3
634	32.4	223.28	505.72	15	7	16
635	36.11	250.25	72.11	6	7	3
636	8.87	159.59	374.53	5	6	11
637	32.95	149.39	274.19	9	6	10
638	57.17	218.39	127.47	13	7	3
639	13.94	133.22	13.94	6	4	2
640	59.31	234.63	82.47	15	7	3
641	66.25	226.49	94.09	12	6	3
642	53.87	358.65	251.73	15	8	6
643	58.49	91.87	77.77	15	4	3
644	38.15	362.61	38.15	9	8	2
645	36.4	114.36	381.36	10	4	12
646	54.41	226.99	181.55	9	6	5
647	50.48	168.1	50.48	13	6	2
648	33.12	226.28	221.42	7	5	8
649	28.63	219.09	652.37	9	7	15
650	11.41	174.51	375.15	4	5	12
651	15.23	96.19	400.49	7	5	10
652	16.8	272.12	156.96	6	6	6
653	59.08	188.18	221.28	9	5	4
654	19.86	322.26	19.86	9	8	2
655	66.77	171.47	66.77	14	6	2
656	38.76	184.5	743.58	9	5	22
657	51.26	55.52	269.9	10	3	10
658	66.58	445.44	1638.02	16	9	39
659	58.93	222.19	78.21	11	6	3
660	60.93	119.47	395.97	14	4	11
661	31.04	133.18	31.04	7	5	2
662	59.98	142.5	158.78	13	4	4
663	47.66	223.28	68.44	11	6	3
664	13.12	245.94	187.34	11	5	5
665	53.86	225.62	175.32	13	6	5
666	14.32	262.34	407.4	8	8	11
667	60.07	131.19	110.23	12	4	3
668	24.95	164.73	146.01	7	5	4
669	33.46	214.4	246.16	11	7	7
670	51.46	266.78	87.46	11	7	3
671	62.48	218.18	105.84	14	5	4
672	46.0	258.66	1405.62	16	7	35
673	47.06	167.24	113.18	11	5	4
674	63.61	356.39	296.39	14	10	9
675	33.08	287.42	156.38	15	7	4
676	30.86	93.58	30.86	10	3	2
677	16.18	146.82	191.78	8	5	4
678	9.3	128.28	977.64	9	4	25
679	54.21	321.91	103.93	13	7	4
680	57.48	291.84	66.44	14	8	3
681	59.66	264.92	99.86	11	7	3
682	60.95	195.43	773.81	12	5	15
683	51.43	216.15	87.43	14	6	3
684	41.18	115.1	2035.88	11	5	43
685	40.71	273.05	104.33	8	8	4
686	54.24	295.6	54.24	11	8	2
687	49.27	452.97	49.27	12	9	2
688	29.24	185.6	283.8	5	6	9
689	8.65	174.81	8.65	8	8	2
690	57.47	192.21	221.27	14	5	5
691	51.41	115.39	51.41	10	5	2
