sc	rl	cl	kl	rh	ch	kh
2038	26.08	170.78	254.82	10	4	6
2039	36.01	266.81	153.43	8	7	6
2040	60.44	167.76	124.6	15	6	4
2041	44.15	321.81	94.31	14	7	3
2042	24.73	199.21	420.59	13	5	10
2043	26.04	242.94	124.48	9	6	5
2044	62.64	85.58	242.5	16	3	6
2045	45.36	337.72	204.02	11	7	7
2046	58.25	174.51	613.73	13	4	14
2047	39.8	104.96	314.06	13	3	8
2048	51.4	334.64	51.4	9	7	2
2049	13.42	327.52	13.42	11	7	2
2050	40.56	319.7	40.56	10	9	2
2051	23.26	23.26	1084.68	8	2	29
2052	59.61	218.01	177.33	15	6	6
2053	29.82	195.26	444.1	11	5	11
2054	57.14	261.18	57.14	16	8	2
2055	53.83	102.25	204.65	10	4	8
2056	42.49	224.15	82.69	10	6	3
2057	67.19	314.59	67.19	14	8	2
2058	18.4	244.02	537.0	11	6	11
2059	44.5	145.5	226.38	10	5	5
2060	53.05	219.01	161.19	9	5	4
2061	62.96	375.7	122.44	18	9	4
2062	12.65	241.95	30.25	10	6	3
2063	59.54	203.7	207.44	16	5	6
2064	66.91	226.53	478.37	14	6	12
2065	60.71	155.57	174.17	10	6	5
2066	61.52	83.62	61.52	14	4	2
2067	69.17	198.05	108.51	15	5	6
2068	60.67	279.35	240.63	9	7	5
2069	34.77	180.41	170.17	10	5	6
2070	42.5	219.82	155.24	11	6	5
2071	53.53	203.05	236.27	11	6	7
2072	52.97	156.77	220.91	11	5	7
2073	64.85	369.97	64.85	15	7	2
2074	42.75	266.27	92.91	12	6	3
2075	26.08	328.14	235.38	11	8	6
2076	42.3	248.68	209.84	12	6	5
2077	69.75	156.11	979.95	16	6	26
2078	80.6	283.68	1177.36	19	6	30
2079	59.9	206.74	525.94	15	5	11
2080	42.95	107.43	137.51	10	4	4
2081	61.58	187.04	290.9	17	5	11
2082	71.25	218.63	92.03	18	6	3
2083	35.14	308.72	55.92	11	7	3
2084	25.6	267.52	210.46	11	6	5
2085	16.29	124.51	121.59	6	4	3
2086	35.52	292.7	184.76	9	7	5
2087	55.09	283.89	203.69	12	6	6
2088	48.92	51.68	92.64	11	3	4
2089	47.21	75.59	174.31	11	3	4
2090	24.09	124.21	795.11	11	4	16
2091	63.19	187.17	1372.53	14	4	33
2092	27.2	252.22	27.2	11	8	2
2093	19.87	236.49	364.91	8	7	11
2094	40.61	127.65	200.49	11	5	8
2095	21.34	240.42	451.6	9	7	10
2096	54.72	164.38	150.52	13	4	4
2097	54.8	168.26	54.8	11	8	2
2098	58.74	287.26	98.94	11	7	3
2099	55.61	185.41	259.79	9	6	8
2100	49.0	247.32	140.9	17	7	3
2101	48.58	159.26	49.5	10	7	3
2102	49.84	122.76	61.56	14	4	3
2103	46.02	147.82	96.18	13	4	3
2104	74.79	227.89	162.85	14	7	4
2105	43.99	273.47	219.59	15	6	6
2106	39.59	125.77	139.23	14	5	4
2107	58.36	116.08	172.24	11	4	4
2108	49.07	192.81	88.79	11	5	3
2109	60.34	124.42	60.34	14	5	2
2110	53.89	329.37	53.89	14	8	2
2111	24.25	234.59	64.45	9	7	3
2112	39.97	192.63	153.85	11	6	4
2113	32.97	181.01	251.37	14	6	7
2114	38.22	193.06	289.54	10	6	8
2115	27.77	170.05	308.05	12	5	8
2116	66.6	159.86	408.82	14	6	13
2117	37.36	177.4	199.56	11	5	4
2118	59.05	89.61	61.63	14	4	3
2119	15.7	137.4	136.82	9	3	6
2120	36.27	247.73	279.35	7	7	6
2121	40.19	236.99	173.31	9	6	4
2122	20.7	343.56	191.42	13	7	5
2123	52.51	104.33	57.79	13	5	3
2124	37.54	142.32	87.7	10	6	3
2125	37.89	176.93	52.93	16	5	3
2126	74.35	314.33	93.63	13	7	3
2127	19.38	243.66	214.6	6	8	7
2128	53.37	242.67	93.57	13	7	3
2129	39.94	146.1	52.8	10	5	4
2130	19.89	331.21	653.53	9	7	16
2131	35.37	344.11	121.61	11	7	6
2132	24.51	286.33	82.41	8	7	3
2133	26.93	236.85	26.93	11	7	2
2134	63.74	195.62	83.02	14	6	3
2135	54.7	168.9	323.22	15	4	7
2136	24.73	199.51	24.73	7	6	2
2137	65.06	208.66	70.34	12	7	3
2138	54.47	323.03	135.79	15	7	7
2139	34.83	271.37	197.03	10	6	4
2140	66.41	238.93	82.25	16	7	3
2141	44.06	161.88	74.34	13	5	3
2142	10.23	167.23	182.49	5	4	6
2143	69.02	288.88	88.3	14	6	3
2144	69.21	248.09	143.81	13	5	4
2145	34.83	355.07	35.51	9	7	3
2146	40.92	312.98	163.52	6	7	6
2147	61.13	174.55	170.41	11	5	6
2148	59.2	296.86	76.4	13	7	4
2149	22.25	284.61	117.53	10	7	3
2150	30.3	129.26	212.2	9	6	5
2151	31.21	124.33	150.71	12	5	4
2152	22.09	218.61	229.81	8	7	7
2153	43.03	194.01	780.33	7	6	19
2154	19.63	231.49	423.69	8	6	10
2155	34.13	240.77	135.31	11	6	3
2156	51.64	214.72	573.24	15	6	15
2157	55.1	55.1	124.18	11	2	5
2158	52.97	152.31	764.11	9	4	17
2159	69.66	218.34	72.3	17	6	4
2160	70.31	122.37	71.61	15	5	3
2161	32.29	143.71	179.15	12	5	6
2162	68.57	130.69	957.69	15	4	22
2163	46.9	165.4	87.1	11	6	3
2164	53.7	183.06	53.7	8	5	2
2165	58.31	245.29	99.11	14	7	4
2166	59.23	233.49	59.23	15	6	2
2167	30.02	294.92	103.72	10	8	5
2168	50.68	307.96	114.24	14	7	3
2169	68.77	263.59	162.21	17	5	4
2170	17.82	186.46	17.82	7	5	2
2171	45.98	318.5	283.3	10	8	9
2172	43.23	156.13	270.63	10	7	9
2173	48.34	96.98	48.34	11	3	2
2174	52.08	302.82	219.46	13	6	8
2175	44.89	230.91	166.85	9	6	6
2176	58.64	204.38	462.38	13	7	13
2177	56.31	324.75	315.85	13	7	9
2178	19.84	33.86	746.88	9	4	18
2179	46.33	70.85	290.85	10	4	8
2180	59.49	126.27	195.11	15	5	5
2181	69.85	135.69	187.17	16	6	5
2182	43.53	203.61	187.95	14	6	5
2183	70.87	232.97	122.15	18	5	4
2184	24.86	244.32	145.36	9	6	8
2185	40.54	208.86	164.36	13	7	5
2186	52.32	204.68	183.64	11	6	4
2187	42.53	114.53	42.53	9	3	2
2188	46.4	132.38	169.66	9	5	6
2189	11.64	249.82	436.6	6	8	13
2190	66.39	292.91	80.35	13	7	4
2191	45.81	134.23	260.29	11	6	6
2192	55.74	313.02	73.72	13	7	3
2193	40.12	207.3	116.3	9	5	5
2194	14.84	204.62	401.02	9	6	13
2195	33.76	438.06	690.8	12	9	17
2196	72.55	229.41	112.75	18	5	3
2197	39.98	172.86	169.96	11	6	5
2198	40.82	330.66	40.82	10	8	2
2199	24.5	87.04	106.8	11	4	3
2200	20.63	267.09	274.89	9	9	8
2201	28.6	250.86	410.92	7	7	12
2202	7.72	207.14	105.24	6	6	5
2203	9.28	359.2	470.02	6	8	14
2204	46.59	328.49	116.89	14	9	3
2205	24.78	239.76	67.82	9	7	3
2206	42.35	164.77	324.73	13	5	7
2207	57.92	140.82	378.64	19	5	8
2208	57.06	218.04	57.06	17	7	2
2209	46.82	291.96	117.12	16	6	3
2210	65.97	167.55	85.25	13	4	3
2211	41.95	313.31	203.51	11	7	7
2212	54.74	160.24	221.2	11	6	6
2213	43.59	299.93	43.59	11	8	2
2214	39.81	222.45	89.97	12	6	3
2215	28.91	160.21	150.87	14	5	4
2216	20.43	255.43	777.67	10	6	17
2217	2.17	383.07	196.17	4	8	5
2218	50.1	93.82	71.64	12	3	3
2219	24.56	133.56	36.74	7	5	4
2220	56.28	216.38	166.12	13	5	5
2221	49.93	329.37	259.99	13	8	7
2222	32.32	179.14	146.2	10	6	4
2223	46.32	46.32	46.32	13	2	2
2224	48.8	321.06	188.98	14	9	4
2225	51.03	283.19	200.69	13	7	6
2226	53.33	317.77	222.67	14	8	7
2227	41.58	398.86	146.32	12	8	5
2228	43.45	293.07	43.45	8	8	2
2229	60.44	252.0	952.58	14	7	20
2230	51.55	159.39	636.25	13	5	14
2231	49.82	207.48	186.48	13	6	5
2232	61.43	243.49	61.43	15	7	2
2233	37.87	153.19	57.15	8	5	3
2234	48.74	254.46	151.94	11	7	7
2235	43.28	132.2	241.18	12	6	7
2236	59.59	107.45	124.93	11	4	4
2237	53.34	115.56	53.34	13	5	2
2238	67.55	231.73	117.71	12	5	3
2239	70.49	229.15	70.49	19	6	2
2240	25.41	159.95	135.53	10	4	5
2241	23.39	299.79	73.55	8	7	3
2242	22.61	272.81	83.63	12	6	3
2243	68.9	167.68	88.18	14	6	3
2244	60.35	183.67	342.91	12	5	8
2245	40.48	210.94	82.48	7	7	4
2246	39.9	332.48	39.9	11	8	2
2247	56.18	102.74	56.18	12	4	2
2248	66.89	317.83	193.87	17	7	4
2249	43.5	136.68	230.98	12	4	7
2250	48.43	197.73	560.41	10	5	18
2251	24.83	162.75	83.23	10	4	3
2252	59.62	274.6	87.92	18	8	4
2253	38.53	161.81	101.95	12	4	3
2254	45.37	348.85	677.05	17	7	17
2255	73.05	256.99	166.49	15	7	4
2256	57.33	445.01	372.29	13	9	10
2257	42.41	197.31	250.45	12	6	7
2258	62.4	207.38	64.66	15	6	3
2259	33.11	106.95	118.71	11	4	4
2260	61.02	327.22	801.34	13	8	19
2261	40.32	216.38	110.62	12	6	3
2262	17.05	221.77	175.29	6	7	6
2263	23.7	179.46	23.7	6	6	2
2264	18.15	265.15	98.81	7	9	3
2265	45.71	80.17	45.71	9	4	2
2266	46.52	152.8	164.66	11	5	5
2267	20.96	199.44	20.96	13	4	2
2268	60.63	197.51	398.69	12	6	8
2269	38.52	286.88	153.2	9	9	5
2270	24.93	267.09	75.07	11	7	3
2271	20.85	254.39	20.85	9	6	2
2272	66.83	123.37	287.43	15	5	5
2273	25.96	151.58	74.7	11	5	4
2274	34.7	132.54	126.6	13	5	3
2275	45.55	131.21	133.57	9	6	5
2276	67.67	94.15	137.97	13	4	3
2277	54.79	182.43	125.09	9	6	3
2278	37.01	242.05	47.19	8	7	3
2279	21.46	242.9	107.38	10	8	4
2280	63.1	142.72	131.02	15	5	4
2281	65.1	140.14	290.16	15	5	9
2282	61.6	160.82	492.22	13	4	12
2283	28.43	201.95	1006.19	10	6	23
2284	44.19	119.95	927.01	10	5	21
2285	11.31	307.23	115.87	9	7	4
2286	60.9	170.58	198.78	12	5	7
2287	2.81	252.33	166.59	4	7	6
2288	31.66	184.22	124.22	15	6	3
2289	24.53	162.49	159.53	9	6	5
2290	20.36	206.32	20.36	8	6	2
2291	49.83	383.69	49.83	10	8	2
2292	53.1	198.16	215.3	13	6	4
2293	33.66	185.56	33.66	11	6	2
2294	56.96	328.34	745.76	11	9	17
2295	61.11	127.39	61.11	14	4	2
2296	29.31	234.97	80.97	11	7	3
2297	27.63	190.71	67.73	11	5	3
2298	33.06	191.56	73.16	12	4	3
2299	29.08	223.34	171.14	9	7	4
2300	0.63	145.93	232.35	2	4	7
2301	14.3	182.16	77.86	6	6	3
2302	40.43	212.19	45.71	13	4	3
2303	34.99	157.57	120.59	10	4	4
2304	24.8	210.32	153.94	6	7	7
2305	39.92	274.44	272.16	18	8	6
2306	49.27	139.51	147.71	9	4	5
2307	41.58	227.12	91.74	14	5	4
2308	32.26	228.6	48.26	8	6	3
2309	42.05	154.05	566.85	9	5	16
2310	61.0	340.3	61.0	14	8	2
2311	1.35	205.63	170.41	3	5	5
2312	30.97	161.43	30.97	10	6	2
2313	40.43	102.29	199.65	7	5	6
2314	70.45	332.91	252.35	15	8	5
2315	23.83	263.09	244.43	9	7	5
2316	48.66	289.36	141.94	11	8	4
2317	45.02	226.46	154.76	14	6	5
2318	74.74	225.4	137.3	16	5	4
2319	63.52	198.74	108.52	11	6	3
2320	48.77	200.29	48.77	12	6	2
2321	48.82	346.62	48.82	12	9	2
2322	58.06	195.64	171.94	18	4	4
2323	45.12	258.1	206.4	11	7	4
2324	14.43	276.79	21.57	9	7	3
2325	40.41	257.13	168.71	13	5	5
2326	68.23	200.15	204.89	12	7	5
2327	7.28	352.32	180.08	6	9	4
2328	36.45	209.85	55.43	8	8	3
2329	36.91	175.09	53.57	12	6	3
2330	41.91	89.17	65.45	11	4	3
2331	60.66	217.48	96.66	17	7	3
2332	34.13	179.65	203.55	14	4	6
2333	57.9	186.38	167.32	12	5	5
2334	50.05	217.37	110.19	10	6	4
2335	37.48	304.82	129.38	17	6	3
2336	39.18	250.52	296.8	8	6	9
2337	27.28	181.36	343.78	12	5	9
2338	33.17	243.17	134.35	14	6	3
2339	6.79	273.31	248.81	7	6	7
2340	46.08	310.86	243.9	11	8	8
2341	60.35	116.69	60.35	12	4	2
2342	58.94	63.62	69.42	12	4	3
2343	53.05	336.29	53.05	10	7	2
2344	41.74	214.0	190.34	11	6	6
2345	52.63	343.65	101.37	13	8	4
2346	45.23	293.85	45.23	10	6	2
2347	35.75	88.29	35.75	12	3	2
2348	44.41	330.07	254.39	13	7	8
2349	15.62	115.04	280.48	6	6	7
2350	22.13	162.97	22.13	9	7	2
2351	29.14	99.16	61.62	12	3	3
2352	55.45	238.33	260.97	13	6	8
2353	27.87	311.47	465.11	11	8	11
2354	53.62	242.44	584.0	12	6	15
2355	58.62	271.82	202.04	13	7	5
2356	50.02	148.02	167.48	11	5	5
2357	36.11	92.91	36.11	10	3	2
2358	48.12	350.84	471.18	7	7	12
2359	50.21	313.59	130.21	11	8	4
2360	44.5	217.26	250.02	13	6	8
2361	28.91	94.73	203.83	8	4	6
2362	59.43	261.33	69.91	13	7	3
2363	49.64	279.94	78.38	8	7	4
2364	36.93	242.85	36.93	14	6	2
2365	49.33	173.41	392.05	15	5	10
2366	44.17	105.23	447.97	8	3	11
2367	49.94	210.6	162.98	9	7	5
2368	52.41	219.71	563.15	13	6	13
2369	47.63	264.13	81.59	12	7	3
2370	21.16	147.76	159.64	10	6	4
2371	64.73	243.37	85.97	16	7	4
2372	44.81	234.43	44.81	11	6	2
2373	60.03	283.23	200.03	12	7	6
2374	64.02	64.02	64.02	19	2	2
2375	43.01	43.01	147.63	8	2	5
2376	22.19	278.67	145.69	9	8	5
2377	53.48	179.82	72.76	13	4	3
2378	21.11	148.61	26.39	7	6	3
2379	73.75	168.83	157.67	20	6	5
2380	35.27	177.83	153.51	10	7	6
2381	35.27	443.47	35.27	9	8	2
2382	67.87	307.03	156.49	14	7	4
2383	21.49	243.89	1106.67	13	6	31
2384	59.3	173.04	99.5	12	4	3
2385	29.49	194.23	30.95	7	5	3
2386	55.67	253.33	55.67	15	5	2
2387	58.19	170.51	202.87	12	5	6
2388	13.11	220.63	53.31	8	6	3
2389	51.32	207.76	145.72	8	6	5
2390	64.39	231.37	85.17	14	5	3
2391	27.87	197.09	272.59	7	7	6
2392	6.19	260.31	6.19	7	7	2
2393	67.53	217.99	137.83	15	6	3
2394	67.76	277.92	594.82	17	8	12
2395	62.68	172.74	90.52	17	5	3
2396	47.61	236.59	239.79	16	6	6
2397	35.67	172.59	127.57	15	6	3
2398	27.8	291.5	93.32	5	9	5
2399	42.74	149.78	78.74	10	7	3
2400	21.06	211.52	21.06	7	8	2
2401	53.37	219.19	145.27	13	6	3
2402	63.22	139.08	63.22	14	4	2
2403	36.86	306.52	219.6	12	9	7
2404	47.8	207.08	67.08	10	6	3
2405	69.82	288.6	146.14	17	7	4
2406	62.2	304.9	204.7	12	8	6
2407	41.13	156.67	292.61	12	6	5
2408	57.71	238.31	411.29	10	7	11
2409	49.64	307.28	89.84	16	7	3
2410	30.49	76.07	166.11	9	4	5
2411	67.05	193.85	107.25	14	5	3
2412	8.91	124.49	122.47	8	5	4
2413	46.78	231.32	46.78	13	6	2
2414	34.28	245.32	34.28	12	7	2
2415	26.89	304.25	55.71	10	6	3
2416	56.58	209.44	170.2	14	6	6
2417	50.47	336.83	164.35	11	7	4
2418	60.04	92.9	275.72	14	4	8
2419	42.52	78.62	278.06	10	5	7
2420	24.95	336.49	24.95	10	7	2
2421	55.64	183.04	55.64	10	6	2
2422	49.04	265.14	265.6	12	7	10
2423	14.97	348.77	14.97	7	8	2
2424	43.42	91.68	157.92	12	4	4
2425	66.45	224.91	85.73	13	5	3
2426	70.2	200.0	190.76	16	5	4
2427	62.54	159.84	73.02	12	5	3
2428	7.7	140.84	190.22	5	4	6
2429	62.48	374.22	62.48	9	9	2
2430	57.92	186.88	153.76	14	6	5
2431	59.22	246.06	59.22	12	7	2
2432	42.09	216.55	112.39	11	5	3
2433	59.1	184.6	106.94	15	6	3
2434	38.11	185.43	88.27	10	5	3
2435	51.49	220.59	281.75	10	8	9
2436	61.8	114.5	356.14	10	5	11
2437	68.51	125.95	89.29	15	3	3
2438	23.93	337.97	191.83	12	7	7
2439	46.57	216.41	65.85	8	7	3
2440	50.64	177.52	181.96	10	6	4
2441	46.55	179.75	542.93	10	6	15
2442	54.92	156.64	290.36	12	4	8
2443	11.15	244.69	183.29	9	7	6
2444	35.58	138.44	126.66	6	6	4
2445	51.54	74.92	51.54	7	3	2
2446	14.81	285.01	511.39	11	7	15
2447	32.17	321.01	194.47	10	8	5
2448	49.77	72.71	80.57	14	3	3
2449	26.46	182.46	96.76	10	6	3
2450	42.4	144.22	292.64	6	4	9
2451	28.97	192.95	28.97	8	7	2
2452	31.24	126.96	178.88	7	5	5
2453	61.2	175.92	129.22	13	4	3
2454	32.27	268.89	124.91	11	7	4
2455	60.64	83.16	80.92	11	3	3
2456	26.88	222.28	125.68	6	6	4
2457	21.83	220.63	223.71	12	8	4
2458	38.33	166.45	38.33	9	5	2
2459	21.23	337.11	61.71	11	9	3
2460	59.89	183.35	106.99	11	5	4
2461	30.94	115.54	729.9	8	4	18
2462	68.03	303.99	298.49	11	6	8
2463	42.23	189.37	104.77	13	7	3
2464	50.86	205.64	510.36	14	5	11
2465	56.33	162.63	294.05	10	5	10
2466	33.31	165.17	161.21	8	5	4
2467	59.38	235.68	129.68	14	6	3
2468	43.48	174.94	113.78	13	6	3
2469	58.48	298.92	719.08	14	7	19
2470	44.32	200.04	44.32	12	5	2
2471	37.38	228.12	223.16	14	7	7
2472	50.97	154.47	1025.37	12	4	27
2473	68.33	302.65	379.13	12	6	10
2474	20.91	282.61	205.37	8	7	4
2475	60.09	180.75	71.81	11	6	3
2476	25.96	79.32	121.4	10	4	5
2477	16.43	122.95	242.85	8	6	8
2478	73.99	81.31	94.83	18	3	4
2479	2.32	297.28	229.1	4	6	5
2480	12.58	173.54	228.16	7	6	6
2481	46.2	140.14	51.48	11	5	3
2482	44.91	185.41	95.07	10	5	3
2483	25.75	187.17	281.89	11	4	8
2484	78.82	177.36	725.48	16	5	16
2485	45.94	266.02	261.34	10	7	8
2486	39.72	221.52	261.7	11	7	8
2487	38.23	103.55	88.39	10	5	3
2488	31.49	271.85	350.77	9	7	11
2489	33.28	219.88	35.94	13	5	3
2490	29.5	383.02	143.38	11	9	4
2491	20.12	106.02	124.06	11	4	5
2492	55.02	166.88	65.5	10	5	3
2493	47.26	230.76	212.74	11	8	8
2494	23.41	74.37	23.41	11	3	2
2495	38.56	233.86	101.1	12	5	3
2496	69.68	360.96	218.28	15	7	6
2497	56.55	238.27	154.85	12	7	4
2498	56.94	125.5	199.0	13	5	4
2499	49.21	377.09	49.21	14	8	2
2500	59.32	503.88	59.32	15	9	2
2501	51.89	167.09	51.89	10	5	2
2502	60.85	186.45	87.91	13	4	4
2503	35.05	116.41	75.25	13	4	3
2504	16.52	289.94	81.82	7	6	4
2505	78.55	205.93	149.81	18	5	4
2506	55.84	108.1	185.64	13	4	4
2507	25.36	139.54	216.92	10	5	5
2508	52.59	186.13	52.59	14	6	2
2509	48.41	210.55	48.41	12	6	2
2510	20.25	44.01	134.13	9	4	4
2511	18.5	200.76	190.34	13	5	5
2512	39.4	184.42	157.92	9	5	5
2513	69.04	177.88	112.76	15	5	4
2514	70.06	226.82	89.34	14	8	3
2515	33.45	262.59	256.53	15	8	9
2516	59.73	171.09	127.07	13	7	4
2517	38.82	246.9	230.94	10	7	8
2518	61.47	106.91	193.21	15	5	10
2519	14.35	289.87	122.07	8	7	5
2520	28.14	225.68	38.62	11	6	3
2521	47.91	199.95	54.73	12	7	3
2522	42.77	119.95	430.25	12	4	13
2523	12.43	197.45	126.59	6	6	3
2524	33.62	170.06	289.36	13	6	8
2525	20.35	282.93	379.53	13	7	11
2526	32.02	134.06	149.72	15	5	3
2527	46.65	215.75	138.55	7	5	3
2528	12.83	86.61	212.75	8	4	6
2529	59.01	97.17	59.01	13	4	2
2530	45.31	156.01	1040.33	11	5	26
2531	39.05	181.81	166.19	8	5	5
2532	51.4	150.04	233.58	14	5	9
2533	32.5	128.2	252.16	9	4	7
2534	78.23	250.89	121.95	16	5	4
2535	49.68	140.2	194.92	8	6	5
2536	29.26	193.38	104.08	11	6	3
2537	57.51	188.29	196.41	12	5	7
2538	68.57	172.19	139.77	15	7	4
2539	43.38	190.88	142.18	12	6	4
2540	21.58	213.84	61.68	8	5	3
2541	18.46	233.72	268.66	10	7	9
2542	55.1	100.1	70.14	10	5	3
2543	45.91	68.21	219.91	10	3	6
2544	33.35	143.93	33.35	10	4	2
2545	48.52	255.38	48.52	11	6	2
2546	54.53	131.29	118.09	14	3	3
2547	52.3	350.54	52.3	11	8	2
2548	49.33	306.91	161.41	9	9	6
2549	33.45	308.05	33.45	15	6	2
2550	51.66	212.28	79.68	11	5	3
2551	25.2	345.14	765.84	10	8	20
2552	60.44	247.52	60.44	15	7	2
2553	15.46	64.1	126.48	8	3	5
2554	48.58	172.86	98.74	14	7	3
2555	19.78	165.56	344.2	7	5	9
2556	61.35	298.27	83.25	17	6	4
2557	40.51	253.61	40.51	11	6	2
2558	47.28	269.62	135.9	16	7	4
2559	26.18	183.28	26.18	12	5	2
2560	53.89	177.75	56.51	14	5	3
2561	13.41	131.17	387.71	7	5	9
2562	44.78	303.96	136.68	14	8	3
2563	43.21	89.09	118.61	12	3	4
2564	54.15	196.79	223.49	15	4	7
2565	26.46	202.6	139.2	5	5	5
2566	56.67	199.61	594.63	12	6	18
2567	16.79	227.61	16.79	5	6	2
2568	76.55	343.57	77.85	17	8	3
2569	59.28	181.06	59.28	14	6	2
2570	33.17	177.09	272.85	15	6	6
2571	58.41	173.11	86.15	13	4	5
2572	17.41	199.99	340.29	5	7	7
2573	39.56	214.4	258.28	10	5	7
2574	51.52	381.46	51.52	12	8	2
2575	41.09	246.53	128.21	12	7	6
2576	60.36	244.36	507.26	12	6	13
2577	40.3	258.4	287.58	11	6	7
2578	19.26	242.22	19.26	10	7	2
2579	64.1	213.42	96.5	11	5	4
2580	40.11	242.93	90.27	13	7	3
2581	39.57	231.97	172.67	14	7	7
2582	62.8	195.3	165.08	11	5	5
2583	59.99	239.81	59.99	12	6	2
2584	56.56	304.44	189.72	11	7	5
2585	31.39	31.39	251.99	10	2	5
2586	68.59	264.45	142.33	12	6	5
2587	30.93	86.89	193.13	8	4	4
2588	34.88	204.76	45.16	15	7	4
2589	29.19	203.67	632.05	14	6	16
2590	47.66	180.7	988.76	11	6	25
2591	28.75	197.93	99.05	10	6	3
2592	67.61	178.23	204.27	12	5	5
2593	11.34	224.94	61.5	7	6	3
2594	63.24	350.12	63.24	13	10	2
2595	41.19	154.75	41.19	8	7	2
2596	40.05	263.69	40.05	9	7	2
2597	62.41	199.43	62.41	13	6	2
2598	43.66	239.6	914.3	11	7	18
2599	78.21	297.23	197.61	17	7	5
2600	49.68	156.44	85.68	14	4	3
2601	31.61	127.59	47.45	8	4	3
2602	67.56	89.18	67.56	18	4	2
2603	54.9	256.82	468.0	16	6	14
2604	46.16	228.3	108.48	13	6	3
2605	60.35	126.39	64.55	14	4	3
2606	86.21	284.53	156.27	19	8	4
2607	27.93	335.13	614.61	7	9	16
2608	49.79	297.51	140.87	10	8	4
2609	55.12	71.06	55.12	9	4	2
2610	55.8	198.14	218.0	13	5	4
2611	23.1	190.76	23.1	10	5	2
2612	67.29	172.59	137.59	13	6	3
2613	31.94	345.3	31.94	7	8	2
2614	21.74	260.58	166.3	6	6	6
2615	36.51	432.15	36.51	12	9	2
2616	1.88	161.5	122.34	3	4	3
2617	29.19	161.19	537.31	10	6	15
2618	60.57	180.65	110.73	13	6	3
2619	41.39	197.81	41.39	13	6	2
2620	16.25	159.23	97.23	7	4	4
2621	62.73	219.69	98.73	12	7	3
2622	43.82	288.12	585.92	11	7	15
2623	57.16	369.64	283.66	12	8	8
2624	6.33	387.05	206.75	5	10	5
2625	13.77	202.09	124.11	10	6	3
2626	15.3	294.84	85.86	9	8	3
2627	56.8	261.98	205.76	10	8	5
2628	64.02	292.18	226.22	12	8	4
2629	64.86	316.12	181.84	15	7	4
2630	29.1	135.36	160.42	8	4	4
2631	68.62	124.84	68.62	11	5	2
2632	50.93	185.21	98.03	14	6	4
2633	44.42	261.24	136.32	15	7	3
2634	43.67	194.35	123.77	9	6	5
2635	38.65	112.83	257.71	9	4	8
2636	63.55	258.17	210.01	17	7	6
2637	23.83	161.19	208.29	8	5	4
2638	50.37	319.01	134.81	13	6	5
2639	33.06	33.06	339.56	10	2	9
2640	47.13	247.29	47.13	12	6	3
2641	29.56	242.58	170.94	10	6	4
2642	33.52	297.5	577.88	12	7	16
2643	74.96	74.96	74.96	15	2	2
2644	64.16	267.28	64.16	14	7	2
2645	40.29	256.41	152.63	12	7	7
2646	46.04	365.66	212.5	11	9	6
2647	11.28	141.7	429.22	7	5	11
2648	43.84	43.84	43.84	16	2	2
2649	37.57	178.57	129.47	11	6	3
2650	68.13	208.91	115.07	13	5	4
2651	36.09	247.83	543.41	9	6	14
2652	40.6	240.94	43.26	10	7	3
2653	20.47	177.99	401.49	11	6	12
2654	27.62	328.36	437.32	11	8	11
2655	2.53	170.05	68.11	5	5	3
2656	50.81	291.41	781.51	10	6	22
2657	25.67	99.85	117.57	10	4	3
2658	55.78	112.82	95.98	14	4	3
2659	59.94	165.0	79.86	12	6	5
2660	32.78	239.0	32.78	7	7	2
2661	54.69	244.57	124.99	13	6	3
2662	31.78	185.58	232.2	6	6	5
2663	78.14	162.1	86.34	16	5	4
2664	46.96	203.94	135.56	10	5	5
2665	24.47	216.67	164.77	9	5	5
2666	34.72	215.92	126.62	13	5	3
2667	23.14	150.58	115.7	9	5	3
2668	52.45	102.57	492.43	16	4	13
2669	59.04	140.36	59.04	16	5	2
2670	52.53	275.43	79.19	7	8	4
2671	40.39	247.99	482.33	13	7	10
2672	40.35	134.97	92.81	9	4	5
2673	70.96	240.42	156.56	16	6	4
2674	16.75	268.19	158.61	9	7	4
2675	34.5	114.36	73.58	8	4	4
2676	41.57	173.25	70.39	10	6	3
2677	48.29	182.75	48.29	10	6	2
2678	51.3	399.56	96.3	12	9	3
2679	27.83	158.85	141.99	10	5	3
2680	38.41	247.25	148.67	11	7	4
2681	62.92	266.84	156.36	14	7	4
2682	29.35	102.91	57.59	10	3	3
2683	46.24	284.38	96.4	13	6	3
2684	23.37	261.27	139.23	11	7	5
2685	22.79	220.75	163.11	10	6	4
2686	55.99	186.37	105.31	18	6	5
2687	14.6	371.38	1009.82	10	8	27
2688	57.93	102.51	232.85	13	5	6
2689	58.6	127.76	254.3	12	5	7
2690	38.9	153.04	38.9	11	6	2
2691	27.38	302.12	77.54	11	8	3
2692	32.66	239.58	245.58	10	8	5
2693	67.7	379.0	67.7	14	6	2
2694	24.26	260.88	174.4	11	7	5
2695	65.26	191.24	93.16	13	5	3
2696	48.65	212.79	169.21	12	6	4
2697	67.91	293.47	117.75	15	9	5
2698	21.56	221.76	229.88	14	5	5
2699	9.83	249.21	9.83	9	7	2
2700	30.76	362.14	214.3	10	7	4
2701	54.98	146.72	73.96	15	4	3
2702	40.04	135.7	121.02	12	5	4
